,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.107862012978124,0,0.121693846001608,0,0,0,0,0.0752540678725373,0.0319592814915295,-4.33680868994202e-19,0.0884701449171632,0,0.00140850029739945,0.0465346959209393,0,0,0,0,0
ETH,0,0,0,0.0658858320203626,0.0981562546933692,0,0,0.0990584300870818,0.189305217769146,0.159971995535615,0,0,0,0.0599559103396475,0.00613830091251893,0,0,0,0,0
XRP,0,0,0,0.206744834889429,0.0963734803674729,0,0,0,0.10880112294584,0.0741797536604781,0,0,0,0,0.12193994361067,0,0,0,0,0
BCH,0,0,0,0,0.468407799694901,0,0,0,0.11301429880028,0,0,0,0,0.0378264435114506,0.0516292931493845,0,0,0,0,0
EOS,0,0,0,0.48412766622114,0,0,0,0.20386315022947,0,0.0742180129450442,0,0,0,0,3.46944695195361e-18,0,0,0,0,0
LTC,0,0,0,0.379914068036882,0.0401657804174077,0,0,0,0.0921184350744275,0.0118957117815771,0,0.0341773895487721,0,0.0628915746172055,0,0,0,0,0,-0.00703222610084056
XLM,0,0,0,0.108430031830332,0.0971702819703921,0,0,0,0.292839615226328,0.0112097129343829,0,0,0,0,0.100441318358738,0,0,0,0,0
ADA,0,0.0707647714320925,0,0.045641625591193,0.202082293912883,0,0,0,0.11629303925721,0.152568830826008,0,0,0,0.0253322244962432,0.016064321642256,0,0,0,0,0
MIOTA,0,0,0,0,0.276199131225498,0,0,0,0,0,0.489760169817223,0,0,0,0,0,0,0,0,0
TRX,0,0.109553046121611,0,0.210529704380449,0.207786176165949,0,0.155962837537659,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.10348072706338,0,0,0,0.187023014071778,0.18736433983155,0,0.0340000797398486,0,0,0.328373646964492,0,0,0,0,0
XMR,0,0,0,0.0403539914372108,0.225086152837617,0,0,0.0987915572796525,0.0408924739740989,0,0.117892314839163,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.00520303638068202,0,0,0,0,0.0194990562172533,0,0.0598013438551139,0,0,0.0913255307600565,0.314060737373395,0,0,0,0,-0.0475725751110868
ETC,0,0,0,0.332203954647558,0.029427156787242,0,0,0,0.122382157031067,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0
XEM,0,0.264340461871127,0,0.0484873041454336,0.131438743569672,0,0.0203632710845846,0,2.16840434497101e-19,0.013857293845892,0.247197267263505,0,0,0.0529440428231346,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0666203320074302
CVIX.Index,0,0,0.0592192245442189,0,0,0,0,0,0,0,0.0259388449725643,0,-0.126885830221209,-0.0167162990034021,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135424206440142,0.00277892661104313,0,0,0.0161890259019834,0,0,0
SPX.Index,0,0,0,0.0101936018216784,0,0,0,0,-0.00744460970081175,0,0,0,-0.00731961106463772,0,0,0,0,0,0,-0.0565869729735769
VIX.Index,0,0,0,0,-0.416408256728885,0,-0.229512191773336,0,0,0.207697831256611,0.195808522880103,0,0,0.161449489731232,0,-0.801855653386696,0.106165320129381,0,0,0
