,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,DGB,XLM,DOGE,ZEC,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0178492390712301,0,0.00899002697977358,0,0.0355482712028684,0,0,0,0,0,0.0825023119986086,0,0,0,0,0
ETH,0,0,-0.0151822555426191,0,0,0.0610685238827995,0.0976185309735993,0,0,-0.0352399178363266,0,0,0,0.0638671544145511,0,0,0,0,0
XRP,0,3.46944695195361e-18,0,0,-0.165319123950161,0,0,0.0823907779677153,0,0.387857316523021,-0.0136843530099516,0.0298829839018781,0.123063141513389,0.117698011458713,0,0,0,0,0
XEM,0,0,0.0271561011283396,0,0,0,0,0.185325662499526,-0.0343530981117165,0,0.268639456733343,0,0,0.0669682043437786,0,0,0,0,0
ETC,0,0.349829974355243,-0.12117265168096,0.0117938322384278,0,0,0,0,0,0,0,0,0,0.228762558695916,0,0,0,0,0.0167129152658219
LTC,0.217533501563798,-0.168038645230313,-0.0383675751689438,0.106096401050105,0,0,0.255468102745509,0.16662032186771,0,0.0678903998036494,0.136134888224049,-0.123836681499347,0,0.188997089230319,0,0,0,0,0
DASH,0,0.0659780968663558,0.0346112756506609,0,0.0784964465348084,0.0668598241944298,0,0.231741071398474,-0.0142813541012761,0.0405020242750409,0,0.211823875434803,0,-0.0284863616360147,0,0,0,0,0
XMR,0.126204101560262,0.0851440940246671,0,0.100826251452351,-0.108958945958017,0,0.302902613870937,0,-0.00344513713231862,0.0508543434017823,0.00258558919901762,0.0220254722873771,0,0,0,0,0,0,0
DGB,0,0,0,-0.0604662119804901,0,0,0,0.312995525430591,0,0.268253833224741,0.0303408895322823,0,0,0,0,0,0,0,0
XLM,0,0,0.606844273853494,0.00497675596820997,0,0,0,0.178492224485167,0.0202624355884069,0,0.0982761068616412,0,0,0.0529002355131023,0,0,0,0,0
DOGE,0,0,0,0.242467461234467,0,0.310254112166908,0,0,0.0292701331461955,0.0244853673020847,0,0.274511710774288,0,0.0811741741205483,0,0,0,0,0
ZEC,0,0.276704367282549,0.0225288946089929,0.0045730157888054,0,-0.108231277807582,0,0.149203717386901,0,0,0.121198643035894,0,0,0.0599180548324192,0,0,0,0,0
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.104201570802087,0.0906373499691923,0,0.213724354381447,0.0329110707495395,0,0,0.206821866648298,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00287780145232187,0,0,0,0,0.00437335035971431,0,0,0,0.0208736573697763,0,0,0,0,-0.0636602708213394
CVIX.Index,0,0,0,0.0209240983574209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00794086494441261,0,-0.0120672649048958,0.0039956981812398,0,0,-0.00127743268531282,-0.00679633190789335,0.00289085416480895,0,0,0,0.000627335018032886,0,0,0,0,0.00205750859128019
SPX.Index,0,0,0,-0.00207958059558754,0,-0.000435285904516946,0,0,0.00443348861842341,0,0,0,0,0,0,0,0,0,-0.0246095781612939
VIX.Index,0,0,0.0564999512463975,0,0,-0.0726383752397678,0,0,-0.0634486343359525,0.00388768099226905,0.0831705366976774,0,0,0,0,0,0,0,0
