,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.187721525990981,0.00501833250313691,0,0,0.00297681218115252,0.0938712718303102,0,0.13317022784308,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.19395084868492,0,0,0,0,0.134253471286129,0.222524411485442,0,0,0,0.00367734123165601,0.0771893485042427,0,0,0,0,0
XRP,0,0,0,6.93889390390723e-18,0.140119926851005,0,0,0.0438636096681045,0.143410690883961,0.141782803129202,0,0,0,0.00233481136924204,0.0815046144544337,0,0,0,0,0
BCH,0,0,0,0,0.316704959265144,0,0,0.0522316880925991,0.0344530533413279,0.265553207463909,0.0498943559038943,0,0,0.0095517735177354,0.00039382410090933,0,0,0,0,0
EOS,0,0,0,0.226965271307736,0,0,0,0.116860955253347,0.161457854966756,0,0.0121667891265367,0.0321350595151298,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.170670894549986,0,0,0.250087412684925,0.077079232011654,0.178134550297127,0,0,0,0,0.00639054119341959,0,0,0,0,0
LTC,0,0,0,0.388633591547909,0.0338900971073127,0,0,0,0.094423480475317,0.0187758240844895,0.0533772841791896,0,0,0.0345144191180648,0,0,0,0,0,0
ADA,0,0,0,0.235871395586825,0.0460375562824149,0.224598296689322,0,0,0.0355925549788009,0.0499773194266469,0,0,0,0,0.193414320397789,0,0,0,0,0
MIOTA,0,0,0,0,0.220600016672161,0,0,0.109844867534969,0,0.130847413040519,0,0.439467612362362,0,0,0,0,0,0,0,0
TRX,0,0,0,0.417535731834864,0.135079417851054,0.144041284023803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.311653744441605,0.119545668150114,0,0,0.0187401184958897,0,0,0,0.122049102762423,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0338762729543935,0,0,0,0.41992483016333,0,0,0,0,0,0.206108114887727,0,0,0,0,0
DASH,0,0,0,0.107803100846372,0.0543769415773801,0,0,-1.0842021724855e-19,0.11990305364256,0,0,0,0,0.0904885189845562,0.000206702162789826,0,0,0,0,0
ETC,0,0,0,0.366001567299365,0,0,0,0,0.148472858400063,0,0,0,0,0,0.11707040838723,0,0,0,0,0
XEM,0,0,0,0,0.214075187377888,0.216261851384371,0,0.0853409743513868,0.0127497525927088,0,0,0.108624648438253,0,0.0639369298732923,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0682942804228605
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406182870977207,0,0,0,0,0,0.0246537740184471
DXY.Curncy,0,0,0,0.00946902759247851,0.00658741003204424,0,0,0,-0.0181360636972776,0,0,-0.0021966121544845,-0.008488217136854,0,0,0,0.0226212009840407,0,0,0
SPX.Index,0,0,0,0,0,0,0,0.00480412754097993,-0.00761674303512556,0,0,0,0,0,0,0,0,0,0,-0.0582592941402249
VIX.Index,0,0,0,0,-0.114675990063975,-0.0694139444294072,0,0,0.191555063430582,0,0,0.0122055023577339,-0.178134826407894,0,0,-2.31158974924099,0.408726284895461,0,-0.861728370251814,0
