,BTC,ETH,XRP,LTC,XEM,DASH,ETC,XMR,XLM,DOGE,ZEC,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0622117563104566,0.0491751846117926,0,0.0763743992733026,0,0.082372351395717,0,0,0,-0.0886191396476274,0,0.098979113035878,0,0,0,0,0
ETH,0,0,0,0,-0.0288618074851021,0,0.0739408704773098,0.410961266189621,-0.0240673147103033,0.0235601050816557,-0.0845636908327578,0,0.0414705172328311,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.134231167097811,0.408848947802601,0,0,0,-0.0743078730062381,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.124643019498971,0,0,0,0,0,0,0,0,0
XEM,0,0,0.0116193423192548,0,0,0,0,-1.73472347597681e-18,0.0278957544765369,-0.237499765326379,0.116616273863054,0.0459711246422562,0.249913222353893,0,0,0,0,0
DASH,-0.308106368510015,-0.0266032597157734,-0.117077488247903,0.0777941832905797,0.15728560213054,0,-0.0706911964490762,0,0.00930199740553248,0,0.155698012107137,0.090041495657145,0.132913083270097,0,0,0,0,0
ETC,0,0.32259013916793,0,0.0776954118217145,0,0.0995792479662898,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0.369912377253289,-0.0243382651382823,0,0,0.108270119920305,0,0,0.0296282759865222,0,0.0663730215147075,0,0.00963995549942095,0,0.0751702075508143,0,0,0
XLM,0,0.0615662242513544,0.397747276267917,0.114681573315598,0,0.0380078075760665,0.0564891021377822,0,0,0.243398170662278,0,0,0.109407504858311,0,0,0,0,0
DOGE,0,0,0.149896143461009,0.114432291962824,0,0,0.131078369831725,0,0.153379479864174,0,0.132344090191968,0.00862793696717721,0.14689227690372,0,0,0,0,0
ZEC,0,0,0,-0.0396086183162446,0.0823526191955192,0.225199701327562,0,0,0,0.186057569411761,0,-4.33680868994202e-19,0.00856383272607381,0,0,0,0,0
NEO,-0.0758403848338272,0,0,0,-0.0297379714896386,0.142175346286118,0,0,0,0.0662855127861703,0.309798477849266,0,0.0360838948395687,0,0,0,0,0
DGB,0.288230501820552,0.0283506550605153,-0.096711225846016,-0.0480560960817504,0.0341490562094355,0.0442417789016197,0,0,0.20162101623733,0,0,0.0938866487319333,0,0,0,0,0,0
BV010082.Index,0.00974968322419818,0.0211013889154277,-0.00769004387179092,-0.00601076798952286,0,-0.005717328373728,-0.0691903685398415,0,0.00712285386105133,0,-0.0264049029877993,0,0.00626505532005928,0,0,0,0,-0.126840201929478
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0122045030737962,0,0,0.00454580060912135,-0.00260539862779604,-0.00679636008005397,0,-0.00278849568316484,-0.00157778999859645,0,-0.00884141658270664,-0.00482636965485884,0,0,0,0,0,0.00599681060712944
SPX.Index,0.00684769992944553,0,0.000678252826861386,0.00177557409614187,0,-0.000602177600823932,0,0.003500886808007,0.000519106510249657,0,0,-0.00180472530749557,0.00171529915669839,0,0,0,0,-0.032021145460403
VIX.Index,0,-0.0496151511047595,-0.0255414336773186,-0.115036265196233,0,0.0280880728602964,0.0966854266121155,0,0.0204595657792576,0.163438157281112,6.93889390390723e-18,-0.0447559394985124,-0.0174286569526398,0,0.0456725224575639,0,-2.72650903604043,0
