,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0642588912476497,0.129486382634462,0.234206937798189,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.0230152514356387,0.0865287470723588,0.0984600573901831,0,0,0,0.0448223817522674,0.114947054516487,0.115430830875132,0,0,0,0,0
XRP,0,0,0,0,0,0.119095066364142,0.0252942747784609,0.0375695656005251,0.00372122537147229,0.10532464084047,0,0,0,0,0,0,0,0
LTC,0.473799179491002,0,0,0,0.0724287301244709,0,0.0532252047718925,0,0.0351934337294033,0,0,0,0,0,0,0,0,0.0132645959905205
XMR,0.327183047634763,0,0,0.354667464368854,0,0.196336110442666,0,0,0,0,0,0,-0.0807415829866525,0,0,0,0,0
DASH,0.121265322495406,0.421792280267746,0,0,0.111655838720258,0,0.030394936204469,0.070653753101198,0.0100597442983,0,0.0851990967466716,0,0,0,0,0,0,0
ETC,0,0.238796922720996,0,0.0248777507494515,0,0.204919897917397,0,0,0.010310574031988,0,0.16170550361748,0.0688165241218173,0,0,0,0,0,0
XEM,0,0,0.015650987623317,0.0676973783866551,-0.135433040918382,0.160241144339092,0.0817487631559028,0,0.235011791945983,0,0.128261137032115,0,-0.0976320479556953,0,0,0,0,0
ZEC,0,0.119207932095309,0,0.444453157885486,0,0,0,0.025554838785567,0,0,0,-0.0245100373749375,0.124180012723194,0,0,0,0,0
DOGE,0.156907084655496,0,0.12095674624531,0,0,0.0229372201545805,0.0748703351258433,0,0,0,0.0995684029002443,0,0.00687102669538825,0,0,0,0,-0.0110166053683863
XLM,0,0.173415410072628,0,0,0.0220441831349619,0,0.144173603545424,0,0.0619617467813654,0.07963066627036,0,0.0536905957793569,-0.00474239985763734,0,0,0,0,-0.100322737040884
NEO,0.47182935603796,-0.116787140446117,0.374144979087138,-0.247032772396346,0,-0.183043970803577,0,-4.33680868994202e-19,-0.158377738330628,0,0.447742034850192,0,0.0852731794513913,0,0,0,0,-0.113105693174875
DGB,0.377465150028276,0.074817199107295,0,0,0,0,0,0,0,0,0,0.163646162790023,0,0,0,0,0,0.0452737672998185
BV010082.Index,-0.0713848330576945,0,-0.0389314776211095,0,0.0581070367184832,0.0986174624935462,-0.0699978316737551,0,-0.0261149183028802,0.188622249647786,-0.023703194511056,-0.0110020979697353,0.0062192853716788,0,0,0,0,-0.100320170834784
CVIX.Index,0,0.0775316473619284,0,0,0.0428344975419953,0.0149522193385813,1.73472347597681e-18,-0.0628346552375276,-0.0512253072294912,0,0,0,0,0,0,0,0,0.118695337531294
DXY.Curncy,0,0.0127756115057842,-0.0262276959066986,0.0124023395125096,0,0.00431246368966886,0,-0.011080555996744,0.00218402325027183,0,0,0,-0.00364733006530741,0.155066628194215,0,0,0,-0.00937923904365859
SPX.Index,0,0,0,0,0,0.00668290950895559,-0.00186504053033375,0,-0.00427110961313298,0,0,0.00286176021969668,0,0.0137290282168159,0,0,0,-0.0489230590952045
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
