,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,TRX,MIOTA,NEO,DASH,XMR,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0654938376886247,0,0,0,0.10778934602838,0.0233175596179181,0.0951785170572141,0.0787738985223786,0,0,0.038177031220122,0.0159812056517338,0,0,0,0,0
ETH,0,0,0,0.10722596334983,0.0194544023671334,0,0,0.102315652241731,0.134690331504097,0.174474327437385,0,0,0,0,0,0,0,0,0,0
XRP,0,0.193121635975765,0,0.0155143950117182,0,0.00414004617870788,0.124087949576599,0.194290945298233,0.0790322262272999,0.0063029530421034,0.023743837675176,0,0,0,0,0,0,0,0,0
BCH,0,0.0653427000613537,0,0,0.05844098348906,0,0,0.119966608695688,0,0.199278062649341,0.236167009202536,0,0,0,0.0198235333834011,0,0,0,0,0
EOS,0,0,0,0.145274784767744,0,0,0,0.426318398399569,0.0838573962292968,0,0.312039334717595,0,0,0.0343637763848937,0,0,0,0,0,-0.0165889539978711
LTC,0,0,0,0.27300682284248,0.0297860866589271,0,0,0,0,0.0660965784199845,0.0855318784971339,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.0505688609966325,0.167756462519013,0,0,0.270776484714399,0.0713395193773291,0.0572592644399659,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.016062814892933,0.22399543809563,0,0,0,0.160478857572235,0.126737929974362,0,0,0,0,0.0271208215782204,0,0,0,0,0
TRX,0,0,0,0.137553208157983,0.295638315333642,0,0.161399404892094,0,0,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.37653110374602,0.318193566126981,0,0,0.0496671691387288,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.16910361514862,0,0,0,0.305954257110186,0,0.108495820796962,0,0,0,0,0,0,0,0,0,0
DASH,0,0.117038865396433,0,0.0967378256659733,0,0,0.0705659034018768,0,0,0.134673029346077,0.130256269150672,0,0,0,0,0,0,0,0,0
XMR,0,0,0.129798042461453,0.0644157812520995,0.0353570819018011,0,0,0.104343780992669,0.0860615675354433,0.0680189658034287,0,0.231163635524168,0,0,0,0,0,0,0,0
BNB,0,0.11006805477528,0,0,0.0447724288142573,0,0,0.210312719593886,0,0.161475024026703,0,0,0,0,0.0650458391712116,0,0,0,0,0
ETC,0,0,0,0.215774206425167,0,0,0,0.238793641861669,0.0774028847825383,0.0491208464747107,0.0217724718668288,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0713487397282074
CVIX.Index,0,0.0299853238662283,0.0846855533928219,0.0547543725525656,0,0,0,-0.164907801577563,0,0.0499614903997073,0.0426731253653811,-0.105710544845473,0,0,0,0,0,0,0,0.0367503685134566
DXY.Curncy,0,0,0,0,0.00551080111010404,0,-0.0015874738158135,0,0,0,0,0,0,0,0.00674298440431261,0,0.00902617091025951,0,0,0
SPX.Index,0,0,0,0,-0.00294485325260023,0,0,0,-0.000405216519128563,0,0,0,0,0,0,0,0,0,0,-0.0511031862245085
VIX.Index,0,0,0,0,-0.407240948185561,0,0,-0.0729721833679805,0.18806597654094,0.0849828560404156,0.346587372479306,0,0,-0.0950675103167088,0,-0.464479216348412,0,0,0,0
