,BTC,ETH,XRP,BCH,EOS,LTC,XLM,ADA,MIOTA,TRX,XMR,NEO,DASH,BNB,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.00730232819669445,0,0.201996750918597,0,0,0,0,0.0682140144561473,0.0266252473232146,0,0.0581398698119563,0,0,0,0,0,0,0,0
ETH,0,0,0,0.0656147534606857,0.0277176086039787,0,0,0.162078895536404,0.17409478279897,0.133748458615454,0,0,0,2.16840434497101e-19,0.0040311674996431,0,0,0,0,0
XRP,0,0,0,0.192095742179287,0.022529238583779,0,0.0125114399880337,0.184567403253057,0.0926940236641123,0.0900845116141635,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.189033110133892,0,0,0.0433681448892592,0.233319916456293,0.0545948654183035,0,0.0621628391027285,0,0,0.128175144129242,0,0,0,0,0
EOS,0,0,0,0.296195391444025,0,0,0,0.393479234384692,0,0.125507607712687,0,0,0,0.113527317497597,0,0,0,0,0,0
LTC,0,0,0,0.366217930206159,0.0560057361650565,0,0,0,0.0459893899219265,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.109186702622475,0.183192006178986,0,0,0.161362003955298,0.0585493629808766,0.0856040074156113,0,0,0,0,0,0,0,0,0,0
ADA,0,0,0,0.259176529295218,0.122421595138335,0,0,0,0.0910028992488296,0.10665212631852,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0.00892286554726144,0,0.232625104524775,0.361918939907467,0,0,0,0.090540592781732,0,0,0,0,0,0,0,0
TRX,0,0,0,0.137553208157983,0.295638315333642,0,0.161399404892094,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.326628981723047,0.00610567811964215,0,0,0.175243744928889,0.0638902922948162,0.0469694784018318,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0.147167571106841,0.0721363410198141,0,0,0.169721363875322,0.136121058606979,0.143991163132546,0,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.305722454615613,0,0,0,0,0.0307562995421178,0,0,0.127842415244733,0,0,0,0,0,0,0,0
BNB,0,0.100302344692843,0,0,0.00771310710988257,0,0,0.239941829916842,0.146223464856796,0,0,0,0,0,0.0504261343226593,0,0,0,0,0
ETC,0,0,0,0.153068354272645,0.0204908418946643,0.203487466308517,0,0.140636411572227,0.0373780005662487,0.144716964320215,0,0,0,0.120598321405862,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169435987713127,0,0,0,0,0,-0.0580882821558186
CVIX.Index,0,0.182760128593049,0.0577400156917433,0,0.0161743837027717,0.00766276213304721,0,-0.148511576821397,4.33680868994202e-19,0,0,0.0321864380746091,-0.222510839672133,0,0,0,0,0,0,0.026836397885641
DXY.Curncy,0,1.0842021724855e-19,0,0,0.0157101725539936,0,0,0.00132751130612737,0,0,0,-0.00761766102424636,-0.00775345010763967,-0.000584570329896198,0.006969846796969,-0.029817700389637,0.0330134172652655,0,0,-2.71050543121376e-20
SPX.Index,0,0,0,0.00270004440842286,0,0,0,0,-0.00851515168538468,0,0,0,0,0,0,0,0,0,0,-0.0557617821956284
VIX.Index,0,0,0,-0.145239831083172,-0.327971021996933,0,-0.155625195495152,0,0.117023615414745,8.67361737988404e-19,0,0.507351998967955,0,0,0.0328052280312104,-0.589034240008945,0,0,0,0
