,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.188153477914407,0.00433158429643268,0,0,0,0.0862079568256688,0.00953804125855527,0.112718299228872,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.205509117013004,0.0388399486956372,0,0,0,0.144332773739504,0.115381040419538,0,0.0279674986959203,0,0,0.0635395360297459,0,0,0,0,0
XRP,0,0,0,0.169731363953456,0.0870320804135025,0,0,0,0.142377800936521,0.0962782256948381,0,0,0,0.00316640959730303,0.115916540240661,0,0,0,0,0
BCH,0,0,0,0,0.294947507280583,0,0,0.126523932840049,0.0397484265755483,0.260099904406667,0.028954186229731,0,0,0.00837167865559426,0,0,0,0,0,0
EOS,0,0,0,0.144609661120595,0,0.00794634611239265,0,0.160133343243469,0.13909321118405,0.129311075278751,0.0603592590696636,0.0253298991475421,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.160513724846284,0,0,0.168959762835523,0.0984623661512239,0.134343003984302,0,0.0487328115714418,0,0,0.0862469547653616,0,0,0,0,0
LTC,0,0,0,0.389171074919454,0.0338598304376561,0,0,0,0.0939000704016154,0.0184836255261959,0.0516492963487135,0,0,0.0325236917318252,0,0,0,0,0,0
ADA,0,0,0,0.150463638030984,0.0654803284793513,0.248047508498391,0,0,0.0372433670034407,0.073094546440477,0,0,0,0,0.219379487911664,0,0,0,0,0
MIOTA,0,0,0,0,0.232019639479552,0,0,0.101607018476505,0,0.132340041693776,0,0.427136531057622,0,0,0,0,0,0,0,0
TRX,0,0,0,0.382058986379098,0.121029896804104,0.0883647704875825,0,0.104664864922955,0.0054791674733482,0,0,0.0362542560449596,0,0,0,0,0,0,0,0
XMR,0,0,0,0.299871678275554,0.129473269802451,0,0,0,0.00483001535005473,0,0,0.123118285328428,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0411034119371871,0,0,0,0.422457014531074,0,0,0,0,0,0.176425021173899,0,0,0,0,0
DASH,0,0,0,0.0811739926485224,0.106232989081373,0,0,0,0.0809953498038911,0,0,0.0353040035496067,0,0.0904761285450972,0,0,0,0,0,0
ETC,0,0,0,0.360923600923981,0,0,0,0,0.148410228227278,0,0,0,0,0,0.130921769636466,0,0,0,0,0
XEM,0,0,0,0,0.227205789783055,0.190091054734424,0,0.0630948181975615,0.0553021019626765,0,0,0.0836488196124079,0,0.0618443759516623,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593143168276855
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406187525163216,0,0,0,0,0,0.0246432686767399
DXY.Curncy,0,-0.00496434408482184,0,0.00909176116673266,0,0,0,0.00742382353875266,-0.0175825560751952,0,0,-0.00339830624946343,-0.00718720558012597,0.00568348588976905,0,0,0.0340155281012469,0,0,0
SPX.Index,0,0,0,0,0,0,0,0.00858484957037803,-0.0102032480949162,0,0,0,0,0,0,0,0,0,0,-0.0582238729037257
VIX.Index,0,0,0,0,-0.14171227872272,-0.119995103247125,0,0,0.10356249131832,0,0,6.93889390390723e-18,-0.0560987648938631,0,0,-1.89465320571405,0.413133732042757,0,-1.36286203955137,0
