,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0630527154619682,0.0863852869358026,0,0,0.0880145472569694,0.111446228379049,0,0.131547158739734,0,0,0.117627532359685,0,0,0,0,0
ETH,0,0,0.0930141707377418,0.214182269356874,0,0,0.171978719373231,0.0247411370385793,0,0,0,0,0.0880599871450453,0,0,0,0,0
DASH,0.349027634557349,0,0,0,0,0,0,0,0.0211015956572246,0,0,0,0.20315158352323,0,0,0,0,0
XMR,0,0.422284940025127,0.140343743283772,0,0,0.148701012065598,0,0,0.0227929765543546,0,0.0360463752290986,0.0580785949827055,-0.133528450782137,0,0,0,0,-0.176060107923294
XRP,0,0,0,0,0,0,0,0,0,0.234094340128486,0.00280819741275305,0,0,0,0,0,0,0
LTC,0.0129923702896653,0,0,0.0420176156853269,0,0,0.115005540540288,0,0.00255829593322369,0,0,0,0,0,0,0,0,0
ETC,0.199981284626973,0.254997647691253,0.0669067459571998,0,0,0,0,-0.0245240542691055,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.130813284413175,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.29575174783444,0,0,0,0.134383204930016,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.287059346920229,0,0,0.00987206988196485,0.175597850288852,0,0,-0.0249394373657164,0.0310662915881338,0,3.46944695195361e-18,0,-0.00657373566452607,0,0.126880563477656,0,0,0
XLM,0,0,-0.0208483171266412,0.189633866516273,0,0,0,1.73472347597681e-18,0,0,0,0,0.106879854422169,0,0,0,0,-0.0890718336157679
NEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0.384654909295259,0.0153235615944197,0,0,0,0,0,0.00048414966923703,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0675361624276353,0,0.0642576744149043,0,-0.0464755417395835,0.0330909766768335,-0.091534099759254,0.0538825806426814,0.0538188093470313,0,0,0,0.143727381964641,0,0,0.0533416637176277
CVIX.Index,0.129553822827148,0,-0.0392624816795903,0,0.120129107729661,0,0,-0.0685021718222795,0,0.0585028482781678,0,-0.0299123649770868,0.00895447023402595,0,0,0,0,0.141948135582199
DXY.Curncy,0,0,0.00642542236052539,0,0,0,0,-0.0125674981210286,0,0.00483430197046852,0.000940289118308631,0,0,0.0683999335102734,0.0402361058661452,0,0,0
SPX.Index,0,0.0015054367657355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362887669991963
VIX.Index,0,-0.0216974508647391,-0.0554852783838608,-0.172092800119802,0,0,0,-0.0484501584466799,0,0.148805867295113,0,0,0,0,0.0915954529356731,0,0,0
