,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0593036546958547,0.0516738873749616,0.0822827931611745,0.0890482173755221,-0.0120491451807538,0,0.0409474374112218,0,0.0476270498903286,0,0,0,0,0
ETH,0,0,-0.0243692585331163,0,0.0928995415010399,0,0,0.51549917490555,0,0,0.112405728704671,0,0,0,0,0,0,0
XRP,0,0.0574333710628761,0,0,0,0,0,0,0,0,0.388285232569075,0,-0.0604324474510521,0,0,0,0,0
LTC,0,0,0,0,0,0.0589047051772918,-0.0769303355810972,0.0876275502231426,0,0.100011900038196,0.0320590867225611,0,0,0,0,0,0,0
DASH,0,0,-0.135073939558604,0.0380184274407108,0,0,0.0871870273327011,0,0.0871599693517722,0,0,0,0,0,0,0,0,0
ETC,0,0.331364126588605,0,0.0882467001159105,0.113468133637943,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,-4.33680868994202e-19,-0.0179041835786203,0,0,0,0,0.113385296498268,-0.178453212587238,0,0,0.199886453434171,0,0,0,0,-0.0961203659424695
XMR,0,0.38890591762947,0,0,0,0,0.0344649844958346,0,0.109112613800999,0,-0.0571156459822631,0,0,0,0,0,0,0
ZEC,0,0,0,-0.0735303847498707,0.290903117860517,0,0.044387062441185,0.0780388280138018,0,0.228343359885641,0,0.0142696684588604,0,0,0,0,0,0
DOGE,0,0.17267180088796,0.135367661399475,0.146349236426907,-0.00038641497635343,0,0,0,0.214703001888428,0,0.12083757338291,0,0.0739624670771715,0,0,0,0,0
XLM,0,0.09878795634344,0.412890762057144,0.130662771088525,0,0,0,0,0,0.161814576079482,0,0,0.099638482782009,0,0,0,0,0
NEO,0,0,0,0,0.101651543853655,0,0,0,0.226988455958936,0.00528252684441591,0.0225266508788538,0,0,0,0,0,0,0
DGB,0.320072111260463,0.0189078879567027,-0.113016496157739,-0.0659041872756073,0.0125294655089688,0,0.0460927518652391,0,0,0,0.273239378730519,0.139864456492064,0,0,0,0,0,0
BV010082.Index,0.0329633907220532,0.0155602239296047,0,-0.0116136485195063,0,-0.0610249193012317,0,-0.0131932427072362,-0.0128036489489863,0,0,-0.0310588313446137,0.0111057039815205,0,0,0,0,-0.116528510862709
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0141028861627706,0,0.000786541878759512,0.00740634800159615,0,0,-0.00238735634314186,0,0,0,0,-0.0126065556687481,0.00495241837666463,0.0623043120351658,0.00478281990809192,0,0,0.0287989641415233
SPX.Index,0,0,0.00115962451097723,0.00379123139838573,-0.00216614468446805,0,-4.33680868994202e-19,0.00929998271047704,0,0,0,0,0,0,0,0,0,-0.0260988954893142
VIX.Index,0,0,0,0,-0.0565470999047276,0,-0.0114910995038671,-0.118116308128969,0,0,0,0,0,0,0,0,0,0
