,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0995130654599361,0.0172388514256092,0,0.0287236502294218,0,0,-0.00891908804009302,0.000874352846697484,0,0,0,0,0,-0.0146649789752131
ETH,0,0,0,0,0,0,0,0,0,0.0874379129779137,0,0,0,0,0,0,0.126602864368609
XRP,0,0,0,0,0,0.012089698602024,0,0,0,0.194637722866023,-0.033724106414457,0,0,0,0,0,0
LTC,0.305877154311936,0,0.00574234482692521,0,0.0611271008654129,0.0048485281027109,0.0119357514976578,0.00587346837854235,0.029050676110204,0,0.00252225201559535,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0,0,0,0,0,0,0,-0.131902352131732,0,0,0,0,0,0
DASH,0,0,0,0,0,0.0278110749528264,0,0,0,0,-0.056670719352503,0,0,0,0,0,0
XEM,0,0,0.063169860371036,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0506705987385788
DOGE,0,0,0.0364182254536237,0,0,-0.0360648814364305,0,0,0,0.0395621085148795,0.0179044658285085,0,0,0,0,0,0
XLM,0,0,0.519232659931374,0,0.0761649598406997,0.00418082518383027,0,0,0,0,0.00529275350251552,0.117132169651746,0,0.312983281069842,0,0,0.0710855607216353
NEO,0,0,0,0.589699508962582,0,-0.278807422312312,-0.884711379483171,0.10706277828917,1.30037572425227,0,0,0,0,0.450495077646631,0,0,0
DGB,0,0,0,0,0,-0.03985272798159,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0197997293879868,-0.0665166657131534,0,0,0,0,0,-0.243613598560171,0,0.00285547820578074,0.0300391136693647,0,0.0719786974869544,0,0,0
CVIX.Index,0,0,0,0,0,-0.024106428923091,0,-0.0444047755099105,0,0.0597192013696374,0.00981421664434807,0,0,0,0,0,0.0990618182268866
DXY.Curncy,0,0,-0.00917750163502196,0,0,0,0,0,0,0,-0.000513689041148866,0,0,0,0,0,0.00998478669888912
SPX.Index,0,0,0.00497540364123754,0,0,0,0,0.00482248802753226,0,0,0,0,0,0,0,0,-0.0699121719114049
VIX.Index,-0.134238361490022,0,0.154911270209535,0,-0.0384605060290788,0.0296500755594291,0,0.162883594518485,0,-0.157240311082733,0.0327191779712349,0,0,0.566386280496864,0,-1.7455783259197,0
