,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.304268164951942,0.134998449071457,0.22372735105565,0,0,0,0,0.00440463600158758,0,0,0,0,0,0,0
ETH,0,0,0.258447515211168,0,0.100125497291881,0.212106324925804,0,0,0,0.00787224596648199,0,0.113710862474726,0.184740283043043,0,0,0,0,0
XRP,0.0272844216603973,0.0813990878817053,0,0,0,0.0604355085539221,0.0120764116930831,0,0,0,0.051285562353766,0.0191933258037562,0,0,0,0,0,0
LTC,0.504580485503749,0,0,0,0.0594515006534884,0,0,0.0505662525090377,0,0.0163746107113996,0.0288606679301137,0,0,0,0,0,0,0
XMR,0.529947100128924,0,0,0,0,0.263988446141827,0,0,0,0.00265584464256495,0,0,0,0,0,0,0,0
DASH,0.331306227088647,0.173068627307862,0,0,0.0437942273347274,0,0.119315711035544,0.0453469172181419,0,-1.0842021724855e-19,0.0417543348534843,-0.124531493097887,0,0,0,0,0,0
ETC,0,0,0,0,0.181137430525162,0.186742052374079,0,0,0,-0.0209118379109324,0,0.108796201199332,0.102601132358777,0,0,0,0,0.214998642169616
XEM,0,0,0,0.127275829756157,-0.13208225591602,0.388416164650229,0,0,0,-0.051008209886932,0,0,0,0,0,0,0,0
DOGE,0.219041102234436,0,0,0,-0.0282540059618034,2.16840434497101e-19,0.0798274689533592,0.0319506263170093,0,0,0,0.0189771354458531,0,0,0,0,0,-0.0117822503117713
ZEC,0,0.249674399107224,0,0.334165663198861,0,0.356564755311177,-0.108785684756133,0,0,0,-0.0823921907560741,0.0548130184795372,0,0,0,0,0,0
XLM,0,0.188532656570861,0,0,0,0.0400474952443262,0.148993837484357,0,0,0.0524953083565955,0,0.0211990042843355,0,0,0,0,0,-0.195886227775365
NEO,0.0578225043679267,0,0.288228987785625,0,-0.0852300186627237,0,0,0,0,0,-0.0395423329550145,0,0.184082991043778,-0.720305262112961,0.290277387840346,0,0,-0.203594884655474
DGB,0,0,0,0,0.100861946377677,0,0.186972406787488,0,0,0,0.00197828840989624,0.145161397758423,0,0,0,0,0,0
BV010082.Index,0.0860423336826556,-0.0464446147939091,0,0.0211583368140499,0.0151963831578446,0.012183799046721,0,0,0,-0.0463326885509097,-0.00360355984784245,-0.0176256855563975,-0.00932727991122373,0,0,0,0,-0.146720125122317
CVIX.Index,0,0,0,0.022334011124499,0.0883353110390256,0,0.0699594911093633,0,0,-0.0630650994716866,-0.0323051155397909,0.00751246574849474,0.0291275085130243,0,0,0,0,0.0172358878874035
DXY.Curncy,0,0,-0.0115430174507499,0.0107917539920728,0.00330295562587353,0.0136126807618078,0.00527598477067702,0.0133395362406648,0.01223867363578,-0.0043144242548371,-0.00885641836480978,0,0,0.0461729999677331,0,0,0,-0.00289778938888573
SPX.Index,0,0,-0.00329075792000885,0,0.000776171036682916,0.00873966947720013,0,0,0,0,-0.00631591282693422,0.00588219173355694,0,0,0,0,0,-0.0647195471095609
VIX.Index,0,-0.171871754177573,0,0,0,0.0999572491138976,0.0513653262494204,0,0,-0.00919441517466645,-0.191875383873535,0,0.0822424270662441,0,0,0,0,0
