,BTC,ETH,XRP,DASH,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.06235183021849,0,0.0874430343418233,0.0456491166871942,0.064969870839373,-0.0442024762359064,0,0.0361770879735844,0,0.0623388145716765,0,0,0,0,0
ETH,0,0,-0.023904882881956,0.148094088905273,0,0.381063132041827,0.000128605622288265,0,0,0,0.10882150103028,0,0.01686110337505,0,0,0,0,0
XRP,0,0.05545101262963,0,0,0,0,0,0,0.0231989683869196,0,0.397026305250474,0,-0.0862250262745046,0,0,0,0,0
DASH,0,0,-0.150423964617484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0.112553412041538,0.0406188719776863,-0.0681677814920609,0.024375871183801,0.0356075832946625,0.0918144507409709,0,0,0,0,0,0,0
XMR,0,0.311171927504027,-0.02152740661534,0,0,0,0,0.137728106595869,0.0300844386990179,0,0,0,0,0,0,0,0,0
ETC,0,0.331536445140687,0,0.113931923325018,0.0879106955600594,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,-0.000190024200402317,0.0951719131198686,0,0,0.144887873335322,-0.158132118165129,0,0.0255226592315684,0.20761098023437,0,0,0,0,0
ZEC,0,0,0.0053814093479085,0.286650905627016,-0.0733192885565747,0.0662807338510622,0.117220199774845,0,0,0.219709898923434,0,3.46944695195361e-18,0,0,0,0,0,0
DOGE,0,0.0578893485492542,0.0616664040360408,0,0.100719740157236,0,0.0859070947397756,0,0.151547256873754,0,0.279882769872055,0,0.0386198585615725,0,0,0,0,0
XLM,0,0.118383824453142,0.422157536030441,0,0.146505669142128,0,0,0,-0.115717799339337,0.128645392175979,0,0,0.106633210727295,0,0,0,0,0
NEO,0,0,-0.0463158148939761,0,0,0,0,0,0,0.151485175217526,0.0384666192838967,0,0,0,0,0,0,0
DGB,0,0.133544367957763,-0.0709942041539571,0,0,0,0,0.0817134895074604,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0386794879003242,0,0,0,-0.0267789529460369,0,0,0,0,0,0,0,0.0153041901977627,0,0,0,0,-0.0354878248215883
CVIX.Index,0,0,0,0,0.0200147366836955,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0179079773590642,-0.00136275806947941,2.71050543121376e-20,-0.00627500472663078,0,0,0.00350020308349261,0,-0.00477887190846899,0,-0.00122039217921784,-0.00895832464616982,0,0.0562028505397361,0,0,0,0
SPX.Index,0.00780771516104399,0,0.000604470542388811,-0.00106489321617878,0.00370420622499565,0.00396420238134227,0,0,0,0,0,-0.00460834374117595,0,0,0,0,0,-0.0225566010055488
VIX.Index,0,0,0,-0.0768952552316701,-0.0118349411148926,-0.0527053816568799,0,0,0,0,-0.0180762643734123,0,0,0,0.348011413295759,0,0,0
