,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0.0180067639350324,0.022213199399595,0.10686762966783,0,0.0126972195922265,0,0,-2.16840434497101e-19,0.0888993084700283,0,0,0,0,0
ETH,0,0,0,0.0681022859633464,0,0.00467825007431606,0,0.0277184123024756,0.0814161894835186,0.0508506155862259,0,0.0998295873501793,-8.67361737988404e-19,0.0785573172241102,0.121885685437303,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0.0959387665051388,0,0,0,0,0,0,0,0
XRP,0,0.167006284090759,0,0,0,0,0,0,0.0989997323256869,0,0,0,0.0776781434225626,0,0.0484817218985747,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.160925729885435,0.232677756395503,0,0,0,0,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0,0.0658160214871124,0,0.0237170208149534,0.00535678427405454,0.0948538110559972,0.0395116287504805,0.25776058703438,0,0,0,0,0
DASH,0,0,0.0150442496838432,0,0,0,0,0,0.118129955523935,0,0,0.111748961864288,0,0.113728103784841,0.0495131818691724,0,0,0,0,0
XMR,0,0,0.0295320758375497,0.0808663334453394,0,0,0.00504430021758227,0,0.0931305461311413,0,0.01782865247457,0.124477888995938,0.199197439943403,0.0608023305219701,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0.202525415552997,0.481443200641547,0,0,0.0598336042347147,0,0,0,0,0
ETC,0,0.112290770408065,0.0020635373810883,0,0,0,0,0.0406117268364518,3.46944695195361e-18,0,0,0,0,0.129664120592013,0.0496974295962082,0,0,0,0,0
NEO,0,0,0,0,0,0.171662368691085,0,0,0.13165056383091,0,0,0,0,0.305653409095372,0,0,0,0,0,0
ZEC,0,0.117522330028667,0,0,0,0,0.155590272220264,0.0508334061766608,0.0674793441280282,0,0,0,0.129513213027515,0.14773959196719,0.00703218757342665,0,0,0,0,0
XLM,0,0,0,0.365767935890094,0,0,0,0.248121219880768,0,0,0,0.0895250219192436,0,0.0964899273230064,0.104766773002133,0,0,0,0,0
EOS,0,0.046595678819521,0,0,0.00929161367448685,0,0,0,0.155626018158641,0.107270274808602,0.0943643987649588,0.0964522085071432,0.181235964041447,0,0.0229977027948504,0,0,0,0,0
BAT,0,0.0603076837284537,0,0,0,0.0648986744304539,0,0,0.0386142062393636,0,0.107987855474478,0.216787974972838,0.141450887826401,0,0,0,0,0,0,0
BV010082.Index,-0.013444223798581,0,0,0,0.0258508973890128,0.023867422278039,-0.00401770528301988,0.0129749686455371,0,-0.0131527823266911,-0.0265820410952033,0.0290043658617711,-0.0377403186684212,0,0.0190953079559457,0,0,0,0,-0.030612769041108
CVIX.Index,0,0,0,0,0,0,0,0,0,0.017011278044548,0,0,-0.0164266631839003,0.0151176550846907,0,0,0,0,0,0.0233163668769037
DXY.Curncy,0,0,-0.00225030459143005,0.00883233978645778,0.00972787638773367,0,-2.71050543121376e-20,0,0.00554244735607268,0,0,0,-0.0186610655248832,0,-0.000941387006852025,0,-0.00735640629120872,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00154986016738598,-0.00333330175672308,0,0,0.00102228293774891,0,0,0,0,0,0,0,0,-0.0409636889409015
VIX.Index,0,0.186013990718988,-0.00937074871271479,0,-0.0764209612723263,0,-0.244891785499745,0,0.104860746239596,0,-0.0197096002525116,0,-0.143896650874379,0.0402620805748828,0.0224504497640182,0,0,0,0,0
