,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0655978888260153,0.0728316147972019,0.0869556135377494,0.14707941388562,-0.0318715080256554,0,0.046804058016034,0,0.061059616914745,0,0,0,0,0
ETH,0,0,-0.0344136455814165,0,0.137990132290522,0,0,0.431468711507303,0,0,0.138697093149521,0,0,0,0,0,0,0
XRP,0,0.0549394191888906,0,0,0,0,0,0,0.0168599736207216,0,0.396047092918079,0,-0.0760212701258272,0,0,0,0,0
LTC,0,0.00839602316545322,0,0,0,0.0436426148405363,-0.0609034739463858,0.0722794960046811,0.0315023665347551,0.117030890031411,0.108566624177935,0,-0.0318859322905033,0,0,0,0,0
DASH,0,0,-0.1377317704543,0,0,0,0.0620248550126621,0,0.0600578535555153,0,0,0,0,0,0,0,0,0
ETC,0,0.319202295024575,0,0.0110015703017953,0.0629773771847392,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,-0.0818585762529368,0,-0.0163049756771513,0.034690234009831,0,0,0.196631825032438,0.128663463872539,-0.126791847257606,0,0,0.207762418188182,0,0,0,0,-0.0739514604390706
XMR,0,0.371195380718669,0,0,-0.0464367508705559,-0.074583180468458,0.131106907497351,0,0.0972140868526355,-0.0508351760910019,-0.0215219350939145,-0.0475483064619497,0,0,0,0,0,0
ZEC,0,0.024026933035778,0,0,0.251091073662988,0,0,0,0,0.112635650373035,0,0.0867936662296626,0,0,0,0,0,0
DOGE,0,0.0996888244262825,0.136226692259237,0.14691524152969,0,0,0,0,0.109662069370239,0,0.110352937481329,0,0.022145333760887,0,0,0,0,0
XLM,0,0.0295316648383062,0.40127653660873,0.160275036831452,0,0,0,0,-0.00222103795690655,0.184934858152524,0,0,0.258360535110593,0,0,0,0,-0.0776409487456326
NEO,0,0,-0.0268531640625805,0,0.0297226734724733,0,0,0,0.170388862388916,0,0.058829272317078,0,0,0,0,0,0,0
DGB,0.284935579382672,0.00681150739706743,-0.134008704423379,-0.0558170136559655,0.046170914921026,0,0.0776703455003419,0,0,0,0.244036014217099,0,0,0,0,0,0,0
BV010082.Index,0,0.0218179759949291,0,-0.0105929727290969,-0.00836574348137829,-0.0583342702607743,0,0,0,0,0,0,0.0211967388497759,0,0,0,0,-0.0943969810548673
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0053151127730661,0,9.80339296327764e-05,0.00559499572965979,-0.00350515100287345,0.00613492047328391,-0.00429884638763651,0,0,0,0,-0.0163956369513931,0.00154764485681313,0.0560037911700159,0,0,0,0.0269526940364707
SPX.Index,0.00710240637165639,0,0.0010564287031464,0.00440201806991692,0,-0.00114348698320685,0,0.00664012465800233,0,0,0,-0.00425677382003429,0,0,0,0,0,-0.0272724838099435
VIX.Index,0,0,0,0,-0.00624412940963236,0,-0.0414152113677968,-0.166272325249073,0,0,0,0,0,0,0.139762934158365,0,0,0
