,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,DASH,MIOTA,TRX,NEO,ETC,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0599161341365423,0,0.111250200446825,0.0164804685820506,0,0,0,0.0795667505702573,0.0371926430390408,0,0.08098197061791,0,0,0,0,0,0,0,0
ETH,0,0,0.0134408810790571,0.0175242467660359,0.255607548060802,0,0,0,0,0,0.105892403424808,0.0609263071439844,0.076273777795671,0.119995460346592,0,0,0,0,0,0
XRP,0,0,0,0,0.328297740720204,0,0,0,0,0,0.215828294714394,0,0,0,0,0,0,0,0,0
BCH,0,0,0.0149831323624023,0,0.285896166727716,0,0,0.0682531103853215,0,0,0.0576552035179005,0,0.021891388576377,0,0,0,0,0,0,0
EOS,0,0.114220446249845,0.124807928346179,0,0,0,0,0,0,0,0.0307316986628007,0.108271462354704,0.298126942987358,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.133198930860122,0.0601207036018686,0,0.0539827709600324,0,0.246897933527058,0,0,0,0,0,0,0
LTC,0,0.203087086319667,0.0475799305342984,0,0.132511853946804,0,0,0,0,0.0328356210623604,0.169833110764677,0,0,0,0,0,0,0,0,0
ADA,0,0,0.154852123641627,0,0.0321590670402394,0,0,0,0.110937193111642,0,0,0.351882973231098,0,0,0,0,0,0,0,0
XMR,0,0.284755155363027,0,0.0960175777373025,0.108866205512053,0.031529959082389,0,0,0,0.135088544953034,0.0557206190369583,0,0.0664235747190723,0,0,0,0,0,0,0
DASH,0,0.129704832778852,0,0,0.166966491743034,0,0,0,0,0,0.0414983447153711,0,0.270617480966676,0,0,0,0,0,0,0
MIOTA,0,0,0.0890688992200466,0,0,0,0,0,0,0,0,0.250744510822707,0.489611120870939,0.122411614163281,0.0391038602351995,0,0,0,0,0
TRX,0,0,0,0,0.165144406092002,0,0,0,0,0,0.158273345951587,0,0.270712834123807,0,0,0,0,0,0,0
NEO,0,0,0.0360591628384116,0,-1.73472347597681e-18,0,0,0,0.0639699754201376,0.00035549964992608,0.31619948252727,0.33930458026937,0,0,0,0,0,0,0,0
ETC,0,0.145225807176681,0,0,0.173255207687277,0,0.182107128524011,0,0,0,0.233737121793865,0,0,0,0,0,0,0,0,0
BNB,0,0.0431697171184983,0,0,0.0761267529774887,0,0,0.0937568434999289,0.0103393018467673,0.118208569007159,0.0535070553534899,0,0.171278246641584,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00798646281232029
CVIX.Index,0,-0.0700991989557066,0.0393195303117708,0,0,0.0261973141820349,0,0,0,0,0.0268051427013866,0,0.0146538956386844,0,0,0,0,0,0,0.0834518424202059
DXY.Curncy,0,0,-0.00505690242408351,0.00246233734461071,0,0,0,0,0,0.00665198700075136,0,-0.0232937099306514,0.0151909288421951,0,-0.00716373653395974,0,0.0848338706758732,0,0,-0.0032380208692204
SPX.Index,0,0,-0.00621420073014327,0,0.00140558308107432,0,0,0,0.00343045229629619,0,0,0,0,0,0,0,0,0,0,-0.0476289922946941
VIX.Index,0,0,-0.234336713697909,0.200334615025533,0,0,0,0,0,-0.0556224865512808,0.295624226000844,0,-0.298537312446012,0,2.16840434497101e-19,0,0.518664635129221,0,-3.26625321644617,0
