,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0,0,0,0,0,-0.00749773728724579,0,0,0,0,0
ETH,0,0,0,0,0,0.00327451007876032,0,0,0,0,0,0,0,0,0,0.103995507797492
XRP,0,0,0,0,0,0,0,0,0,0.0839874902449013,0.01653461771864,0,0,0,0,0.0244010176777293
LTC,0.0758263122476778,0,0,0,0.0554953972787144,0,0,-0.0211724503761246,0,-0.00430063581458982,-0.0287867118612656,0,0.0558196400418636,0,0,0
ETC,0,0,0,0,0,-0.00951063857519682,0.174094350725966,-0.102918399298195,0.395827162751327,0,0,0,0,0,0,0
XMR,0,0.630657716324229,-0.188314263560631,0,0,0,0.333369222702956,0,-0.297229299976209,0.166471376350716,0,0,0,0,0,0
DASH,0,-0.0568260862075103,-0.152053956978331,0,-0.0500295421963763,0.0241427439874555,0,-1.73472347597681e-18,-0.197435737564409,0.184611726530149,-0.132520915646535,-0.479295233736525,0.218168192135218,0,0,0
XEM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0432018639204914
DOGE,0,0,0,0,0,-0.0410225857131923,0,0,0,0.0338734114859221,-0.0345922775790868,0,0,0,0,0
XLM,0,0,0.558399339976714,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0.225460025097004,0,-0.052372848621616,-0.0525252038149522,-0.200119556047056,0.0609975548303388,0,0,0,0,0,0,0,-0.0224048782283241
BV010082.Index,0,0,-0.0485293604330765,-0.0828797126195274,-0.0530884909933785,0.00698106095352726,0,-0.061372611848613,-0.197227028591863,0,0,0,0.0793646106017369,0,0,0
CVIX.Index,0,0,0.0379907706775732,0,-0.0317262695476397,0,0.0499001415082573,0,0.0582734636618717,0.0700791968072918,0.0420789699658069,0,0,0,0,0.113048998874295
DXY.Curncy,0,0,0,0,-0.00289350083727755,0,0,-0.00601813766697365,0,-0.0037490715397898,0.0028475029740964,0.0636140435551173,0,0,0,0.00685685366601154
SPX.Index,0,0,0,0,0,0,0,0,0.00896219581347816,-0.000620032580962601,0.00304140483625437,0,0,0,0,-0.0712879667509854
VIX.Index,0,-0.111619422894613,0.0680156566429454,0,-0.238791736878057,0,0,0,0,0,0.0329545080664342,0,0.13512501803991,0,-6.27301629630477,0
