,BTC,ETH,XRP,LTC,ETC,DASH,XEM,MIOTA,XMR,EOS,ZEC,NEO,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0148851569084255,0.180185810982061,0,0,0.0197310825812091,0,0.130044998492333,0.0234518226479344,0,0,0,0,0.0279381670559554,0,0,0,0,0
ETH,0,0,0,0,0.137860515549612,0.0689804482805389,0.0212936474728848,0,0.0123426191549476,0,0.141903580768299,0.0054251421753668,-2.16840434497101e-19,0,0.00445292507703461,0,0,0,0,0
XRP,0,-0.113329572414111,0,0,-0.141732571100522,0.225842428176938,0,0.0504872958121614,0,0.0191977562735485,0,0.0314453739974934,0,0.464334039333756,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0.101063129943744,0,0.187614621030455,0,0,0.117981912263089,0,0,0,0,0,0,0,0
ETC,0,0.163917207455737,-0.0499609212252942,0.0963289444750454,0,0,0,0,0.0610115522631985,0,0.128041357906572,0.0391289105103485,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0,0,0.348261203029883,0,0,0.0773312300721875,0,0.0145990680381968,0,0,0,0,0,0
XEM,0,0,0.142498639769434,0.16516897042676,0,0,0,0,0.0135236756588797,0,0,0.0186517635660872,0.311176071578819,0,-0.0476658436776854,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.171922970252824,0,0.253524744642931,0,0,0,0,0,-0.0139554548497943,0,0.130826010895548,0,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0.0611461039594268,0,0,0,0,0.0585042337647992,0,0.0336298420986863,0,0,0.0531939024004595,0.104553318396844,0.113438700443808,0,0,0,0,0,0
NEO,0,0,0,0.183203903294662,0,0.0294527136359902,0,0,0,0.0118835804132123,0.282785860413362,0,0,0.146780538876059,0,0,0,0,0,0
DOGE,0,0,0,0.130433499073676,0.0607130246779242,0.203362012891266,0.230586283484563,0,0,0,0,0.0127114844807254,0,0,0.0156492949067709,0,0,0,0,0
XLM,0,0,0.505036756045138,0,0,0.045146370199593,0,0,0.242610888765023,0.0778136845202167,0,0.0525348579982994,0,0,0.0564052647349362,0,0,0,0,0
DGB,0,0,0.238899508002753,0,-0.0294056410149401,0,0,0,0.0951818254567414,0.0909416815037949,0,0,0.278538896120248,0.231851564581572,0,0,0,0,0,0
BV010082.Index,0,0,0.020224862356275,0,0,0,-0.025221097371666,0,0,0,0.0111975806062106,0.00163139602853548,0.00810677217415917,0.00735428908453439,2.16840434497101e-19,0,0,0,0,-0.0242551945609132
CVIX.Index,0,0,0,-0.0234049334286488,0,0,0.0173396553031773,-0.0122051299006505,0,0.00466243478104661,0,0.0091487607031442,0.00482396296043983,0,0,0,0,0,0,0.0157705656161462
DXY.Curncy,0,0.00817959838409649,0,-0.0059034630396469,0.00545004815104,0,0,0,-0.000637752043751471,0.00128062844507748,0.0051496577997797,0,-0.0115495374168581,0.0042919739139028,-0.00198440816046026,0,0,0,0,-0.00613092086209698
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000922409212035503,0,0,0,0,-0.0429426776013234
VIX.Index,0,0,0.000247558689599199,-0.123931587058411,0,0,0.171321066247972,-0.139011083808878,-0.0170134367862747,0,0,0,0,0.0978254565705554,-0.0348581447419449,0,0,0,0,0
