,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0,0.078128900286859,0,0.0831942516452624,0.0321959705540004,0,0.0245510378347544,0,0.0477063746343609,0.0382635012037666,0,0,0,0,0,0
ETH,0,0,0,0.103067478728299,0,0.0113663288301545,0.0287698855902037,0,0,0.0107453615234563,3.46944695195361e-18,0.263773414394431,0.0436040340109885,0.0135846657912043,0.0309454404745711,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,-0.0681777698773004,0,0,0,0,-0.0524240985254855,0,0,0,0,0,0
XRP,0,0.346831316049493,0,0,0,0.0352089838207923,0,0,0,0,0,0,0.0256988776100605,0.0124633181487478,0.0549685998208758,0,0,0,0,0
LTC,0,0.171857898959776,0,0,0,0.0106289819274614,0,0,0,0.11144620264294,0,0,0.0805602215231569,0.0338227717979792,0,0,0,0,0,0
MIOTA,0,0,-0.00141203586072492,0,0,0,0.162917783044086,0,0,0,0,0.522492432846258,0,0.116929417044803,0,0,0,0,0,0
XEM,0,0.0257132442636987,0,0,0,0.0450838767828834,0,0.262733496635922,0.0620837205803189,0,0,0,0.108208735221343,-0.0241151735124889,0.116117620861188,0,0,0,0,0
DASH,0,0.128363182145169,0,0,0,0.0595828469467716,0.0697947534424869,0,0,0,0,0,0.0518423451675951,0,0.0937460328986353,0,0,0,0,0
NEO,0,0,0,0,0,0.0410159629095359,0.362518276636734,0,0,0,0,0.266050716993334,0.0235571312468321,-0.0500507131507615,0.0347105122133055,0,0,0,0,-0.0909174019181653
ETC,0,0.307424014829056,0,0,0,0,0,0,0,0,0.0729830041950648,0,0.0103758871462493,0,0.0079285032991006,0,0,0,0,0
XMR,0,0.158834712079063,0,0,0,0.0356347649459467,0.0402535724758784,0.0384936214635956,0,0,0,0,0.0415122901581356,0,0.191118629629251,0,0,0,0,0
ZEC,0,0.304669189546077,0,0,0,0.114744008704523,0,0,0,0,0,0,0.0201022612863874,0,0.136662853006411,0,0,0,0,0
EOS,0,0.0971680299019903,0,0,0,0.160578441003422,0,0,0.10089031425583,0,0,0.0928102054876268,0,0,0.178765711790258,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.132640803950153,0,0.0155180900178897,0,0,0.111553389980923,0,-5.42101086242752e-20,0,0.453881335370286,0,0.0622118770067369,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.00755797094757151,0,0.0305616618080079,0,0.0126724419886866,0.00590357035471064,-0.0105115756637208,0,0.0209234925093746,0.021921534435151,0.000959547143670076,-0.0113891375004855,-0.0379972156253106,0,-0.0283361910014222,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0016476181370071,0,-0.00285717904525427,0,0.0178345772139214,0,0,0,-0.00159762699761122,0,0.00740235969638519,0,0,0.00269165093735228,-0.0131829808246453,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0.000416832339716058,0,0,0,0,0.000569534181287534,-0.00359211568958689,0,0,0,0,-0.0476102404630774
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
