,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,XMR,NEO,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.192066240770347,0,0,0,0.00321330718143743,0.093225616245265,0,0.117364338389627,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0.117337641895073,0.0201343671856337,0,0,0,0.141428108451926,0.281636661810715,0,0,0,0.0107197958470488,0.0763636395091139,0,0,0,0,0
XRP,0,0,0,0.175352601077829,0.123733785846782,0,0,0,0.137722543914336,0.0549315971442623,0,0,0,0.00974629170026676,0.105280234366427,0,0,0,0,0
BCH,0,0,0,0,0.38041587949752,0,0,0,0.0454632140384729,0.241517522758898,-2.16840434497101e-19,0,0,0.0117428208622865,0.0234995451732034,0,0,0,0,0
EOS,0,0,0,0.187289900008519,0,0.019107717276491,0,0.150941552761806,0.201350443446257,0.0540547569159078,0.0525582684569827,0.010601844594721,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.150190269174922,0,0,0.112452247981595,0.138604920910983,0.187722542873207,0,0,0,0,0.103675045464334,0,0,0,0,0
LTC,0,0,0,0.397720520833866,0.0458911161152171,0,0,0,0.0870705002158272,0,0.0438220708247985,0,0,0.0241081742959516,0,0,0,0,0,0
ADA,0,0,0,0.168347641656708,0.0646094002142684,0.21543511012409,0,0,0.0310966683692001,0.0676322559460469,0,0,0,0.0340173303281065,0.199083729406064,0,0,0,0,0
MIOTA,0,0,0,0,0.173663193029802,0,0.0513472238787317,0.124791131008272,0,0.129545251823861,0,0.436878385142477,0,0,0,0,0,0,0,0
TRX,0,0,0,0.417535731834864,0.135079417851054,0.144041284023803,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.267104208635765,0.157893696092082,0,0,0,0.0424687975031682,0,0,0.0446984788800591,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.078574413224662,0,0,0,0.38666408632744,0,0,0,0,0,0.242863793778708,0,0,0,0,0
DASH,0,0,0,0.217708133925432,0.035238005998484,0,0,0,0.0242254459231909,0,0,0,0,0.0796135885473269,0.0773089741368065,0,0,0,0,0
ETC,0,0,0,0.353486780101965,0.00307170568054885,0,0,0,0.151785875901498,0,0,0,0,0,0.129009886527322,0,0,0,0,0
XEM,0,0,0,0,0.215953589905085,0.215437009471931,0,0.0870836378188375,0.0104975993970751,0,0,0.109050498502558,0,0.0634976832201888,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0493191219946922
CVIX.Index,0,0,0,0,-0.0260788122669616,0,0,0,0.0868409383106599,0,0,0,-0.10131051989451,-0.039381987896448,0,0,0,0,0,0.0128191588638878
DXY.Curncy,0,0,0,0,0,0,0,0,-0.00551027423981265,0,0,0,-0.0102712659652948,0.00381510957384783,0,0,0.0319149844498633,0,0,0
SPX.Index,0,0,0,0,0,0,0,0.00479388563084868,-0.00760976157364339,0,0,0,0,0,0,0,0,0,0,-0.0582590852944106
VIX.Index,0,0,0,0,-0.445875491536755,-0.108235169948323,0,0,0,0,0,0.292661116817808,0,0.109508262953822,0,-0.841270028861208,0.168210304444047,0,-0.511097026031182,0
