,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0776896517468035,0,0.0672519859108351,0.108014912741968,0,0,0,0.0525090136615065,0,0,0.0207049143494906,0,0,0,0,0,0,0,0
ETH,0,0,0.0674119528552092,0.0371905516951811,0.176956370912088,0,0,0.144443924286434,0,0.0941256132508739,0,0.108711526909141,0,0,0,0,0,0,0,0
XRP,0,0.181923082864153,0,0,0.0176188202169905,0,0,0.181141337892166,0,0,0,0.0135136585896606,0,0,0,0,0,0,0,-0.0445825083892801
BCH,0,0.313959262631511,0,0,0.034444839966051,0,0,0.016329485789389,0,0.187358842133419,0,0,0,0,0,0,0,0,0,0
EOS,0,0.505120659811734,0,0.036238783922933,0,0,0,0.0564166831512664,0,0.0461601023731633,0,0,0,0.0584195193702417,0,0,0,0,0,0
XLM,0,0.0909815872523131,0.117644639854613,0,0,0,0,0.145654160730286,0,0.183498777232396,0,0,0,0.152321567954147,0,0,0,0,0,0
LTC,0,0.184012199613814,0,0.0583956479338556,0.173051647141551,0,0,0.0334173084418051,0,0.0696740125882181,0,0.14305598680747,0,0,0,0,0,0,0,0
ADA,0,0.106860639373197,0.165614636253983,0.0200167531033728,0.0569496771227832,0,0,0,0,0.195621528481614,0,0,0,0.171574976535408,0.182772989544179,0,0,0,0,0
XMR,0,0.413704895131131,0.0203399205001439,0,0.019538123454202,0,0,0,0,0,0,0.110378397415854,0,0.134772880583417,0,0,0,0,0,0
TRX,0,0.25763252814501,0,0.100102139373872,0,0.0870376095551041,0,0.145868341204544,0,0,0,0.258807904608141,0,0,0,0,0,0,0,0
DASH,0,0.263538895151931,0,0,0.0389161115087461,0,0,0.125116266167658,0,0,0,0.208525192402053,0,0,0,0,0,0,0,0
MIOTA,0,0.0943529154554304,0.0988262184953526,0,0,0,0,0,0,0.234695925258278,0,0,0,0.359033023693569,0,0,0,0,0,0
BNB,0,0.270939655650814,0,0,0,0,0,0,0.00377997314473488,0,0.0719905595981486,0,0,0.152736604646342,0.0232969299059127,0,0,0,0,0
NEO,0,0.16773472368809,0,0.0457355201728085,0,0,0,0.186760289379141,0,0,0,0.277639794204696,0,0,0,0,0,0,0,0
ETC,0,0.253057824383348,0,0,0.00993418899682636,0,0,0.123849142364406,0,0,0,0.105401642595294,0,0.0570275009623133,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00821677581769148,0,0,0,0,0,0,0,0,0,-0.030067795530657
CVIX.Index,0,-0.0884819276155596,0.0501331376167761,0,0,0,0,0,0,0,0,0.0150022969090123,0,0,0,0,0,0,0,0.0508313312482248
DXY.Curncy,0,-0.0202204450200645,-0.0132676106227126,0.00535741623635029,0,0,0,0.0126182682597043,0,0,0,-0.014538859543582,0,0.0101620131729288,0,0,0.030606820843433,0,0,-0.0094669986666535
SPX.Index,0,0,-0.0192303089912932,0,0,0,0,0,0,0,0,0.0073511971751862,0,0,0,0,0,0,0,-0.0948073559447125
VIX.Index,0,0,-0.174730924700715,0.164425085894004,0,0,0,0,0,0,0,0.0589018832749481,-0.147391678969738,-0.138844774761429,0,-0.199991575209131,0,0,-2.49773659645238,0
