,BTC,ETH,BCH,XRP,LTC,MIOTA,XEM,DASH,NEO,ETC,XMR,ZEC,EOS,BNB,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0436445094352674,0,0.0803866572537432,0,0.0956581075524083,0.0322536041785666,0,0,0,0.0459951917619702,0.0333478665235142,0,0,0,0,0,0
ETH,0,0,0,0.0576016342610213,0,0.0300601390823292,0.0899384383957913,0,0.0339148609284762,0.018357232870526,0,0.192105932003602,0.0159565815181487,0,0.0628494293983076,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,-0.120143358234227,0,0,0,0,-0.0224886851075421,0,0,0,0,0,0
XRP,0,0.346831316049493,0,0,0,0.0352089838207923,0,0,0,0,0,0,0.0256988776100606,0.0124633181487478,0.0549685998208758,0,0,0,0,0
LTC,0,0.171857898959776,0,0,0,0.0106289819274613,0,0,0,0.11144620264294,0,0,0.0805602215231569,0.0338227717979792,0,0,0,0,0,0
MIOTA,0,0,-0.00141203586072491,0,0,0,0.162917783044086,0,2.16840434497101e-19,0,0,0.522492432846258,0,0.116929417044803,0,0,0,0,0,0
XEM,0,0,0.000379793112767729,0,0,0.0446880916099425,0,0.320077075559161,0.0829064733878315,0,0,0,0.10472750390947,-0.0240778006308578,0.10343700300059,0,0,0,0,0.0196905976800022
DASH,0,0.18633670359363,0,0,0,0.0664129412540604,0.0761809873731547,0,0,0,0,0,0.0485357210511396,0,0.0691331232937071,0,0,0,0,0
NEO,0,0,0,0,0,0.041015962909536,0.362518276636734,0,0,0,0,0.266050716993334,0.0235571312468321,-0.0500507131507616,0.0347105122133055,0,0,0,0,-0.0909174019181654
ETC,0,0.307424014829055,0,0,0,0,0,0,0,0,0.0729830041950648,0,0.0103758871462494,0,0.00792850329910063,0,0,0,0,0
XMR,0,0.15942167265143,0,0.0693416405526989,0,0,0.0342648954224542,0.063970959664677,0,0,0,0,0.034920379238932,0,0.252374120505395,0,0,0,0,0
ZEC,0,0.286050760206184,0.00503358635822358,0,0,0.117170398119391,0,0,0,0,0.00745608106415407,0,0.0603689766095325,0,0.1504405870919,0,0,0,0,0
EOS,0,0.0971683896040447,0,0,0,0.160581107948325,0,0,0.100892279786678,0,0,0.0928097598855324,0,0,0.178763479139248,0,0,0,0,0
BNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0.136761438377492,0,0,0,0,0.112694385147406,0,0,0,0.464822683402583,0.0075133453381857,0.0624559346094046,0,0,0,0,0,0,0
BV010082.Index,0,0,-0.00420119462968913,0,0.0371437453138595,0,0.00608891908723062,0,-0.00618562619260986,0,0.00118700150131683,0.0284471572708701,0,-0.0164673259357123,-0.0124417646522082,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0046348496996954,0,-0.00439845703407723,0,0.0313712179025614,0,0,0,-0.00202821278174736,0,0.00697819653256174,0,-0.0013215796720364,0.00254255648378856,-0.0163882462701296,0,-8.38576922319009e-05,0,0,-0.0130181208712149
SPX.Index,0,0,0,0,0,0,0,-0.00724305334556387,0.00118114745084516,0,0,0,0,0.000195532808686829,-5.16359862367541e-05,0,0,0,0,-0.0473502662201564
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
