,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0624506289653143,0,0.480944429416359,0.0071480887576732,0,0.0369166658169404,0,0.122267268015517,0,0.0151667395622707,0,0,0,0,0
ETH,0.121967708306922,0,0,0,-0.104336541919174,0,0.0237471135771989,0.0383289911347919,0,0,0.234624477491223,0,-0.321510219556749,0,0,0.0599399193903253
XRP,0,0.00607270687998742,0,-0.0491486308514507,-0.00303468785150568,0,-0.0122500614265607,0,0,0.0668771405387042,0.0534286330754881,-0.291155625953405,0.189022341468934,0,0,-0.110521701126487
LTC,0.621178020158043,0,0,0,-0.00374084603742237,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.012587188694228
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0607284845053098,0,0,0,0,-0.0277509199618671,0,0.0738380125455303,0.0430627149192418,0.0813400219552079,0,0.0407060370461555,0,0,-0.0280911578111571
XEM,1.04256359186533,0,0,0,0.014097022797771,0,0,0,0.0548598000900318,0.270261871259077,0.244747920414201,0,0,0,0,0.10734362838788
DOGE,0.342774456612685,0.0485759662462111,0,0,0,0,0.00530101876630944,0,0.0241265705478528,0,0.018958906601349,0,0,0,0,0
XMR,0.641383464057017,-0.0495085312136279,0,0,-0.0193266965902338,0,-0.0282427450966561,0.116708211593726,0,0,0.0772253958395673,0,0,0,0,-0.0254467330400229
XLM,0,0,0,0.222073262413421,-0.0297863622183577,0.125731414217081,0.1513692235205,0,0,0,-0.0503593747197987,0,0,0,0,0.0974127518372436
DGB,0,0.254094393545588,0,0,0,0,0.0892033158638198,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0171517215498707,0,0,0.0139166048144654,0,0,0,0,0,0,0,0,0,0,-0.0449450631604891
CVIX.Index,0,-0.114645418101909,0.042930848738808,0,-0.0129926261006416,0,0,0,0,0,0.0675620407060531,0,0,0,0,0.21395400692515
DXY.Curncy,0,-0.00286195431649292,0,0,-0.000834422563454595,0,0,-0.00149136525974568,-0.0149435421466813,0,-0.000373689068886738,0,0.0156761113761094,0,0,0
SPX.Index,0,0.00448673630651026,0,-0.00356585760346076,0,0,0,0,0,0.00177565207622491,-0.0159511442063896,0,0,0,0,-0.0651738649201156
VIX.Index,0,0.0692642828502916,-0.0417256503601906,-0.129803836825335,0.0908719032617402,0,-0.0960087132546551,0,-0.0566167596841122,0.280618038629411,0,0,0.827364291326151,0,0,0
