,BTC,ETH,XRP,LTC,ETC,DASH,XEM,DOGE,XMR,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.022915106091207,0,0.581452396686177,0.00864870042394971,0,0.0135898708963405,0,0,0,0.00305210552417726,0,0,0,0,0
ETH,0.602876152513463,0,0,-0.0972944096918482,-0.087473246959599,0,0,0,-0.34053234890785,0,0.226866590248259,0,-0.212383479659151,0,0,0.0183292381992371
XRP,0,0,0,0,-0.0175777099643437,0,0,0,0,0.0386021172375271,0,0,0.0489353090720998,0,0,0
LTC,0.518420115002366,0,0,0,-0.00205864732835175,0,0.00206966546692188,0,0,0,0,0,0,0,0,-0.00458158620994461
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.0268568851577394,0,0.0524096846136863,-0.0087222300628612,0,-0.0206252097118205,0.0626648113770095,0,0,0,0,0,0,0,0
XEM,1.09839898368537,0,0,0,0,0,0,0,0,0.365278689562217,0.259965210634649,0,0.350932626356088,0,0,0.111482634181116
DOGE,0.374231897426032,0.0235895203345013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.515044125149778,-0.039482844744851,0,0,0,0,-0.00873074907913557,0,0,-0.00810733168953831,0,0,0,0,0,-0.0286341583360858
XLM,0.199232945962264,0,0,-1.38777878078145e-17,-0.047384230918733,0,0.141922445109957,0,0.0731253379525545,0,0,0,0,0,0,0.078944111083377
DGB,0,0.231766471252516,0,0,0.0235717556988375,0,0.0765251751231849,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0503613902788281,0,0,0,0,0,0.0208571913373394,0,0,0,0,0,-0.0612424879741819
CVIX.Index,0,-0.0389401773873929,0.134170034426839,0,0,0,0,0,0,0,0,0,0,0,0,0.088702510698692
DXY.Curncy,0,0,0,0.00659745720332396,-0.000646297907454675,0,0.0013494456693618,-0.0145802618465572,-0.00979136921886596,0,-0.000261838332841334,0,0.0364764900496077,0,0,0
SPX.Index,0,0,0,0,4.7002362411971e-07,0,0,0,0,0,0,0,0,0,0,-0.060955739075314
VIX.Index,0,0.0778263008002369,0,-0.149770750057007,0.0866421453455212,0,-0.0327464955713294,0,0,0.165852656034111,0,0,0.610702321235387,0,0,0
