,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.128215767997865,0,0.129362245292893,0.0219130546341261,0,0.0172501969544398,0.0859279272321357,0,0.0267166352219569,0,0.0047409146122635,0,0,0,0,0
ETH,0,0,0,0,0.179673419808152,0,0.0638924518499505,0.0197643241740189,0.0391954855069392,0.101443006487867,0,0,0.0288508812712149,0,0,0,0,0,0,0
XRP,0,0.372133526720149,0,0,0,0,0,0.0862665155478911,0.0890308545141892,0.0874899909029624,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0.153913961411531,0.0757717281686102,0,0.289506860339392,0,0,0.0479212102738672,0,0,0,0,0,0
LTC,0,0,0.0244768680265656,0,0,0,0.04393493726995,0.0660349713567588,0,0,0.714523265351583,0,0,0,0,0,0,0,0,0
DASH,0,0,0.0389374427274973,0.111074257694405,0.0995525574620641,0,0.0833368595603742,0.0401417209156322,0,0.0386783883996823,0,0,0.1787743830678,0,0,0,0,0,0,0
XEM,0,0.122754582531143,0,0.0223354108390778,0.0474484685668638,0,0,0.0404065954078918,0,0.105891414387451,0,0,0.0681588753274164,0.012856367669796,0,0,0,0,0,0
NEO,0,0,0,0.185387547258818,0.0245133769023953,0,0.223636467059214,0,0.0327422725348438,0,0,0,0,0.100275890791873,0.00979943800188111,0,0,0,0,0
XMR,0,0,0.121065382688999,0,0.0673396205258717,0,0,0,0,0.04206793759535,0,0,0.208823690878491,0.0522603874457139,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0361963919430994,0,0.0246464527558051,0,0,0,0.360617085354146,0.0675587880943973,0.28267223149779,0,0,0,0,0
ETC,0,0,0,0,0.51493066776574,0,0,0,0.0291418351609396,0.162320993822056,0,0,0,0.0259145700801247,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.039117658732899,0,0.420728890266113,0,0,0.105554337375623,0.00682454464962373,0,0,0,0.0484371508229921,0.183261858677952,0,0,0,0,0
XLM,0,0,0,0,0,0,0,0.153752457691658,0.227959386126989,0.253886993038487,0.124583621927698,0,0,0,0,0,0,0,0,0
EOS,0,0,0,0,0.235894814820671,0,0,0.156684473541875,0,0.138273393885516,0,0,0.0881648800320015,0.0230115939154533,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599036657993149
CVIX.Index,0,0,0.0267820897248495,0.0182991810801843,0,0,0,0,-0.0193349671057183,-0.042803905906991,0,0.0360169051024541,-0.00399926894312489,0.0149810482699981,-0.0143953660403211,0,0,0,0,0.0522521088416964
DXY.Curncy,0,0,0,0,-0.00133095956529528,-0.0188609409920402,0,0.0039028270241108,0,0,0,-0.00257109056325327,0,0,0,0,0,0,0,-0.00245858921755325
SPX.Index,0,0,0,0,0,-0.00206808166110277,0,0.000237690471065131,-0.00127606708418392,0,0,0,0,0,0.000741070009633689,0,0,0,0,-0.0239040182740968
VIX.Index,0,0.105578845306511,0,0,0,-0.276752732324097,0,0,0,0.130426653626195,0,0.0973004699959522,0,0.0258778615627281,-0.0754795284626617,0,0,0,0,0
