,BTC,ETH,BCH,XRP,LTC,XEM,DASH,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0455724209873524,0.0537011145724527,0.0366891001617266,0.0548591723248901,0,0.0527010554645721,0,0.0140619174640536,0,0,0,0.0938740025683543,0,0,0,0,0
ETH,0,0,0,0.0681022859633464,0,0.00467825007431617,0,0.0277184123024755,0.0814161894835185,0.0508506155862256,0,0.0998295873501794,0,0.0785573172241102,0.121885685437303,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0.108108560918303,0,0,0,0,0,0,0,0
XRP,0,0.158824315407827,0,0,0,0,0,0,0.0953294331755741,0,0.00528729422001647,0,0.0775819233179418,0,0.0544770549868312,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0.0585401535905164,0.0531029392918329,0.141222567254106,0,0,0,0.164328771274316,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0.0958927823682588,0,0.103929221635989,0,0,0,0.0536562501491094,0,0.256735598945141,0,0,0,0,0
DASH,0,0,0.019443966125155,0,0,0.0270177009142602,0,0,0.127558135970991,0,0,0.084312923145953,1.73472347597681e-18,0.0946410320339335,0.0868953340410258,0,0,0,0,0
XMR,0,0,0.0250090699558585,0.0979322966398892,0,0,0,0,0.0725550072342443,0,0.0158154139537002,0.129815042839915,0.212839459383176,0.0589122561813712,0.00997341846344148,0,0,0,0,0
MIOTA,0,0,0,0,0,0.0844765054915174,0,0.0417239402376341,0,0,0.109183877083966,0.377268891663734,0,0.270327186602229,0,0,0,0,0,0
ETC,0,0.107937236712166,0,0,0,0,0,0.0743606969735439,0.00261023182711145,0,0,0,0,0.10305800939766,0.0361258342884178,0,0,0,0,0
NEO,0,0,0,0,0,0.107087917332955,0,0,0,0,0,0,0,0.51809416710255,0,0,0,0,0,-0.0690431294146776
ZEC,0,0.031019043161899,0,0,0,0,0,0.0951729556372011,0.147825859314844,0,0,0,0.0701952083518026,0.195621736916317,0.0224798439088678,0,0,0,0,0
XLM,0,0,0,0.18531041870895,0,0,0,0.34743602875293,0,0,0,0,0,0.106235618019786,0.135869382663772,0,0,0,0,0
EOS,0,0.0558112480218353,0,0,0,0,0,0,0.150139244036757,0.114405189048014,0.0984189567807612,0.100625288383397,0.18267599720951,0,0.0171570327772166,0,0,0,0,0
BAT,0,0.151688252360211,0,0,0,0.0497897010467847,0.0605202082419401,0,-3.46944695195361e-18,0,0.0958833916619095,0.133093715272314,0.213259419677593,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.0106154586609095,0,0,0.0279158125008307,0,0,0,0.0112032193819248,-0.0453464260577711,0,0.0228617269379667,0,0,0,0,-0.0411078888719849
CVIX.Index,0,0,0,0,0,0,0,-0.0219808830965002,0.00410447413875342,0,0,0,-0.0200319864275205,0.0152212145849776,0.0261003231864476,0,0,0,0,0.0430027251851748
DXY.Curncy,0,0,-0.00213483023702218,0.01211947733141,0.0100154018757612,0,-0.00430810244935523,0,0.00724449596097552,0,0,0,-0.0200990475147616,0,0,0,-0.0102201377002615,0,0,-0.0115774698620965
SPX.Index,0,0,0,0,0,0,-0.00159803878868005,-0.00328182327435154,0,0,0.001037299103996,0,0,0,0,0,0,0,0,-0.0409270422626078
VIX.Index,0,0,0,0,0,0.0442984687770442,-0.258104174319749,0,0.141172726814759,0,-0.0143023503202957,0,0,0,0,0,0,0,0,0
