,BTC,ETH,BCH,XRP,LTC,DASH,XEM,MIOTA,XMR,ETC,NEO,ZEC,EOS,BAT,XLM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.111871555950819,0,0.0979510362937924,0.130607210050207,0.0180559454530816,0,0.00886273582900164,0,0,0.0723136381172968,0,0,0,0,0,0
ETH,0,0,0.0285979779972467,0,0.107553182374326,0,0.0287941235876472,0.170484891878685,0,0,0,0.0580491999987001,0,0.106834205858762,0.0758030701202654,0,0,0,0,0
BCH,0,0,0,0,0.179732373840903,0.142334253570646,0.135114415871979,0,0,0.267843102905716,-0.0648811257245799,0,-1.73472347597681e-18,0,0,0,0,0,0,0
XRP,0,0.0391092431611086,0.006400540438571,0,0,0,0,0.0603309609945131,0,0,0,0,0,0.0804513630434175,0.105993872490812,0,0,0,0,0
LTC,0,0.0531448246350693,0,0,0,0,0,0,0,0.67661266339141,0,0,0,0,0.0594727659910039,0,0,0,0,0
DASH,0,0,0.0413304050219856,0,0,0,0.0371006904824567,0.0649031649779712,0,0,0,0.19142260889814,0.053259798844047,0.120063804329792,0,0,0,0,0,0
XEM,0,0,0,0,0,0,0,0.123314089532629,0,0,0.0235987455761091,0.0901990148381861,0.0275846211847699,0.0911282133810773,0,0,0,0,0,0
MIOTA,0,0.193687771188353,0,0,0,0,0.128783105123818,0,0,0,0.0940912700525529,0.266887170504138,0,0.067646366052494,0,0,0,0,0,0
XMR,0,0,0.0134875192202198,0,0,0,0,0.0294856698464726,0,0,0.0268809728188405,0.0532613040279443,0,0,0.393067572321384,0,0,0,0,0
ETC,0,0,0,0,0.444004057483271,0,0,0.0609913552791783,0,0,0,0.0452719300595334,0,0.0449429749847856,0,0,0,0,0,0
NEO,0,0,0,0,0,0,0.258692870409383,0,0,0,0,0,0.566723369421846,0,0,0,0,0,0,-0.0490062207534402
ZEC,0,0.149639275381818,0.0153628057120416,0,0,0.123090725637088,0.0686201880724281,0.0525847195314855,0.0310349170800031,0,0,0,0.108978800647559,0,0.174969211764827,0,0,0,0,0
EOS,0,0,0,0,0.0649319593191806,0,0,0.0432563531151308,0,0,0.0509501540266793,0.0684545298682854,0,0.114853547842904,0.22019275864707,0,0,0,0,0
BAT,0,0,0,0,0,0.0534931463029436,5.42101086242752e-20,0.041183328054991,0,0.142584339678438,0.0581694761315322,0.114525623975423,0.093694855044344,0,0.14401237507313,0,0,0,0,0
XLM,0,0,0.000964858477716766,0.0403674746231581,0,0,0,0,0.315322776228538,0.209392371783926,0,0,0.0509417668457868,0.0765606492225389,0,0,0,0,0,0
BV010082.Index,0,0.0208831291833844,0,0,0,0,0,0,0.0135805904979747,-0.00224450832333724,0.000608977306253673,0.00964251624659544,0.00185709939914178,0.0126830376389205,-0.0315164402853939,0,0,0,0,-0.0576001167189278
CVIX.Index,0,0,0,0,0,0,0,0.0180946050918023,0,0,0,-0.059988239158315,0,0.00917361162800596,0,0,0,0,0,0.0343697152559393
DXY.Curncy,0,0,0,0,0.004124172536892,-0.0164312704509317,-0.00743352720997407,0,0,0,0.0044870915478597,0,0,-0.00428242520139689,0,0.0279930136706398,-0.00715240770082413,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,-0.0040079911160569,0,0.000863020036047676,0,0,0,0,0,0,0,0,-0.0381665153364295
VIX.Index,0,0.122164489891901,0,0,0,-0.20905338765543,0.057059452570742,0.129242393408981,-8.67361737988404e-19,-0.0435440703902011,-0.0189918187174766,-0.0701569749112184,-0.0441536551572018,0.00311929801722371,0,0,0,0,0,0
