,BTC,ETH,XRP,LTC,DASH,ETC,XEM,XMR,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0690395121609353,0.076143498130627,0.0773106396192603,0.164989160041189,-0.0399481737131183,0,0.0399130646529945,0,0.0648971258545769,0,0,0,0,0
ETH,0,0,-0.0159105760417248,0,0.145783693064088,0,0,0.358620298461244,0,0,0.0868357047666576,0,0,0,0,0,0,0
XRP,0,0.0493217970030359,0,0,0,0,0,0,0,0,0.396188445258943,0,-0.0545165241435036,0,0,0,0,0
LTC,0,0.0342366739386578,0,0,0,0.0451193302015849,-0.0737590691617127,0.0623392703418419,0.0190855005143277,0.0987051676527027,0.102075332570001,0,-0.03322111921552,0,0,0,0,0
DASH,0,0,-0.137462184874951,0,0,0,0.0604111001887655,0,0.0427739847687419,0,0,0,0,0,0,0,0,0
ETC,0,0.331358987792447,0,0.0882512312158303,0.11346671725822,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,-0.0186598833433291,-1.73472347597681e-18,-0.00074241331804508,0,0,0,0.139149363311515,0.136941172351106,-0.139641026232904,0,0,0.248016764931921,0,0,0,0,0
XMR,0,0.313041771236668,-0.020713356167366,0,0,0,0.115537931457953,0,0.0422588113433194,0,0,0,0,0,0,0,0,0
ZEC,0,0.024026933035778,0,0,0.251091073662988,0,0,0,0,0.112635650373035,0,0.0867936662296626,0,0,0,0,0,0
DOGE,0,0.0958334062925077,0.0796356003331156,0.127251853340245,0,0.0230706324513591,0,0,0.149499461183136,0,0.231609886301342,0,0.0269758278741604,0,0,0,0,0
XLM,0,0,0.392686582172829,0.166167909512705,0,0,0.0329261204798332,0,-0.0759616169079575,0.201781916454943,0,0,0.259941602570306,0,0,0,0,-0.125926075599861
NEO,0,0,-0.0268531640625805,0,0.0297226734724733,0,0,0,0.170388862388916,0,0.058829272317078,0,0,0,0,0,0,0
DGB,0.314990529750682,0,-0.14285384113338,-0.0719516033312159,0.0381437829872207,0,0.111750178478542,0,0,0,0.328697624569239,0.052301746508296,0,0,0,0,0,-0.0485616588988342
BV010082.Index,0,0.0234074827350611,0,4.33680868994202e-19,0,-0.0548053581660866,0,0,0,0,0,0,0.0263638679219216,0,0,0,0,-0.0451381922997362
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0268381416834161,0,0,0.00109965323806377,-0.00631160553562263,0,0.000127933427653813,0,-0.00541994577947904,0,-0.000973851187583154,-0.0122454389772541,0,0.0819282030443216,0.0176927823396243,0,0,0.00639374525434482
SPX.Index,0.00904739490453263,0,0.000510778483970754,0.00505722928310998,-0.00157505104151644,-0.0027065632736034,0,0.00661599023991891,0,0,0,-0.0035053296421832,-1.35525271560688e-20,0,0,0,0,-0.0248298784876668
VIX.Index,0,0,0.00421331361383318,-0.0163714022465057,0,0,-0.0590726230120144,0,-0.00368804713079398,0,0,0,0,0,0.39806300677241,0,0,0
