,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,XMR,DASH,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0125880992876185,0.0450304502900552,0.0979705464606246,0.0466665116815857,0,0,0,0,0,0.18722806597789,0,0.045127735791695,3.46944695195361e-18,0,0,0,0,0
ETH,0,0,0.0795359867631588,0,0.0429313001037334,0.029560140748011,0,0,0.0766575107161192,0,0.0364212458349981,0.141702795206556,0,0.0705548539186795,0.0956116987893031,0,0,0,0,0
XRP,0,0,0,0.00949085225453822,-1.73472347597681e-18,0,0,0,0.0386461656739194,0.127695256687463,0.0115166030400207,0.205213978333476,0,0,0.0751197127616633,0,0,0,0,0
BCH,0,0,0,0,0.155872399110541,0.150927907416907,0,0,0.1433071751172,0,0,0.0469427764487244,0,0,0.0310372343710123,0,0,0,0,0
LTC,0,0,0.0177326707353605,0.17056679167003,0,0.140501259735845,0,0,0.182858277276777,0,0.024600199487705,0.164207653626459,0,0,0.035321367738632,0,0,0,0,0
EOS,0,0.197311663326693,0,0.201772000054428,0.112573509423779,0,0,0,0,0.128983712788373,0.0186844681258063,0.0253747619029064,0,0,0.0579112497536933,0,0,0,0,0.00456400289005505
BNB,0,0,0,0,0,0,0,0,0,0,0.127338081042944,0,0.193693191551636,0,0,0,0,0,0,-0.0195433683240435
XLM,0,0,0,0.0589964904026712,0.0566848851230743,0,0,0,0.0543297385068928,0.0436489199111141,0,0.0605553418479489,0.0411226548709744,0.0559578529757236,0.085553070340043,0,0,0,0,0
ADA,0,0,0.182741347504408,0.286110358820497,0.199288537323765,0,0,0.123895450359137,0,0.034933136139528,0.0367908191418639,0,0,0,0.0615382405421097,0,0,0,0,0
TRX,0,0,0.178667646268103,0,0,0,0.0699590664888853,0,0.0811513233907625,0,0.0395172799432944,0.153063083792554,0.0166223142588451,0,0.0670074083765266,0,0,0,0,0
BSV,0,0,0,0.12829908965865,0.2835564376723,0,0.0122826344695638,0,0,0,0,0.00663584582561565,0.187150310885617,0.101143923603585,0,0,0,0,0,0
XMR,0.090553451812341,0,0.0223263965848491,0,0.156492648433219,0,0,0,0.069060607941513,0.0670373809715454,0.0494946038182205,0,0.0959372848394393,0.146840970536165,0.0730892878797637,0,0,0,0,0
DASH,0,0.144753698058357,0,-8.67361737988404e-19,0.0137538337248002,0,0,0.116941220263193,0.0191539960031023,0.0712348097964415,0,0.235544338306044,0,0,0,0,0,0,0,0
MIOTA,0,0,0.0327918213592345,0,0,0,0.0289281984582748,0.145798652530574,0.018521834880886,0,0.0678895884914071,0.312813135731478,0,0,0.0168200424244071,0,0,0,0,0
XTZ,0,0,0,0,0,0,0,0.463163695200123,0,0,0.0303530175931492,0.185718881314964,0,0.0725641804288763,0,0,0,0,0,0
BV010082.Index,0,0,0,0.0432024315709759,0,0,0,0,-0.173821813833984,0.0692531114570623,0.0334011008949371,0,0,0,0.0183647489827997,0,-0.103547956566748,0,0,-0.0682921466963724
CVIX.Index,0,0,0,0,0,0,0,0,0,0,-0.0213450581865409,0,0,0,-0.0816978344742859,0,0,0,0,0.125526534435948
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00605755002750099,-0.00790388838152569,-0.00132309705307984,0,-0.00236980878576118,0,0,0,0,0.0237917465608473,0,0,0,-0.069223473054239
VIX.Index,0,0,0.526315889818204,0.0249615760364142,0,0,0,-0.775247218519215,-0.146533349043135,0.6179834923143,0,0,0,0,-0.00584426939717791,-1.12876008961021,0.0901339414996664,0,0,0
