,BTC,ETH,XRP,LTC,XMR,DASH,ETC,XEM,DOGE,ZEC,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0906221567843259,0.111763095141422,0.245847049619585,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0.000486767816562345,0,0.202131622152101,0,0,0,0.0281180648599277,0.0925962459664656,0.111828244463397,0,0,0,0,0
XRP,0,0.0293268517488442,0,0,-0.019181936959157,0.110063898801605,0.04874320495816,0.0391226792155624,0,0.0222303653060302,0,0.0229543015523346,0,0,0,0,0,0
LTC,0.402554911470819,0,0,0,0.102587833984567,0,0.0625390908315423,0,0,0.0370451842497065,0,0,0,0,0,0,0,0
XMR,0.306443675344129,0,0,0.323816362419184,0,0.158594645862437,0,0,0,0.128790267764708,0,0,-0.114672106056262,0,0,0,0,0
DASH,0.188152784683467,0.416659455002446,0,0,0.0989926933319813,0,0.0353246816551866,0.092617897427575,0,0,0.033362856031443,0,0,0,0,0,0,0
ETC,0,0.28708443413643,0,0.0313832581765391,0.0243839628474862,0.122484700467278,0,0,0,0.0202518147878775,0.204217877830912,0.0630886917241311,0,0,0,0,0,0
XEM,0,0,0,0.0558709232913736,-0.172650639449073,0.33710217011272,0,0,0,0.207339635091302,0,0,-0.0841307143787007,0,-0.112822155755518,0,0,0
DOGE,0.171625440375477,0,0,0,-0.0326520400455355,0.0474936698398715,0.0415875829123916,0,0,0,0.0910330995853084,0,0.0215121634358209,0.116018434470719,0,0,0,-0.0394662465593938
ZEC,0,0,0,0.444469305140029,0,0,0,0,0,0,0.0681030126484434,0,0.134823772340717,0,0,0,0,0
XLM,0,0.182600600992894,0,0.0505754604965833,0,0.00417963614855452,0.145381665055247,0,0,0.0879388842932808,0,0.114502258415543,0,0,0,0,0,-0.0728194209073435
NEO,0,-0.103430732282317,0.0686893832042164,0,8.67361737988404e-19,0,0,0,0,-0.120296831177465,0.46612052480471,0,0.0690450573379143,0,0,0,0,0
DGB,0.190702832359772,0.0759390408383695,0,0,0,0.0624324244493679,0,0,0,0,0,0.176913014789478,0,0,0,0,0,0
BV010082.Index,-0.1102688841875,0,-0.0483168958422174,-0.0111187944550022,0.0861568878623103,0.0813100117663426,-0.0898701949492958,0.00534749699818407,0.237923392074722,-0.0120677850247238,0,0,0.0120208936559088,0,0,0,0,8.67361737988404e-19
CVIX.Index,0,0.0837146825361516,0,0,0.0546865122802196,0,0.0208365437215009,-0.0315778113331427,0,-0.0540690867748609,0,0,0,0,0,0,0,0.069948889368872
DXY.Curncy,0,0.0124573224849353,-0.00359734188085634,0.0144943523137322,0,0.00614941335372377,0,-0.0106552094436562,0,0.00204048178929648,-0.00211400050373557,0,-0.00549416630465474,0.127792191921812,0,0,0,-0.00440504980337412
SPX.Index,0,0,0,-0.00195783352600935,0,0,-0.00287070800787471,0.00104720205425776,0,0,0.00281680286988326,0.00356795008334132,0,0.0594022736700836,0,0,0,-0.0498648101790607
VIX.Index,0,0,0.345060295031163,0.12369101340469,0.047090928785729,0.038389917191959,0.128731169912592,-0.0936037631171841,-0.107594211959601,0,0,-0.00716806766069366,0.0901296930958733,0,0.0699188698256746,0,-1.15820376059546,0
