,BTC,ETH,XRP,BCH,LTC,DASH,XEM,NEO,XMR,MIOTA,ETC,ADA,XLM,ZEC,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.161502704083812,0,0.126571779753773,0.0233660077644108,0.0201616838586426,0,0.0661778104984474,0,0.0153845496873152,0,0.0196927972019247,0,0,0,0,0
ETH,0,0,0,0,0.249381640772232,0,0.00801579166715244,0.0545636368471599,0.0482852986230386,0.146198659113722,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
XRP,0,0.233350646426459,0,0,0,0,0,0.065478356778958,0.0627565248060981,0.062091335749318,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
BCH,0,0,0.0876467303274296,0,0.100539717890421,0,0,0.206769582031233,0.069361243245047,0,0.26307479807541,0,0.0416297351645562,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0.0388088269824263,0.0534071271674395,0,0.70919987545226,0,0.00209519564683191,0,0,0,0,0,0,0
DASH,0,0.0971739518019696,0,0.0965734318895029,0.077804313006781,0,0,0.050212508459067,0.0449562077086585,0.0679043034640934,0,0,0,0.08955841077877,0,0,0,0,0,0
XEM,0,0.192423188170451,0,0,0.0359589911861959,0,0,0.0384582650836965,0,0.10907973036995,0,0,0.0292174090412442,0.0480404361424316,0,0,0,0,0,0
NEO,0,0,0,0.123343936960641,0.0267498622813626,0,0.112135490912215,0,0,0,0,0,0.111229555300137,0,0,0,0,0,0,0
XMR,0,0,0.110938340474977,0,0.0163374753510388,0,0.170650728281236,0,0,0,0,0,0.0330455678834859,0.361533575578277,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.131322035503563,0.148913163534913,0,0,0,0,0.0860132198129728,0.0920138598573243,0.311541353355488,0,0,0,0,0
ETC,0,0.150961208055411,0,0,0.401798306260247,0,0.132617095581316,0,0.0197746102794516,0.128209990304804,0,0,0.0124073649363232,0.025625590438818,0,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0,0,0.0804204224835285,0.150401215528532,0.22745876038189,0.283090667316621,0.176300554917737,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.127786195219761,0,0.197999731833942,0.13816425508103,0,0.224011106806865,0.0371711471462172,4.33680868994202e-19,0,0.0182539756986198,0,0.118557915708387,0,0,0,0,0
EOS,0,0,0,0,0.216537523858027,0,0,0.157103857794349,0,0.150624270054081,0,0,0.0215021810234552,0.0947177658945847,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286647493254572
CVIX.Index,0,-0.0185208665561834,0.0308719724088954,0.0481239558515882,0,0,0.026831526804873,0,0,-0.0454769031908078,-0.0786780781650144,0.0358297655243126,0.0172891100422712,0,0,-0.0908647527210428,0,0,0,0.112992510279957
DXY.Curncy,0,0,0,0,-0.00233897961069681,-0.0182399726906873,0,0.00401355230008676,0,0,0,-0.00417252967870448,0,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,0,7.78523583049659e-05,-0.000661842992143808,0,0,0,0,0,9.24375561714155e-05,0,0,0,0,-0.0304418672056867
VIX.Index,0,0,0.0790848782652495,0,0,0,0,-0.0344078302990251,0,0.120895108072096,-0.0602766718270577,0,0.0112964573588241,0,-0.0954595611542494,0,0,0,0,0
