,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XEM,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.010175724080698,0.57908950785336,-0.010791672719607,0.0563825638398254,0,0,0.0634060495926213,0.0247651769463802,0,0,0,0,0.0315061993509146
XRP,0,0,0.0684170868500361,0,0,0.0188927016989297,0.19498158546563,0.0434286840399516,0,0.0580621354580668,0,0,0,0,0
ETH,0.246520190372076,-0.0785949967644406,0,0,-0.119235232463435,0,0,-0.0691941891745095,0.0173233318553272,0.0134596119419801,0,0,0,0,0
LTC,0.492604875459483,0,0,0,0.0195434676988315,0,0.0105883770162347,0.0144425224721211,0,0.00449423822316175,0,0,0,0,0
DOGE,0.0239273644237886,0,0,0.819244802993637,0,0,0.167486615698098,0,0,0,0,0,0,0,0
DASH,0.298330097659431,0,-0.282153775326233,0,-0.116973728901386,0,0,0,-0.239742124137933,0.010994800886263,0,0,0,0,0
XLM,0,0.106739202463899,0,0.13092089079814,0.196879684233506,0,0,0.0597643784494623,0,0.0856425763391841,0,0,0,0,0
XEM,0,0.335658977181313,0,0,-2.16840434497101e-19,0,0,0,0.276364124034837,0,0,0,0,0,-0.160208921864285
XMR,0.371129740059484,0,0,0,0.0493408335281953,-0.0683561879305035,0.233176093842854,-0.0980593527345432,0,0.0386397072160905,0,0,0,0,-0.0837387031195935
DGB,0.235796682888677,0,0,0,0,0,0.495926909866602,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0291444930734323,0.0333612031003972,0.0432009834795471,0,0,0.0185287849194536,4.33680868994202e-19,-0.0277832880470225,0,0,0,0,-0.0878385981271214
CVIX.Index,0,0,0,0,0,-0.0267976245750815,0.0185220979993125,-0.0354703528793262,0.00478741509723424,0,0,0,0,0,0.0867377776244345
DXY.Curncy,0,-0.00566808649642548,0,0,0,0,0,0,0.00529684278422536,-0.00570217915885696,0,0,0,0,-0.00588254706080586
SPX.Index,0,0.0194164691399236,0.00201486982543463,0,-0.00482432005264417,-0.0185935771851145,0,0,0,0,0,0,0,0,-0.111627306919677
VIX.Index,0,0.0218417963147967,0,-0.240344899670792,0,0.0378568864824133,0.148035029418064,-0.00483947921852757,0,0,-0.258124535493164,0,0,-4.48009460096849,0
