,BTC,ETH,DASH,XMR,XRP,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0943772966539368,0.140052148315217,0,0,0.0333200551321478,0.0165409484289714,0.00112231758569822,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0981571114959576,0.158466018496734,0,0,0.140457100566118,0,0.0649351601290837,0,0,0,0,0,0,0,0,0
DASH,0.184108580594834,0.149242452890497,0,0.067333211717946,0,0,0,0,0,0,0,0.0660590920142095,0.202426064733863,0,0,0,0,0
XMR,0,0.326662149528846,0.0367837230001455,0,0,0.331433167064696,0,0.0307004217677569,0,0,0.0661243349672296,0,0,0,0,0,0,-0.0892630358913619
XRP,0.0510783228548817,0,0,0,0,0,0,0,0,0.196760390724313,0.00450304788010654,0,0,0,0,0,0,0
LTC,0.059415201414554,0,0,0.0617163211504134,0,0,0.110531855453727,0,0,0,0,0,0,0,0,0,0,0
ETC,0.224501253751618,0.034429920570161,0.0931271983991316,0,0,0.586594840864106,0,0,0.0254217025871136,0,0.0852267035258058,0.0409212787865772,0,0,-0.0399098257739834,0,0,0
XEM,0,0.134743948821766,0,-0.0806004471453402,0.406300259610924,0,0.163909231478576,0,0.176180127727244,-0.388449395605616,0.196893185633868,0.0865015992868995,0,0,0,0,0,0
ZEC,0,0,0.235621488466385,0,0,0,0.230369307368966,0,0,0.14356791537131,0,0.0468496577590137,0.0430053741387698,0,0,0,0,0
DOGE,0.0913930872690438,0,0,0.0685517096660906,0.194496959223964,0.0467069172848521,0,0,0.193000573129301,0,0.0390679385765958,0,0,0,0,0,0,0
XLM,0,0,-0.0466639266034112,0.140728287730379,0,0.0501238500100695,0.260302022824545,0.0556033025961194,0,0,0,0,0.120096083487094,0,0,0,0,-0.054625291721645
NEO,0,-0.327134169490085,0.0565518295912831,0,0,0,0.373153397220494,0,0.0368585628375236,0,0.202786902978421,0,0.181883651924723,0,0,0,0,-0.0489648919939563
DGB,0.386404602937994,0.043657336968435,0,0,0,0.0978833079156524,0,0,0.000563717809310669,0,0.072990906033223,0.0509425746470474,0,0,0,0,0,0
BV010082.Index,0,0,0.00142749369060495,0.0202528625640075,0.240674265453852,0,-0.00667859300457671,0,-0.013779257734539,0,0,0,0,0,0,0,0,0
CVIX.Index,0,0.07612552550255,0,0,0,0,0,-0.0816000029763858,0,0,0,0,0,0,0,0,0,0.0460849494987821
DXY.Curncy,0,0.0202955632408815,0,0,-0.00349288935543337,0,-0.00810488310450364,-0.0148955362994917,0,0,0,0,-2.16840434497101e-19,0.122114185486528,0.0251239678635423,0,0,-0.0147004582386693
SPX.Index,0,0.0125657536476626,0.000335421607667489,0,0,0,-0.0127882754097644,0,0,0,0.00399453827941617,0.00297262991571325,0,0,0,0,0,-0.0441081366437442
VIX.Index,0,0,-0.0443217826902957,0,0,0,0,-0.101285924748815,0,0,0,0.0493056219880787,0,0,0,0,0,0
