,BTC,ETH,XRP,LTC,ETC,DASH,XEM,XMR,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0282564882800146,0,0.534957998783217,0,0.0583345070714641,0.036788404875294,0.0864952694974799,0,0,0.0409028418216751,0,0,0,0,0
ETH,0,0,0,0,-0.119806131095058,0,0.0313314393295265,0,0,0,0.353631102722514,0,-0.294081245318528,0,0,0.0434046285616861
XRP,0,0.00639599684824832,0,0,-0.00137871252895553,0,-0.0296524215344763,0.0465056207048281,0,0.112231968970496,0.0164199569381192,-0.216792907905578,0.168940912730121,0,0,-0.0746972795276154
LTC,0.545347758566561,0,0,0,-0.00382337032860921,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0121969018841502
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.049599722852173,0,0.0291759539623135,0,0,-0.0221565893843275,0.0466906907687954,0,0.0453935614079239,0.0372345043262301,0,0.0836523282069389,0,0,-0.0301409741665039
XEM,1.01616123555141,8.67361737988404e-19,0,0,0.0200673600755044,0,0,0.301874961458211,0,0.377929135804569,0.0683662975739934,0,0,0,0,0.119231677503109
XMR,0.921904971774983,-0.105463008180274,0,0,-0.0463890649617173,0.0493273785711665,-0.0449663312366108,0,0.0911943728014296,0,0.095432560991848,0,0,0,0,-0.00808572602929852
DOGE,0.239385238543912,0.0681543241224569,0,0,0.00165169289933112,0,0,0.0814657400278027,0,0.0733135525539072,0.011525588702941,0,0,0,0,0
XLM,0,0,0.112702844785422,0.0790595171329591,-0.0403137694826875,0.177262987688772,0.1843264286317,0.110971231311977,0,0,-0.163812911567593,0,0,0,0,0.105222311412735
DGB,0,0.254094393545588,0,0,0,0,0.0892033158638198,0,0,0,0,0,0,0,0,0
BV010082.Index,0,-0.0136160690991858,-0.00189072271509034,-0.0411914309694378,0.00676869615360966,0,0,0,-0.0245554428857097,0.0205557387188538,0,0,0,0,0,-0.0588066685729325
CVIX.Index,0,-0.11464108407748,0.0429216129386994,0,-0.0129928059527288,0,0,0,0,0,0.0675580407253541,0,0,0,0,0.213955789646351
DXY.Curncy,0,-0.004125062963279,0,0,-0.00100736864811396,0,0.00121305750459274,-0.0118503425680895,-0.0060659645928986,0,-0.000100221586039684,0,0.0161353976733158,0,0,0
SPX.Index,0,0,0,0,0,0,0,0,0,0,-0.0105082729694249,0,0,0,0,-0.0574941719101709
VIX.Index,0,0.0926329189141424,-0.0575507748396839,-0.125780303983277,0.0941878512595598,0,-0.104055546457711,-0.0758980013677054,0,0.296310053747676,0,0,0.907873687443019,0,0,0
