,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.219268133894246,0.0323046196264443,0.00952006638946816,0,0,0,-0.00959444199595682,0.00725612368467107,0.0110970033730626,0,0,0,0,0,0
ETH,0,0,0,0,0,0.079775431476136,0.23905362501689,0.0329915674741606,0,0.107019134412186,8.67361737988404e-19,0,-0.0367881930902465,0,0,0,0,0.154728303689577
XRP,0,0,0,0,0,0,0,0.0447913663399552,0,0.416676054950741,-0.0499368412256109,0,0,0,0,0,0,0
LTC,0.558406353342733,0,0,0,0.0330365601088615,0,0,0,0,-0.000398397920623405,-0.00551643338348225,-0.000527139957897852,0,0,0,0,0,0
ETC,0,0,0.0634464335234165,0,0,0,0,0,0,0,-0.0224773558780218,0,0,0,0,0,0,0
XMR,0,0.409437706087342,0,0,0,0,0,0.168405256082534,-0.400799115475111,0,-0.120302447262015,-0.013884160620655,-0.125765160188723,0,0,0,0,-0.104366077824503
DASH,0,0,0,0,0,0.0575496090862861,0,0,0,0,-0.05606766252204,-0.0246757232062791,0,0,0,0,0,0
XEM,0,0,0.0785814166652762,0,0,0.044851019014844,0,0,0,0,0,0,0,0,0,0,0,-0.0414363674117405
DOGE,0,0,0.0665389601470878,0,0,-0.0474130712202726,0,0.00282900240664691,0,0,0.0100832981650477,-0.00850358564925931,0,0,0,0,0,0
XLM,0,0,0.567486226900023,-0.0852618760938269,0.185573637198694,0.0700056226461277,0,-0.0957165410662108,0,0,0.0312792736076544,0,0.131411240935874,0,0,0,0,0
NEO,0,0.504786506074827,0,0,0,-0.401957214911152,-0.819025136956889,0,1.52011239406403,0,0,0.0583961544964713,0.261155691637001,0,0,0,0,0.103952607426636
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0177299616221917,0,0,0,0,0,0
BV010082.Index,0,0,-0.0858015826146623,0,0,0,0.00456802959538587,0,-0.251906001337936,0.045515452957098,-0.00215924018850313,0.00746131381914118,0.040749602459248,0,0.0539918932084067,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.0300953537745293,0,0.0646571634052475,0.00691280770251721,0,0,0,0,0,0,0.102745196533256
DXY.Curncy,0,-0.00597224070149184,-0.00894205095331762,0,0.00751686342518917,-0.00630726807911198,-0.00224471650332709,0,0,0,0,0.000845735055536519,0.0121363962268459,0.0388224656395448,0,0,0,0
SPX.Index,0,0,0.00360737345449979,0,0,-0.00347044233939352,0,0.0166013633754621,0,0,0,-0.000124386684582636,0,0,0,0,0,-0.0683853164154548
VIX.Index,-0.26289956273351,0,0.00589499233872877,0,-0.263346119098979,0,0,0.353337996788749,0,-0.141341301305443,0.0049391196136028,-0.0156373005431518,0,0,1.78842718323636,0,-0.28354945087349,0
