,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.158633203134691,0.020090739482809,0,0,0.00237286293537497,0.0870138979533028,0,0,0.11309793324603,0,0,0.00661742268329285,0,0,0,0,0
ETH,0,0,0,0.106763604484925,0.0922067920824869,0,0,0.0353065622913747,0.191821869093415,0.169770497993524,0,0,0,0.0568087815769735,0.00275913715633912,0,0,0,0,0
XRP,0,0,0,0.234992371181228,0.11033546970308,0,0,0,0.111433006890396,0.0668420690883124,0.0482338450015039,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.453333468926808,0,0,0.0915043831897067,0.107798702293096,0,0,0,0,0.031106369614735,0,0,0,0,0,0
EOS,0,0,0,0.20368577071935,0,0,0,0.2364498183531,0.107999734614017,0.0365658448609944,0.0699582472627364,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.139067835255313,0,0,0.130447000207638,0.174360684027364,0.157173821343345,0,0,0,0,0.0752438629869361,0,0,0,0,0
LTC,0,0,0,0.389405791736343,0.0415588772845635,0,0,0,0.0913281390902013,0,0,0.0425658141119306,0,0.0363204071088616,0,0,0,0,0,0
ADA,0,0,0,0.216715731976069,0.0934418088609769,0.161212099202674,0,0,0.0249709246149193,0.074213088563309,0,0.00128377884649674,0,0.0274059193650227,0.161375900777347,0,0,0,0,0
MIOTA,0,0,0,0,0.234734283591383,0,0,0.16421291706756,0,0,0.426915143989797,0,0,0,0,0,0,0,0,0
TRX,0,0.0692275126595687,0,0.221575390379516,0.20573841704598,0.167080223452873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0877965414041999,0,0,0,0.261666649189113,0.0825049723905132,0,0,0,0,0.305091124060868,0,0,0,0,0
XMR,0,0,0,0.273522088435564,0.130881681953006,0,0,0.0353736354462221,0,0,0.128344039514935,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0,0.107419345074831,0,0,0,0.00886359076065845,0,0,0,0,0.0686842604391984,0.203085845950181,0,0,0,0,0
ETC,0,0.158837153673111,0,0.285418612837964,0.0418796813832264,0,0,0,0.132067686623984,0,0,0,0,0,0.026017172742739,0,0,0,0,0
XEM,0,0,0,0,0.21714429207885,0.0360113427081358,0,0.194279040133899,0,0.047008293060231,0.146219426822442,0,0,0.0515852562786402,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0617661709895499
CVIX.Index,0,0.06897885426857,0,0,-0.0293681463614684,4.33680868994202e-19,0,0,0.07236346563963,0,0,0,-0.152135487261575,-0.039277055892342,0,0,0,0,0,0.0157082250468671
DXY.Curncy,0,-0.0103713341738182,0,0.0145581693557372,0.00868290974953135,0,0,0,-0.0176077411747015,0.0024501593109606,0,0,-0.0143326591664176,0,0,-0.00863007664592219,0.0271078822765537,0,0,0
SPX.Index,0,0,0,0.00689667584056156,0,0,0,0,-0.00467066660709665,0,0,0,0,0,0,0,0,0,0,-0.0560974603509871
VIX.Index,0,0,0,-0.0145961386543978,-0.280778034978684,-0.155353770115746,0,0,0,0,0.131817166957241,0,0,0,0.0699945125307226,-0.45580619356578,0.264188212784513,0,-2.7687671541842,0
