,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.141054057169758,0.243925400361873,0,0.310113829529259,0.0389981475104385,0,0,0,0,0,0
XRP,0.334045470510897,0,0.0452116679472277,0,0.237080278451252,0,0.00876242635037933,0,0,0,0,0,0
LTC,0.597655162049955,0,0,0,0,0,0.0642101844960263,0.0647107368288807,0,0,0,0,0.0205446990991846
DOGE,0.291087038977261,0,0.154174839674204,0,0.0240115948962298,0.144701171403548,0.0481870716376898,0.0374675504186856,0,0,0,0,-0.0323920745110889
XLM,0,0.83482989371236,0,0,0,0,0,0.0110554894544412,0,0,0,0,0
DASH,0.727841236470873,0,0.0964353858616578,0,0,0,0.018806710761816,0.0230647228926198,0,0,0,0,0.0148985032972498
XMR,0.888657069504203,0,0.127415393113674,0,-0.00692415977304767,0,0,0,0,0,0,0,0
DGB,0.530798230449964,0,0.152889701612322,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,-0.0737618839910072,0.0157115800928847,0,0.00950535394654112,0,0,-0.0443242693532192,0,0,-0.0904131064052825
CVIX.Index,0,-0.0841543081634769,0.0775299295380536,0,0.0595616544622923,0,0,0,0,0,0,0,0.0441480449805913
DXY.Curncy,0,-0.0035480495793933,0,0,0,0,0,0,0,0,0,0,-0.0126188169598489
SPX.Index,0,0,0.00326431014936514,0,0,0.000393642612025907,-0.00701934805880361,-0.00645171639603958,0,0,0,0,-0.0828721092965712
VIX.Index,0,0,0.110753738031168,0,-0.168744790622926,0.0453491218141952,-0.152290943785077,-0.0352773587929482,0,0,0,-5.04936788171677,0
