,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0307944077877304,0.00228975889731116,0.130893616322001,0,0,0.00269075742111052,0,0,0,0.0871743207853307,0.0236673654711082,0,0,0,0,0,0
ETH,0,0,0,0,0,0.241230701096282,0,0.00507640122029754,0.0254632383920976,0,0.0731884731135553,0,0.1097452886314,0.00839357106613518,0,0,0,0,0,0
XRP,0,0.0191327426723995,0,0,0,0.0749667033123791,0,0.0772576912673908,0.0689598643572817,0.0155794048084016,0.203772758202145,0,0,0,0.0229903109501943,0,0,0,0,0
BCH,0,0,0,0,0.268673114469736,0.147353399005196,0,0,0.250491664292525,0,0,0,0,0.0132835693013786,0,0,0,0,0,0
LTC,0,0,0,0.10853070250947,0,0.188457677186915,0,0,0.0479143343368208,0,0,0,0.207073173976022,0,0,0,0,0,0,0
EOS,0,0.0530905652267903,0,0.135608340192949,0.139583057964311,0,0,0,0.00284194150002815,0,0,0,0.0314296995059566,0,0,0,0,0,0,0
BNB,0,0,0,0,0,0.188178078213318,0,0,0,0.070532605569069,0,0.189508571903705,0,0.0151183884906953,0,0,0,0,0,0
XLM,0,0.0404896516801455,0,0.0266188307440325,0,0.195362505308891,0,0,0,0.0594252243805816,0.0826575144850159,0.10255005745693,0.00911070996604902,0.00598748502884679,0,0,0,0,0,0
ADA,0,0,0.142274439085794,0.306847460225153,0,0.11831102363355,0,0,0,0,0,0,0.154412736550307,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0.270737575724075,0,0.0634420200625357,0.0802020550723816,0,0,0.120038380002391,0,0.0127675420822823,0,0,0,0,0,0
XMR,0,0.322156133396724,0,0,0,0.0095761026354356,0.00463269419561261,0.155907715369915,0.0135437805562176,0.0576163712154012,0,0.146792968037186,0,0.0196285398809859,0,0,0,0,0,0
DASH,0,0.0722848378339957,0,0,0.0404186577392029,0.0461323265544945,0.00418559559162619,0.0127528737255535,0,0.0555626518252538,0.296852575388132,0,0.0439976599062195,0.00967478488936118,0,0,0,0,0,0
BSV,0,0,0,0,0.385913929075222,1.0842021724855e-19,0,0,0.0871682650823421,0,0.092538027800693,0,0,0.00688616717979304,0.0071666934159083,0,0,0,0,0
ATOM,0,0,0,0,0,0,0.280716050023337,0.437132872935565,0,0,0.332683238486147,0,0,0,-0.454414506491999,0,0,0,0,-0.204046365090076
MIOTA,0,0,0,0,0,0,0.0423244886054115,0.0848987135402795,0.0366330603468185,0,0.341173385435417,0,0.0695563866749112,0.00652591388079464,0,0,0,0,0,0
BV010082.Index,0,0.0431216664593143,0,0,0,0,0.0112122016020446,0,0,0,0.041447240864626,0,0,0.029854081408344,0,0,0,0,0,-0.0700734432037938
CVIX.Index,0,0,0,-8.67361737988404e-19,-0.0212396348340545,-0.0293448968919701,0,0,-0.0869785525400974,0,0,0,0,0,0,0,0,0,0,0.0660031156899715
DXY.Curncy,0,0,0,0,0,0,0.00182434887332967,0,0,0,0,0,0,0.00686880569956573,0,0,0,0,0,0.0134677251184012
SPX.Index,0,0,0,0,0,0,0,0,0,0,0.00352099433341017,0,0,-0.000961871334062461,0,0.0261754904873232,0.00578497172085835,0,0,-0.0706883311101084
VIX.Index,0,0,0.0982801752056505,0,0,0,0,0,0,0.413721647782734,0,-0.479904893546287,0,-0.0506347443585399,0,0,0.139971735489057,0,-3.42880164410505,0
