,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0159323880092938,0.0852234186800367,0,0,0,0,0.118893975564298,0,0.0290717807375364,0,0,0.0190579719268338,0,0,0,0,0,0
ETH,0,0,-0.00485406030022795,0,0.144178162836135,0,0.0270638802318825,0,0.0717584226335137,0,0.00630741448193715,-0.0356499847537494,0.010154073302041,0,0,0,0,0,0,0
XRP,0,-0.0562969591023967,0,0,-0.183870643428968,0,0.29472777003213,0.0569895121889428,0,0,0.0623316939916207,0.350952149906339,-0.00348361380897627,0,0,0,0,0,0,-0.0576908020683942
LTC,0,-0.0704774617694187,0,0,0,0.0517000612428307,0,0,0.156455086631158,0,0.158440093858827,0,0.0352896863345691,-0.0119892723478971,0,0,0,0,0,0
ETC,0,0.299554660388102,-0.100575329682569,0.0513897488136694,0,0.164849479754783,0.124515998962895,0,0,0,0.0589660581136215,0,0,-0.0119911461148421,0,0,0,0,0,0
XEM,0,0,0,0.00426196007595912,0,0,0,0,0.0955190599405787,0,0.0403998598475606,0,0.207656439234081,0,0,0,0,0,0,0
DASH,0,0,0,0,0.07411226494515,0,0,0,0.303535027853924,0,0.0738783083675829,0.0474132006728399,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0721158333724202,0,0.0584744587121344,0.233345358483744,0,0,0,0,0.0585094369897744,0,0,0,0,0,0,0,0
ZEC,0,0,0,0,0,0,0.0519620587247772,0,0,0,0,0.00222303370443964,0.166974542248529,0,0,0,0,0,0,0
NEO,0,0.299119992811817,0,0.461631916254485,0.188095440610731,-0.0264900127820801,0,0,0,0.254640394103148,0,0,0,0.0889048863078892,0,0,0,0,0,0
XLM,0,0,0.635639236221541,0,0,0.0409321314153168,0,0,0.20675636934616,0,0.0814762518915423,0,0,0.0209426163176628,0,0,0,0,0,0
DOGE,0,0.0351979929609755,0,0.213908005285316,0,0.256335208937055,0.00938775814516692,0,0,0,0.087884011308614,0.0920373688598135,0,0.00840055657541535,0,0,0,0,0,0
DGB,0,0,0.139391532909964,0,-0.115785058333533,-0.163425648459008,0,0,0.179556584570347,-0.206282779132557,0.0599048655751344,0.21459974113561,0.347837668889438,0,0.182457090910042,0,0,0,0,-0.0363894145279936
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00193568044950395,0,0,0,0,0.00685978777551527,0.00693197762679231,0.0146088521154713,0,0,0,0,0,0,0,-0.0701468585960012
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.00125259968417547,0,-0.00219395410249193,0.00809303849086314,-0.0115643095687205,0,0,0,0,0.000818875120619153,0.00136071045467169,0,-0.00447885772484096,0.00111563080480725,0,0,0,0,0.00983751003387429
SPX.Index,0,0,0,-0.000242407180132318,0,-0.000530174567181291,0,0,0,0,-0.000899904373821095,0,0,0.00149129848414964,0,0,0,0,0,-0.0316704931939203
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
