,BTC,ETH,XRP,LTC,ETC,XEM,DASH,MIOTA,XMR,ZEC,NEO,XLM,DOGE,DGB,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.101061696673899,0,0,0,0,0.113811133912556,0,0.031207121153807,0,0,0.025700184853966,0,0,0,0,0,0
ETH,0,0,0,0,0.146253981005238,0,0.0474123493041034,0,0.0154964331521605,0.17379415991764,0.00459590730183505,-0.0158317924308036,0.0453873624310903,8.67361737988404e-19,0.0914662733016091,0,0,0,0,0
XRP,0,-0.0656978281477422,0,0,-0.169790286534265,0,0.329817817648601,0.0515139866396988,0,0,0.0575413796648766,0.368684993930078,-0.00798516485372859,0,0,0,0,0,0,0
LTC,0,0,0,0,0,0.101063129943744,0,0,0.187614621030455,0,0.117981912263089,0,0,0,0,0,0,0,0,0
ETC,0,0.141489234526975,-0.00985403742672173,0.140699704773683,0,0.0472281488699255,0.152420995538607,0,0,0,0.0578428623729489,0,0,-0.0201283883344823,0,0,0,0,0,0
XEM,0,0,0,0.0263105186359088,0,0,0,0,0.0622824580570972,0,0.0331345529608763,0,0.238232473911048,0,0,0,0,0,0,0
DASH,0,0,0,0,0.0522042120787388,0,0,0,0.299575267597163,0.0395888650591783,0.0769391030312458,0.045440110935986,0,0,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0,0,0,0.0503144448431108,0,0.0767860111658213,0.280045024687302,0,0,0,0,0.059697447427944,0,0,0,0,0,0,0,0
ZEC,0,0.136814068313001,0.0498289974210511,0,0,0,0.0624677738212754,0,0,0,0.0174180461515419,0,0.17642164203655,0,0.0402073719170353,0,0,0,0,0
NEO,0,0,0,0.348378730338367,0.0875817121601134,0,0,0,0,0.247123049642819,0,0,0,0.0498262236461471,0,0,0,0,0,0
XLM,0,0,0.598081010167646,0,0,0,0,0,0.234728651864542,0,0.0652730525248658,0,0.030881237946736,0.0280911870644909,0,0,0,0,0,0
DOGE,0,0,0,0.10432085030327,0.0615193892204493,0.248748704845625,0.0991653805942814,0,0,0,0.0395172509500582,0.0812779611106669,0,0,0,0,0,0,0,0
DGB,0,0,0.0675590552224062,0,-0.169014452895417,-0.186666763272094,0,0,0.113751048147826,0,0.0778725344905759,0.26164332347688,0.352774340851436,0,0.184674364719722,0,0,0,0,-0.0590548067377837
BAT,0,0.298021903344373,0.0269957046255573,0,-0.207919512428483,0.109582611036515,0,0,0,0,-0.0340543555974897,0.0117469228162152,0.0153685074827118,0.0493482783858262,0,0,0,0,0,0
BV010082.Index,0,0,0.011209559660434,0,0.0191779949743619,-0.0205207251178028,0,0,0,0.012301704185345,0.000969385148342519,0.00989125000700114,0,0.0043903519829688,0,0,0,0,0,-0.0461438010554228
CVIX.Index,0,0,0,-0.0178418427240213,0,0.0219163880984965,0,0,0,0,0.00864123900292801,-0.00698567851385232,0,0,0,0,0,0,0,0.0314400569456065
DXY.Curncy,0,0,0,-0.00599514806772093,0.00720547962565312,-0.00785974542779984,0,0,0,0,0.00235574979725452,0,0,-0.00253210267509193,0.00211626525515266,0,0,0,0,0
SPX.Index,0,0,0,0,0,-0.00314774392224744,0,0,0,0,0,0,0,0.00223527844809935,0,0,0,0,0,-0.0306116092396706
VIX.Index,0,0.0553306322639057,0.0812342177572458,-0.0791502973086991,0,0,0.152757359142571,-0.120041439366556,-0.0691491495191586,0,0,0.00954997929893561,0.029526476569262,0,0.0500533879969683,0,0,0,0,0
