,BTC,ETH,DASH,XRP,XMR,LTC,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.123617903082996,0,0.11890489613738,0,0.0249466223154918,0.03315118937176,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.107167603190371,0,0.129551187660468,0,0.149280937270058,0,0.0567792241004375,0,0,0,0,0,0,0,0,0
DASH,0.512243966327774,0.378916818057073,0,0,0.00684878635781415,0,0.0518512572575293,0,0,0,0.262230215102777,0.0848767636904661,0.0765237240351168,0,0,0,0,0
XRP,0.0400494838481732,0,0,0,0.00848236752449962,0,0,0,0.00706691100278328,0.118835531589346,0.0762030250136343,0,0,0,0,0,0,0
XMR,0.432773421010003,0.0810649863902204,0.0938368535628686,0,0,0.285117442116281,0,0,0,0,0.110003278552216,-0.118483149718762,-0.0831464612899841,0,0,0,0,0
LTC,0.236853556360049,0,0,0,0.0265559019683715,0,0.0922596034896891,0,0,0,0,0,0,0,0,0,0,0
ETC,0.152379606264873,0.0793122683845014,0.106312133510049,0,0,0.120587590059622,0,0,0.045810056758866,0,0.0736145397165259,0.218468390089131,0,0,0,0,0,0
XEM,0.378918215137337,0,0.141686308071366,0.0540541780533386,-0.172264911092256,0.104916420252542,0.0369120791203966,0,0.0471790473345398,0,0,0,-0.0641469648205679,0,-0.579287984793207,0,0,0
ZEC,0,0,0.37833814189167,0,0,0,0.238008891315477,0,0,0,0,0.0284923677759497,0,0,0,0,0,0
DOGE,0.200424723706756,0,0,0,0,0,0,0,0.0469021280161249,0,0.100420770929299,0,0,0,0,0,0,-0.020587129446651
XLM,0,0,-0.0746893459877439,0,0.0324208241552074,0.186432201725446,0.227974942744298,0.00164774458262514,0,0,0,0,0.0482145926273487,0,-0.0846380820336409,0,0,-0.0909939585055978
NEO,0,-0.244735798653708,0,0,0,0.0339638014374826,0.309829239145299,0,0,0,1.73472347597681e-18,0,0.193924319696735,0,0,0,0,0
DGB,0.206275318632518,0.0729118890012044,0,0,0,0,0,0,0.0523535903658343,0,0,0,0,0,0,0,0,0
BV010082.Index,-0.0808721003292208,0,0.136595906783332,0,0.0596062912035037,-0.145184713221948,-0.0373527301936925,0.037952153597236,0,0.107251262870337,-0.0162827378862015,0,-0.00930536494953771,0,0,0,0,0
CVIX.Index,0,0.0951734899881443,-0.028449448833813,0,0.0763352546844758,0,0,-0.0560027632245796,-0.0614368501604498,0,0,0,0.0186081082537092,0,0,0,0,0.10345215739975
DXY.Curncy,0,0.0145935023429502,0.0082621205602265,-0.00524068869366652,0.00246513742161012,0.0226952444187108,-0.0158244870650992,-0.0158046222989604,0,0,0,-0.00720292663501279,0,0.132043085079027,0.0319052970464696,0,0,-0.0145020147049568
SPX.Index,0,0.000618746547205013,0.00279395371115061,0,0,0,-0.00577947556893351,0.00200182676361256,0,0,0.00475175679397549,0,0,0.02389504290895,0,0,0,-0.0441878989811413
VIX.Index,0,0,0,0,0,0,0,-0.0535816492642804,0,0,0,0.0217209954201349,0,0,0.131202799779196,0,0,0
