,BTC,ETH,XRP,ETC,XEM,LTC,DASH,XMR,ZEC,XLM,DOGE,DGB,BAT,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0299487487209359,0.0778101884958389,0,0.109752135893407,0,0,0,0.0213269122512105,0,0.0381577809151478,0,0,0,0,0
ETH,0,0,-0.0513813642251443,0.072393626947973,0,0,0.0382317850042616,0.0552443766099315,0.113343329509386,-0.0178771114394115,0.071011133838152,0.0117171926056849,0,0.0455591048233807,0,0,0,0,0.147305278359785
XRP,0,-0.0911183201055577,0,-0.137513845683937,0,0,0.349278094332909,0,0,0.357952023324502,-0.0028153061727135,0,0.12658993865529,0.0402259876072418,0,0,0,0,0
ETC,0,0.0461676159994958,-0.18545012061918,0,0,0,0,0,0,0,0,-0.0280367527380189,0,0.323262676740878,0,0,0,0,0.0581652913381951
XEM,0,0,0.0677955415513978,0,0,0,0,0.225963705184177,0,0,0.288460809352963,-0.0336874194917181,0,0.0938229215852137,0,0,0,0,0
LTC,0,-0.0815681230768772,0,0,0.0474494778936191,0,0,0.14929848531852,0,0,0.0309631327069667,-0.0131592907133279,0,0.170085868930593,0,0,0,0,0
DASH,0,0.115405224706773,0,0,0,0,0,0.190159280562358,0.134698733171569,0.0482449555859182,0.00430785419132092,-0.0238097882658126,0,0.00943650431315098,0,0,0,0,0
XMR,0,0.0429969436498815,0,-0.0259602334750283,0.0692661839645098,0.0502358992880951,0.243850456858516,0,0,0.0600495032205006,0,0,0,0,0,0,0,0,0
ZEC,0,0.157954259990845,0.018419191742153,0,0.00923505753166439,0,0,0.059682134813779,0,0.00657100671677251,0.147159762370476,0,0,0.0267215645350754,0,0,0,0,0
XLM,0,0,0.661056847253193,0.0963504171191116,0,0,0,0.208868564433805,0,0,0.0483151890315932,0.00946166719516153,0,0,0,0,0,0,0
DOGE,0,0.0275620449177582,0,0,0.25705286216703,0.262590204315271,0,0,0,0.0882295258005998,0,0.0120792873401106,0,0.0851092575341982,0,0,0,0,0
DGB,0,0,0.156348736956222,-0.0593237026278893,0,0,0,0,0,0.250703594801371,0.126458037156069,0,0.165758558493483,0,0,0,0,0,-0.0341254118255803
BAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0.311901384614517,0,0.102329070388961,-0.0131644493291962,0.415183145641418,0,0.0989094913336811,0.256547212946237,0,0,0.0933452364350601,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0.00375398477114225,0,0,0,0,0,0,0,0,0,0.0226078121500151,0,0,0,0,-0.0563701089058964
CVIX.Index,0,0,0,0,0.0211559137198929,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0119480824760137,0.00041406800966288,0.000556677628446183,-0.0103968743167254,0,0,0,0,0.00212243808523278,0,-0.00657209497343196,0,0,0,0,0,0,0
SPX.Index,0,0,0,0,-0.00306662879266738,0,0,0,0,0,0,0.00367349936338226,0,0,0,0,0,0,-0.0269912507226071
VIX.Index,0,0,0.0517679446576604,0,0,0,0.12471545235148,-0.180140988370833,0,0.0317207101843855,0.0850640186511872,-0.0714035643762891,0,-0.0636237155916305,0,0,0,0,0
