,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,ZEC,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.151036641342083,0,0.00559271763211922,0,0,0,-0.00609069696083232,0,0.0102494385722425,0,0,-0.0197190746190519,0,0,-0.011577885649415
ETH,0,0,0,0,0.0901768144778616,0.0133863009116197,0.101710717228214,0.0450254259456819,0,0.131168873035904,0,0,0,0,0,0,0,0.116259720686704
XRP,0,0,0,0,0,0,0,0.0447913663399552,0,0.416676054950741,-0.0499368412256109,0,0,0,0,0,0,0
LTC,0.290779861992516,0,0,0,0.0456600212080661,0,0,0.00771801773410958,0,0,0.000135772044225804,0.0056262349849953,0,0,0,0,0,0
ETC,0,0,0.0646592637552797,0,0,0,0,0,0,0,-0.0232236688427783,0,0,0,0,0,0,0
XMR,0,0.545471865135383,-0.0981753596406349,0,-0.217325901737393,0,0,0.143488863061526,-0.512645841139563,0.0404334823367989,-0.13502864235563,-0.0135346564329375,-0.192529046374644,0,0,0,0,-0.137356647163127
DASH,0,0,0,0,0,0.0592940632217791,0,0,0,0,-0.0546679672651036,-0.00943536511027603,0,0,0,0,0,0
XEM,0,0,0.217844280317185,0,0.0712265576216122,0.0502450183974985,0.277289730500399,0,0,-0.0222199367192253,0.0299265620738671,-0.0333103999343683,-0.0113095897497834,0,-0.853562366609337,0,0,0
DOGE,0,0,0.0662877767227866,0,0,-0.0456465787941483,0,0,0,0,0.0101474213273904,-0.00861281068697643,0,0,0,0,0,0
XLM,0,0,0.538195026772398,-0.152795841504201,0.127948085089324,0.0771317050843374,0,-0.124559044025909,0,0,0.023926412400244,0,0.203780201980339,0,0.192245921260155,0,0,0
NEO,0,0,0,0,0,-0.413898236231574,-0.267861852744501,0,0,0,0,0,0,0,0,0,0,0.259198654492316
ZEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0,0,0,0,-0.0177302008100715,0,0,0,0,0,0
BV010082.Index,0,0,-0.0795206612597404,0,0,-0.0137637843318356,0,0,-0.128281099897616,0,-1.0842021724855e-19,0,0.0206451035541056,0,0.0542705692120717,0,0,0
CVIX.Index,0,0,0,0,0,0,0,-0.030095852560822,0,0.0646598999160444,0.00691245641935583,0,0,0,0,0,0,0.102744816965056
DXY.Curncy,0,0,-0.0119219166930698,0,0,-0.0049968764289163,0,0,0,0.00499297394423572,0,0,0.00659917500464583,0.0194086508676901,0,0,0,0.00294076638930058
SPX.Index,0,0,0.00439632991660724,0,0,0,0,0.0125610393676431,0,0,0.000862363214144274,0,0,0,0,0,0,-0.0680914901103915
VIX.Index,0,0,0.0658089189061273,0,0,-0.0885345396878783,0,0.259983203738776,0,-0.195781781382324,0.0147990606778994,-0.0117946804254042,0,0,0.724344456836058,0,-6.42361331754126,0
