,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,MIOTA,DASH,TRX,NEO,ETC,BNB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0202563151021669,0,0.157229794027896,0,0,0,0,0.121337798093466,0,0,0.113328701801128,0,0,0,0,0,0,0,0
ETH,0,0,0.0155283368932491,0,0.266600348133086,0,0,0.0167490838894172,0,0.103164548383785,0,0.0728793029357882,0.0647570565848615,0.0818848875501167,0,0,0,0,0,0
XRP,0,0,0,0,0.339579032077021,0,0,0,0,0.200930494169263,0,0,0,0,0,0,0,0,0,0
BCH,0,0,0.0807086432961107,0,0.234315190596747,0,0,0.135991742914067,0,0.0486016046539614,0.00653783810265132,0,0,0,0,0,0,0,0,0
EOS,0,0.174507612813629,0.0839887135047504,0,0,0,0,0.110667407645298,0,0.10190195258064,0,0.0562332111749719,0.210127072361317,0,0,0,0,0,0,0
XLM,0,0,0.128147727850455,0,0.0418310136587654,0,0,-1.73472347597681e-18,0.105147225821944,0.0405309899833652,0,0,0.167720596149423,0,0,0,0,0,0,0
LTC,0,0.147938440558031,0,0.255461275612245,0.11133926853801,0,0,0,0,0.152945359340225,0.0339301365753771,0,0,0,0,0,0,0,0,0
ADA,0,0,0.0466196964497472,0.083062916422349,0.143080485907693,0,0,0,0.0925908416954961,0,0,0.278835217602466,0.167241816791961,0,0,0,0,0,0,0
XMR,0,0.258080995421592,0,0.133954976749128,0.106684428078073,0,0,0,0,0.0530601523406292,0.0895999876055308,0,0.0938003206951178,0,0,0,0,0,0,0
MIOTA,0,0,0.0670605836064639,0,0,0,0,0,0,0,0,0.422291733611244,0.436975051060953,0,0.0478549285273716,0,0,0,0,0
DASH,0,0,0.0777027230773355,0,0,0,0,0,0,0.0367028044868934,0,0.112116804886924,0.235798188483906,0,0,0,0,0,0,0
TRX,0,0,0,0,0.0695897093086397,0,0,0,0,0.0881217514574855,0,0,0.460260621284626,0,0,0,0,0,0,0
NEO,0,0,0.0364980658740781,0,0,0,0,0,0.0642020921249539,0.316164543643573,0,0.339231528400432,0,0,0,0,0,0,0,0
ETC,0,0.161896195191276,0,0,0.241122994315107,0,0.159567949114271,0,-0.0719695384634031,0.212299265915325,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0.0397818450486132,0,0.0613456424738527,0,0,0.115330901984777,0,0.0833533951697777,0.0769490871194747,0,0.144443637427874,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0565382168514206
CVIX.Index,0,-0.145053885628285,0.0382430542521913,0,0,0,0,0.0646154715414744,0,-8.67361737988404e-19,0,0,0.0427585974230304,0.0333107292977857,-0.015179919487486,0,0,0,0,0.101658432341893
DXY.Curncy,0.0102168332627992,-0.00668463169830537,-0.0161100858387329,0,0,-0.00435755870528663,0,0,0,0,0.012880603092188,0,0.000590491819954196,0.00781981097972594,-0.0148421054765294,0,0.115253186642328,0,0,-0.00732064989880615
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044153548897777
VIX.Index,0,0,-0.233118992443888,0.050090072114807,0.164041429074153,0,0,0,-0.173778599940172,0.316611174446353,-0.0192578727981974,0,-0.275687404616794,0,-1.38777878078145e-17,-0.00231290224850255,0.549349535987971,0,-4.53572357733382,0
