,BTC,XRP,LTC,DASH,DOGE,XLM,XMR,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.138834002071169,0.118335685207124,0.345864588294462,0.0321332520400976,0.174873194065981,0.00300022971583566,0,0,0,0,-0.0183595589179265
XRP,0,0,0.0724388233570419,0,0.206032954508252,0.205484408666907,0.0746831118159925,0.0318050293245998,0,0,0,0,0
LTC,0.659119703090015,0,0,1.73472347597681e-18,0,0,0.029532500199476,0.0353400409024847,0,0,0,0,0
DASH,0.586241773283376,0,0.143985424654795,0,0,0,0,0.0430377542926348,0,0,0,0,0
DOGE,0.195484782342771,0,0.0973115861157489,0.0652855135833018,0,0,0.103659623990959,0.0209625090368781,0,0,0,0,0
XLM,0.490168460868114,0.607586526600058,0,0.0305933962604277,0.130356891124772,0,-0.163508759718513,0.00675679347591822,0,-0.240165095122183,0,0,0
XMR,0.641739773060978,0.0847642852424144,0.129573997273973,0,0.150573630745057,-0.0172803654081627,0,0,0,0,0,0,0
DGB,0.678230151379305,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0.0918254602745847,0,0.0167819237246516,-0.022812587842146,-0.0901033591937734,0,-0.0450613136815064,0,0,-0.0466805506369579,0,0,-0.0495968358690616
CVIX.Index,0,0,0,0,0,0,0,0.0353190248704216,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0,0,0,0.00845555113319709,0,0,0
SPX.Index,0,0,0,0.0026274185452853,0,0,-0.0102616575846012,0,0,0,0,0,-0.0905134035990036
VIX.Index,0,-0.0401456926830685,0.0428678341007054,0,0,0,-0.163585910960196,0,0,0,0,-5.90934841513823,0
