,BTC,ETH,XRP,XEM,ETC,LTC,DASH,XMR,XLM,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0308662896777001,0,0.00935411803795776,0,0.0242904399745706,0,0,0,2.16840434497101e-19,0.0841901060408643,0,0,0,0,0
ETH,0,0,-0.00285944524282255,0,0.0238710377707518,0.0154875240521976,0.0689131332649477,0,0,0,0,0,0.0755667857969942,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.416253444055008,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.131697738247856,0,-0.272072565589206,0,0,0.15841356794439,0,0.178005909614838,0.088909798077939,-0.0125101411852545,0.21598672875808,0,0,0,0,0
ETC,0,0.130662733613713,-0.0055600198256289,0,0,0.0300455188340097,0.109968651849909,0,0,0,0,-0.0615690064446875,0.174649496675052,0,0,0,0,0.0530711130491922
LTC,0,0,0,0,0,0,0,0,0,0.0916208491467427,0,0,0.15532144610511,0,0,0,0,0
DASH,0.270523713082805,0.153273031550022,-0.0863340260373484,0.0547781874995693,0,0,0,0.215625289997959,0.0610908889884316,-0.0552387178051378,0.332522632309975,0.017414056405681,0,0,0,0,0,0
XMR,0,0.0926190664029205,-0.00832351588837652,0.0770194564024763,-0.091905669860624,0.0313193219714191,0.286172991918554,0,0.0514790968711096,0,0,-0.00535514978080995,0,0,0,0,0,0
XLM,0,0,0.459988872806364,0,0,0.0511862956672867,0.0502343048701826,0.181483439350707,0,0.148942418936015,0,0.0744897386428338,0.0722089174665825,0,0,0,0,0
DOGE,0,0,0.0501298247347263,0,0,0.184613797939435,0,0,0.210247536876164,0,0.357076837278719,0,0.122724841654823,0,0,0,0,0.18414646659281
ZEC,0,0,0,0.0461563610967632,0,0,0.167013416110331,0,0,0.124154218857462,0,0.0144626584531116,0.0185086816265055,0,0,0,0,-0.0109072566784288
DGB,0,0,-0.0788287459513001,0,0,-0.116651583719132,0,0.314340839088975,0.368037899768361,0,0,0,0.0294129412659436,0,0,0,0,-0.016311672696494
NEO,0,0,-4.33680868994202e-19,0.039975452437311,0.131515865895606,0,0.0571639842305083,0,0.0204850199434945,0,0.215081284110084,0.036362305120589,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0.00765062138771999,0,0,0.00788163057221955,0.0134769066757979,0,0,0,0,-0.0704655793705419
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0.0106849857258764,0,-0.0134072126179165,0.00623002856579171,0,0,-0.00160474171692959,0.00237385937180019,-0.00118946827644371,0,-0.00620037871924256,0,0,0,0,0,0.00372411464393754
SPX.Index,0,0,0,0,0,0,0,0,0,0,0,0.00314518655302421,0,0,0,0,0,-0.0252108378200368
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
