,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,MIOTA,XTZ,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0839991080371506,0,0.0323541786244176,0,0,0,0,0.109401752856219,0,0.101860318869702,0,0.018532984355619,0,0,0,0,0
ETH,0,0,0,0,0,0.0402855219332001,0,0,0.0868199636697709,0.0700039260875106,0.115598144887659,0,0.0912189226353426,0,0.0567329186094186,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0.0694546367180728,0.0754642177297975,0.263418815837756,0,0,0,0.0340813489382044,0,0,0,0,0
BCH,0,0,0,0,0.480341282709733,0.174342635316127,0,0.0295878702509616,0.193258918704144,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.0945179868937384,0,0.303973259045846,0,0,0.110599313842738,0,0,0,0.15157469498335,0,0.0177453701390639,0,0,0,0,0
EOS,0,0,0,0.217211809870064,0.0351998899198458,0,0,0,0,0.116090502451115,0.00630736569736599,0,0.15022502780574,0,0.0925875488578016,0,0,0,0,0
BNB,0,0,0,0.147534833340028,0,0,0,0,0.0843495883592653,0,0,0.438080175038577,0,0,0,0,0,0,0,-0.0121364223483253
XLM,0,0,0,0.0567728106955324,0,0,0.00715396878543906,0,0.0645205785969597,0.104772529305451,0.102691284284628,0.126176896532514,0.0298016341743747,0,0,0,0,0,0,-0.0430348108337854
ADA,0,0,0,0.35584172539963,0,0,0,0,0,0,0,0,0.0800854891684174,0,0.0692039000451003,0,0,0,0,0
TRX,0,0,0,0,0.0431857451344284,0.198551617776679,0.0216844233180163,0.142196605863962,0.0883859253320919,0,0.0242723126127058,0.092989973978119,0,0,0.00247558979288824,0,0,0,0,0
XMR,0,0.372255977167613,0,0,0,0,0.0392813349794776,0.222074551872644,0.00945415207093735,0.100379414169747,0,0,0.000462502350049947,0,0,0,0,0,0,0
DASH,0,0.058489900751774,0,0.0277647542414751,0,0,0.0528743997149852,0.0685373123384589,0.0893629321153037,0.0323960643072747,0.177906545556805,0,0.0714500350958981,0,0,0,0,0,0,0
BSV,0,0,0,0,0.373440474576972,0,0.0276261462646768,0,0.0668173275071111,0,0.0604477103863082,0,0,0.0141481404437018,0.026734620469429,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0429735763468575,0.100178476735805,0.0249860211461219,0,0.339374203056567,0,0.0740233426291882,0,0,0,0,0,0,0
XTZ,0,0,0.231086888284494,-0.125296029336653,0,0.0722121907294609,0,0.298245069301627,0,0,0.21918742473969,0,0,0,0,0,-0.496050998477479,0,0,0
BV010082.Index,0,0.0783026144042933,0,0,0,0.023999858417143,0,0,-0.0494708521048387,0,0,0,0,0,0,0,0,0,0,-0.0372364427284485
CVIX.Index,0,0,0,0,0,0,0,0,-0.113000375740762,0,0,0,0,0,-0.0743362359882654,0,0,0,0,0.0555938032941355
DXY.Curncy,0,0,0,0,0,0.00735766551991187,0.00451355239220002,0,0,0,0,0.00913028108547302,0,-0.0215241596087763,-0.00385238844112051,0,0,0,0,0.00628126408006862
SPX.Index,0,0,0,0,0,0,0,0,-0.00181413264446724,0,0,0,0,0,-0.00113302710624684,0,0,0,0,-0.0709943491626791
VIX.Index,0,0,0,8.67361737988404e-19,0,-0.0529993904378707,-0.0535092693093379,-0.544619376250666,-1.38777878078145e-17,0.424686543041658,0,-0.264565942298942,0,0,0.0516831920763809,0,0.157031900195306,0,-2.34756005571622,0
