,BTC,ETH,DASH,XRP,LTC,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.119196817562312,0,0,0.112686232265437,0.0348419778529651,0.0454305386861147,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.102392949065333,0,0,0.150829522721639,0.137895879518015,0,0.056540019236524,0,0,0.02114161738619,0.0503739731398929,0,0,0,0,0
DASH,0.260703767223197,0.233158848207237,0,0,0,0,0.0243758697506761,0,0,0,0.117230202099407,0.0826419801768309,0.040107225347071,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0.140190769284542,0.0862578316190739,0,0.003253794623807,0,0,0,0,0
LTC,0.0857668024676872,0,0,0,0,0.0475237540505179,0.109497095633935,0,0,0,0,0,0,0,0,0,0,0
XMR,0.383096209998748,0.290119461087107,0,0,0.223846407643475,0,0,0,0,0.062558816836792,0.0872118107109601,-0.0297367457172893,-0.108682303963441,0,0,0,0,-0.110817037815333
ETC,0.152168156600191,-2.16840434497101e-19,0.088708281483482,0,0.0211027949486587,0.0292438633732372,0,0,0.14270124783309,0,0.107891348276164,0.120406037316584,0,0,0,0,0,0
XEM,0,0,0,0,0.298240662821407,0,0.00797222211845063,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0.287777162323445,0,0,0,0.159668287618461,0,0,0,0,0,0,0,0,0,0,0
DOGE,0.120791557402512,0,0,0.101559824621161,0,0.106589329498218,0,0,0.0583348349272959,0,0.0864215049830315,0,0.0235809397424149,0,0,0,0,-0.0222540106041627
XLM,0,0,-0.0473366840651852,0,0.161582765511761,0.113641449548007,0.205117263768679,0.0207424809214861,0,0,0,0,0.0983009978014596,0,0,0,0,-0.0268925565735904
NEO,0,0,0,0,0,-0.0786040272008396,0.304400766839857,0,0,0,0.10699440962347,0,0.188561083045746,0,0,0,0,0
DGB,0.206471300603932,0.114046497418201,0,0,0,0,0,0.0117420432472717,0,0,0.0991066176243871,0.0702364744397643,0,0,0,0,0,0
BV010082.Index,0,0,0.106668967874137,0,0,0,-0.0671853153462453,0,0,0.0480039376288454,-0.0211812378126795,0,0,0,0,0,0,0
CVIX.Index,0,0.111169277658652,0,0.0353705461531774,0,0.0295617404827163,0,-0.0956632083815748,-0.139552680157014,0,0.021295437095589,0,0,0,0,0,0,0.106364984917349
DXY.Curncy,0,0.00294892640021245,0.0141938676136311,0,0,0,-0.00787359465465397,-0.0131136140995156,-0.00453987617581579,0,0,-0.00522508591383716,0,0.0748494123680145,0.0205246436682922,0,0,-0.00853663735471547
SPX.Index,0,0.00760099913207358,0.00528525570989028,0,0,0.00101920823851395,-0.0115650441456267,0.00224665603238333,0,0,0.00114938954072842,0,0,0,0,0,0,-0.0448943753898047
VIX.Index,0,0,0.0730809795502972,0,0,0,0,-0.133706168394661,0,0,0,0,0,0,0,0,0,0
