,BTC,XRP,ETH,LTC,DOGE,DASH,XLM,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.534135369207978,0,0.024901652818682,0,0.0891742827946566,0,0,0,0,0,0,0
XRP,0.0934411666436206,0,0,0,0.0261113432897522,0,0.18091455801507,0,0.0185239889328849,0,0,0,0,0,0
ETH,0,-0.142397878173115,0,0,-0.140073984184097,0,-0.142090899781908,0.0851044139049062,0.0333047032399574,0.0846487712510514,0,0,0,0,0.109644794959569
LTC,0.740103541050263,0,0,0,0.0405907965719772,0,0,0,0.0201624714047862,0,0,0,0,0,-0.0462591976977721
DOGE,0.340648272074512,0,0,0.247368272617825,0,0.0259196874149379,0.0900841774206903,0,0.0113632806325638,0,0,0,0,0,0
DASH,0.165542818014586,0,-0.441957627166431,0,0,0,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0.217362778860753,0.0273936294497923,0,0,0,0.0892961137678276,0.194869297227226,0,0.11480696700305,0,0,-0.0232477899222588
XMR,0.437756422675158,0,0,0,0.0664395941703975,-0.1170480138199,0.222147982544485,0,-0.0774016658971095,0,0,0,0,0,-0.0333851357978233
XEM,0,0.1049395628172,0,0,0,0,0.227349861320794,0.264806269120156,0,0,0,0,0,0,-0.0901168014450494
DGB,0.539409682913606,0,-0.025182286581135,-0.202487623735105,0.0922305339620628,-0.0774488184973922,0.290287105084834,0,0.0381283069994421,0,-1.88354022683556,0,0,0,0.0818803199657272
BV010082.Index,0,0,0,0,0,0,0,0,0.00967520216647732,0,0,0,0,0,-0.046907518677365
CVIX.Index,0,0,0,0,-0.0161081955664838,-0.0258194167222076,0,0,-0.0371313616936218,0,0,0,0,0,0.0758032842037676
DXY.Curncy,0,0,0.0045263383075486,0,-5.42101086242752e-20,0.000301911550279223,0,0.00347960865933915,0,0,0,0,0,0,-0.0144297440373907
SPX.Index,0,0.0125818322717338,0,0,-0.00958390068987298,-0.00895257169285779,0,0,0,0,0,0,0,0,-0.105230070678526
VIX.Index,0,0.0635177972748376,0,-0.316824628998309,0,3.46944695195361e-18,0.0826223280748967,-0.0651456901766483,-0.0171294369521168,0.0830290641929994,0,0,0,-4.45880747445058,0
