,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.105163679487765,0,0,0.172712765719416,0,0,0,0,0.00819330398764871,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.0235018250615105,0.0452049624751685,0.0206027775181871,0,0.0959055880651876,0.205166180376594,0.205664673412736,0.300858799580392,0,0,0,0,0,0,0,0,0,0
XRP,0,0.178340361310294,0,0,0.083341180470875,0,0,0.164611109731389,0,0,0,0.208575274657651,0,0,0,0,0,0,0,-0.0635992838395554
BCH,0,0.318073007142542,1.73472347597681e-18,0,0,0,0,0.0605941353014281,0,0.203447218744386,0,0,0,0,0,0,0,0,0,0
EOS,0,0.214518485945561,0.0468065234534237,0.0962634098002579,0,0.0640235862860415,0,0.0409400509714148,0,0.0635114883700646,0,0.0310795140377331,0,0,0,0,0,0,0,0
XLM,0,0,0.165036111644836,0,0,0,0,0.395021151951097,0,0.133679593522986,0,0,0,0,0,0,0,0,0,0
LTC,0,0.180618185121072,0.00726788115209365,0.112149954794396,0,0,0,0.0298694072789943,0,0.0507750420754592,0.0298253172255244,0.248158096607659,0,0,0,0,0,0,0,0
ADA,0,0.13454951975574,0.163381648185018,0.0420578781798496,0,0.0794135442924343,0,0,0,0.217155409151818,0,0,0,0.20092391705247,0,0,0,0,0,0
XMR,0,0.44380912697289,0.00031643027181991,0,0,0,0,0,0,0,0,0.166695274864333,0,0,0,0,0,0,0,0
TRX,0,0.233656567361657,0.0310434424953571,0.0158431769234936,0,0,0,0.399270962354546,0,0,0,0,0,0,0,0,0,0,0,0
DASH,0,0.302289507218029,0,0,0,0,0,0.119302242569652,0,0.0120196714407211,0,0.125795816263814,0,0,0,0,0,0,0,0
MIOTA,0,0.13101858007227,0.0615773502895035,0,0,0,0,0.122753918389825,0.0388530167159086,0.14298041058215,0,0,0,0.107418135975607,0,0,0,0,0,0
BNB,0,0.243442715456412,0,0.030231292789117,0.0511741283208439,0,0,0,0,0.0587018857199915,0,0.019001521826883,0,0,0,0,0,0,0,0
NEO,0,0.098089890836392,0,0.0677527049867473,0,0,0,0.229608076162865,0,0.00046600261370178,0,0.310080349347719,0,0,0,0,0,0,0,-0.0104919744848452
ETC,0,0.231748994462174,0.025189790030407,0.0396338748778711,0,0,0,0.145101387887434,0,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023467093594643
CVIX.Index,0,0,0.0224750511051896,0.0241764578925145,-0.0453436437953359,0,-0.209127031642116,0,0,0,0,0.200499374513106,0,0,0,0,0,0,0,0.0385428280727264
DXY.Curncy,0,0,0,0,0,-0.02158922749579,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108964045642978
SPX.Index,0,0,-0.00947736212996534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0929037084191232
VIX.Index,0,0,-0.143291568127537,0.185359945976001,0,-0.162836292214322,-0.0901881379982503,0,0,0,0.0758273798879164,0,0,-0.0407148106315979,0,0,0.387868043493232,0,-5.78016585895943,0
