,BTC,ETH,XRP,LTC,ETC,XMR,DASH,XEM,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0910388014280439,0.0186603118579569,0,0.028917537433625,0,0,-0.0103865648348693,0,0,0,0,0,0,-0.0117392068993509
ETH,0,0,0,0,0,0,0,0,0,0.0525995842435864,-0.00837061550678739,0,0,0,0,0,0.142558068439329
XRP,0,0,0,0,0,0.0286403147174255,0,0,0,0.299672979253584,-0.0393245422327872,0,0,0,0,0,0
LTC,0.215001568099505,0,0,0,0.0427978713491582,0.00448772492672528,0,0.0121580054093599,0,0,0.00710133807090161,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XMR,0.596976533257766,0.64483061660149,-0.0518883247093501,0,-0.0483401614611918,0,0,0.205946676607516,-0.69691669564808,0,-0.145262259836411,-0.18736541119922,0,0,0,0,-0.174106269528739
DASH,0,0,0,0,0,0.0278110749528264,0,0,0,0,-0.056670719352503,0,0,0,0,0,0
XEM,0,0,0.0469466809235984,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.052127422962416
DOGE,0,0,0.0692314245895057,0,0,-0.0472360573114342,0,0.0712970715571765,0,0.0173015174114114,0.0089716746947361,0,0,0,0,0,0
XLM,0,-0.00505027672928883,0.523840513923118,-0.257501313096568,0.116992358134776,0.0217885929591461,0,-0.0918072014176079,0,0,0.0152967843406572,0.166936214605689,0,0.304322390949102,0,0,0
NEO,0,0,0,0.661643310252618,0,-0.263113447034112,-1.01406642036124,0.0920592455869432,1.16081174356112,0,0,0,0,0.418276364254617,0,0,0.237031956354185
DGB,0,0,0,0,-0.0716989091074688,-0.0396464400889052,-0.0700396487446396,0,0.0749458462465156,0,0,0,0,0.335717835539009,0,0,-0.0632837754865355
BV010082.Index,0,-0.0358154900787017,-0.0773623550717725,0,0,0,0,0,-0.243258857261085,0,0.000695667024345094,0.0284611593588803,0,0.168307727293196,0,0,0.00595759086803313
CVIX.Index,0,0,0,0,0,-0.0241084361131906,0,-0.044424084979819,0,0.0597187935704597,0.009814420471607,0,0,0,0,0,0.0990826556659411
DXY.Curncy,0,0,-0.0112715360753435,0,-0.00361254551801596,0,-0.00685854231598574,-0.00263894414089572,0,0.000975125667536164,5.42101086242752e-20,0.00784313747761597,0.0272049646062972,0.0238913185295988,0,0,0
SPX.Index,0,0,0.00550889522721229,0,0,0,0,0.00596478105333136,0,0,0,0,0,0,0,0,-0.069172708180383
VIX.Index,0,0,0.130456660685782,0,-0.0943335922479787,0,0,0.180571430757503,0,-0.220879470518451,0.0186725711765136,0,0,0.649087966177926,0,-4.55164437073902,0
