,BTC,ETH,XRP,LTC,DASH,XMR,ETC,XEM,ZEC,DOGE,XLM,NEO,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0644491443834267,0.109785158555339,0.0880601301041027,0.0895886149054417,-0.0398981094963354,-2.16840434497101e-19,0,0,0.0607411331402955,0,0,0,0,0
ETH,0,0,-0.0397774526161868,0,0.13476428343608,0.318864798966692,0.00377315804006779,0.0164593970216765,0,0,0.13330407863732,0,0.0267752107142844,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0.576488046046109,0,-0.0853812358628817,0,0,0,0,0
LTC,0,0.00288299579885426,0,0,0,0.0725967068504179,0.00400372618801524,-0.0420016985261804,0,0.0745058103249512,0.0785806416963779,0,0,0,0,0,0,0
DASH,0,0,-0.139937994667558,0,0,0,0,0.0429997598995972,0.176253593861124,0,0,0,0,0,0,0,0,0
XMR,0,0.31306927178068,-0.0196306113215999,0,0,0,0,0.150826161234704,0.0331268404760431,0,0,0,0,0,0,0,0,0
ETC,0,0.333507875713447,0,0.0628194669541617,0.116254921371463,0,0,0,0,0,0,0,0,0,0,0,0,0
XEM,0,0,-0.0496023442807759,-0.0173597271401119,0,0.108545173195885,0,0,0.118863661435493,0,0,0.0527430945615945,0.135238558153988,0,0,0,0,0
ZEC,0,0,0,0,0.198821059563943,0.144007763887494,0.00420671923566802,0,0,0.171543536996554,0,0.0965204308379055,0,0,0,0,0,0
DOGE,0,0.0805028168445392,0.0658425240561963,0.133336358139698,0,0,0,0,0.126197756543134,0,0.261232431069995,0,0.0149717492483268,0,0,0,0,0
XLM,0,0.150534638556183,0.408640372601349,0.156606027895464,0,0,0,0,-0.145485975818044,0.0923487328011694,0,0,0.0622576565847586,0,0,0,0,0
NEO,0,0,-0.030550127623533,0,0,0,0,0,0,0.146814641687311,0,0,0,0,0,0,0,0
DGB,0,0.133541630121083,-0.0709926185309541,0,0,0,0,0.0817083174740832,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0.0227283590479375,0,-0.00299527646592798,0,0,-0.0645336112091081,0,-0.0108158816449423,0,0,0,0.0291540513491382,0,0,0,0,-0.0613459335627891
CVIX.Index,0,0,0,0.020211753739136,0,0,0,-0.0347546819504623,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0160917754584277,-0.00732354811635251,0,0,-0.00794939821824277,0,0.0104171118112093,0.00284484412414336,-0.000748218600796504,0,-0.000567201777103621,-0.0137275468507563,-0.00285915941250272,0.081207648972693,0.0161683473964766,0,0,0.000801460100595502
SPX.Index,0,0.00163068618714155,0.00081324287049498,0.00256325606792268,0,0.00258944667071405,0,0,0,0,0,-0.00544985923584986,0,0,0,0,0,-0.0191413169493655
VIX.Index,0,0,0,-0.00819914284807585,-0.0467682768002703,-0.0682685456062023,0,0,0,0,-0.0038693660466557,0,0,0,0.349458414526874,0,0,0
