,BTC,ETH,XRP,BCH,LTC,ADA,NEO,XLM,EOS,XEM,XMR,DASH,MIOTA,TRX,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.184223023225803,0,0,0.0715596013926806,0,0.0676750917857108,0.0828369032394548,0.170600432249524,0,0,-4.33680868994202e-19,0,0,0,0,0,0
ETH,0,0,0.0615175413333201,0.156057608377839,0,0,0,-1.73472347597681e-18,0.0128627153199402,0,0.0806096287702995,0,0,0.0947197651482634,0.114810176750732,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352320949171504,0.167680612262429,0,0,0,0,0
BCH,0,0.00480196270430339,0.0279063126017146,0,0,0,0.0899711984731767,0,0.0215282130073244,0.0337698859108102,0,0.356226537217649,0,0,0.104743758088585,0,0,0,0,0
LTC,0,0,0,0.156386651869711,0,0,0,0,0.107193272129718,0.0517923050905996,0.0988167171824724,0,0,0.0511947231879159,0.127762707190894,0,0,0,0,0
ADA,0,0,0,0,0,0,0.00739419632438327,0.0477796252959243,0.0998670170939693,0.0652454520894374,0.141449295929484,0,0,0.112661279158799,0.0329982092976921,0,0,0,0,0
NEO,0,0,0,0.092731067926803,0,0.0485175281286968,0,0.00846104119898589,0,0,0.1009661805948,0,0.22707030492809,-1.73472347597681e-18,0.225154871013248,0,0,0,0,0
XLM,0,0,0.133176187769033,0,0,0.350451872896337,0,0,0.0746337182610613,0,0,0,0,0.144981717975422,0.0787846485071016,0,0,0,0,0
EOS,0,0,0,0,0,0.0881902431150005,0,0,0,0.092680044773677,0.0876919381496171,0,0,0.0708969751137355,0.287185502683826,0,0,0,0,0
XEM,0,0,0,0,0,0.0851908360480559,0.100638454679474,0,0.14684197495796,0,0,0,0.167935876915992,0.103809245693001,-8.67361737988404e-19,0,0,0,0,0
XMR,0,0,0.0189136797161534,0.0117589110465069,0,0,0.142295705628181,0,0.0851213298007854,0,0,0.119861494617808,0.255934436514906,0.0373478224196129,0,0,0,0,0,0
DASH,0,0,0,0.036272135880175,0,0.0246296710362971,0,0,0,0.065335822334863,0.124766800932302,0,0,0.186478661717183,0.121134746297619,0,0,0,0,0
MIOTA,0,0,0.0514760302175197,0.148478414255265,0,0,0.133093956100154,0,0,0,0.0888475919086592,0.0525310337668233,0,0.208397366080555,0.143767011930662,0,0,0,0,0
TRX,0,0,0.35277409834408,0.276428399567555,0,0,0,0,0,0.193801158805603,0,0,0,0,0,0,0,0,0,0
ETC,0,0,0,0,0,0,0.191107311606186,0.00939469632494343,0.318231384199336,0.0128615170205862,0,0,0,0.188044266580035,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199346638389839
CVIX.Index,0,0,0,0,0.0365239711696597,0.0159303758851471,0,0,0,0.031862661907348,0,0,0,-0.0626864654079194,0,0,0,0,0,0.0383501300140085
DXY.Curncy,0,0,0,0,0,0,0,-0.000342776433141404,-0.00959728927598037,-0.00320741698623748,-0.00634961022285361,0,0,0,0.0068349932345498,0,0,0,0,0.011071435241346
SPX.Index,0,0,0,0,0,0.0147198677308858,0.000580342845085637,0,0,0.00155064171118368,0,0,0,-0.0176780118066264,0,0,0,0,0,-0.0581281183490367
VIX.Index,0,0,0,-0.405758834477648,-0.00385981802412929,0,0.0908331660507087,0,-0.048464533015832,0.0835478084182227,0.133579569420495,0,0,0.255397172972792,-0.0991417415106551,0,0,0,-3.95858733162196,0
