,BTC,ETH,XRP,LTC,XEM,DASH,ETC,MIOTA,XMR,EOS,NEO,ZEC,DOGE,XLM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.107403223030796,0.0391118406054233,0,0,0,0.159320891642839,0,0,0,0,0,0.0920479827368782,0,0,0,0,0
ETH,0,0,0,0,0,0.0671096552227403,0.223637449343386,0.054107023140827,0.115285068011716,0.0173155035333927,0,0,0,0,0.0752754410249216,0,0,0,0,0
XRP,0,0,0,0,0.232319018063077,0,0,0.0529703458705605,0,0.018374579004273,0,0,0,0.207017569655757,0,0,0,0,0,0
LTC,0,0,0,0,0.0886025693414327,0,0,0,0.140579430089965,0.0445962064714636,0.0804863784026867,0,0.0118895175302832,0,0,0,0,0,0,0
XEM,0,0,0.0423705420714331,0,0,0,0,0,0,0.119649545210583,0.0225700999823081,0,0,0.203556097972244,0,0,0,0,0,0
DASH,0,0.121523110913055,0,0,0,0,0.0256075130819613,0,0.157275364675165,0.0336905284011212,0.068189501075529,0,0,0,0.0666913126524558,0,0,0,0,0
ETC,0,0.360485934083608,0,0.136233811992797,0,0,0,0,0.0123235336239128,0.00852702258816282,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.172754833710848,0,0,0,0,0,0,0,0.0160739048217993,0.0448700274119615,0,0.087578453511845,0,0.0778119091060937,0,0,0,0,0
XMR,0,0,0,0,0.218063997844182,0.150101906871343,0,0,0,0,0.00163089489404946,0,0.0420359623392467,0.0909236672111266,0.0546879696063188,0,0,0,0,0
EOS,0,0.199416456679911,0,0,-8.67361737988404e-19,0,0,0.178681555807764,0,0,0.033783369799682,0.176103838630822,0,0.107776334934961,0.0380328776608107,0,0,0,0,0
NEO,0,0,0,0.0557493900955369,0,0.117366502303853,0,0,0,0.0245358840341375,0,0.546704845127736,0,0.0225781946506189,0.0546337923447416,0,0,0,0,0
ZEC,0,0.143963201834903,0,0,0,0,0,0.0497400427168434,0.133065044850435,0.0204503977996727,0.0246810887239551,0,0,0.24920499484634,0,0,0,0,0,0
DOGE,0,0,0.0466901648552952,0.068031938456284,0.275827666071022,0,0,0.0168043580656659,0.114278630176014,0,0,0,0,0,0.0963512566998349,0,0,0,0,0
XLM,0,0,0.107977025951222,0,0.143667967389907,0,0,0.0149543377688127,0.408359123029223,0.0563398300127241,0.0388667750341947,0,0,0,0.0801760638903256,0,0,0,0,0
DGB,0,0,0,0,0,0,0,0.124329231181846,0.0440883465275083,0.062399835538167,0.0235950933210121,0,0.183651518173873,0.619645108135047,0,0,0,0,0,0
BV010082.Index,0,0.0255576176355526,0,0.0085291682616739,-0.00298903492797652,0,-0.0382314254017046,0,0,0,-0.00547929101063857,0.0257458419060144,0.00660577053133846,0,0,0,0,0,0,0
CVIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0.0108600106227365,0.0030814789706986,0,0,0,0.00343959379625107,-0.00729896333421787,0,0.0102147917152776,0,0.000192463755798079,0.0118034160844965,0,-0.0103749576406772,-0.00621025341133324,0,0,0,0,0
SPX.Index,0,0,0,0,0,0,-0.00433230134170065,0,0,0,-0.000108906683677451,0,0,-0.000502001882971688,0.00146395575646751,0,0,0,0,-0.0528130691464088
VIX.Index,0.0599094340559993,0.115596659551115,0,0,0,0,0,-0.0584519921169641,0,0.0122834620583983,-0.025552722632049,0,0,-0.0152083924759882,0,0,0,0,0,0
