,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,XMR,DASH,BSV,ATOM,MIOTA,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0529192458653734,0,0,0,0,0,0,0,0,0.0360908876602779,0.0217645341644598,0,0,0,0,0,0
ETH,0,0,0,0,0.0234975792101343,0.214946711113841,0,0,0.0335304527271442,0.107323527635458,0.0590790155092108,0,0.0972372971097986,0.0116144856060213,0,0,0,0,0,0
XRP,0,0.0683612861448099,0,0,0,0.0749468847811247,0,0.086253803239662,0.0572043865841231,0.00131980672424318,0.166438437093727,0,0,0,0.0288582135384883,0,0,0,0,0
BCH,0,0,0,0,0.267962503478069,0.148306745375713,0,0,0.265914877872246,0,0,0,0,0.0168544468334059,0,0,0,0,0,0
LTC,0,0,0,0.098225850814709,0,0.164113131145869,0.0232874890034486,0,0.106498022903675,0,0,0,0.20323051029667,0,0,0,0,0,0,0
EOS,0,0,0,0.113710321845065,0.158313163190313,0,0,0,0,0,0.0213119642174259,0,0.120944709055873,0.00181915185970904,0,0,0,0,0,0
BNB,0,0,0,0,0.21426482889416,0,0,0,0,0.0734797688330612,0,0.247789887155233,0,0.0165895007318028,0,0.228733697606294,0,0,0,0
XLM,0,0.0404896516801465,0,0.0266188307440327,0,0.19536250530889,0,0,0,0.0594252243805825,0.0826575144850159,0.10255005745693,0.00911070996604911,0.00598748502884664,0,0,0,0,0,0
ADA,0,0,0.300136916584819,0.275104563544457,0.13633178224548,0.0192502994796381,0,0,0,0,0,0,0.111585858376206,0,0,0,0,0,0,0
TRX,0,0,0,0,0,0.244672693827745,0,0.0950059050064336,0.0878783024998561,0,0.0099055957258933,0.11109105113171,0,0.00694682934283854,0,0,0,0,0,0
XMR,0,0.416336755619101,0,0,0,0,0.026257959495835,0.158633839625891,0.0296956827920614,0.0115866538954005,0,0.136717514981291,0,0.0201581969100117,0,0,0,0,0,0
DASH,0,0,0,0,0.0765949350463306,0,0.0596924960629502,0.050204941287755,0.101530628872478,0.0490718076775908,0.174435936113751,0,0.0444105379996181,-2.16840434497101e-19,0,0,0,0,0,0
BSV,0,0,0,0.00154767060800135,0.35900379312151,0,0,0,0.0932032687919947,0,0,0,0,0.0243003183206798,0.0340847095537857,0,0,0,0,0
ATOM,0,0,0,0,0,0,0.298951541292907,0.452213346246045,0,0,0.289710916932351,0,0,0,-0.442666891884723,0,0,0,0,-0.216942063073319
MIOTA,0,0,0,0,0,0,0.0423244886054115,0.0848987135402793,0.0366330603468186,0,0.341173385435416,0,0.0695563866749116,0.00652591388079473,0,0,0,0,0,0
BV010082.Index,0,0.0203393618262771,0.0985944733253893,0,0.0440477180783772,-0.0307755181450633,0.056388723603713,0,0,0.0237774262066119,0,-0.0983403913178783,0,0.0299568314817425,0,0,0,0,0,-0.144822706611559
CVIX.Index,0,-0.0516815678885323,0,0,0,0,0,0.0103262394132354,-0.0868088077279525,0,0,0,0,0,0,0,0,0,0,0.100723529018977
DXY.Curncy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294898784884973,0,0,0,0,0,0
SPX.Index,0,0,0,0.00310046192713202,0,0,-0.00513255810446374,0,-0.00316716072116938,0,0.00944816110860964,0,0,-0.000828372110527022,0,0.0200572841701782,0.00817397272792143,0,0,-0.0788558436276162
VIX.Index,0,0,0,0,0,-0.111101547911477,0,0,-0.0135889606884602,0.371362893933033,0.435229929629776,-0.5888709009079,0,-0.0649625237662137,0,0,0.200015709967509,0,-3.49507029174356,0
