,BTC,XRP,LTC,DOGE,XLM,DASH,XMR,XEM,DGB,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0459639653134043,0.114871087844822,0.047905812279936,0.015910773487306,0.0500971881513707,0.0477283453851813,0.0146297527595423,0,0,0,0,0,0
XRP,0.140034083406016,0,0.0635778304417899,0.0657288220573271,0.160055319539794,0.0684127635972014,8.67361737988404e-19,-0.0841889928341671,0,0,0.253757454501631,0,0,0
LTC,0.328502015494577,0,0,0.125097408741443,0,0.00843005988887431,0.0435271359401271,0,0,0,0,0,0,0.0686039895409047
DOGE,0.412132431752897,0.0367096763214928,0.29590316629484,0,0.407545900415543,0,0.0473711629859669,0.0525061060472414,0,0,0,0,0,0
XLM,0.547148430414053,0.264398878545084,0,0.226772064961316,0,0,0,0,0.0305603720221906,0,0,0,0,0
DASH,0,0,0,0.0549230754480814,0.110998811506868,0,0,0,0,0,0,0,0,0
XMR,0,0.0650038032946883,0.160459168138914,-0.143793035796972,0,-0.314376232847746,0,-0.249800808325225,0.200318047340214,0,0,0,0,-0.108005360691764
XEM,0,-0.165656476309091,0.15824919191862,0.223549322262968,0.177907006569942,0,0,0,0.11766239761009,0,0,0,0,0.125771247234411
DGB,0,-0.0575899700658102,0.127170009328906,0.0515573807963599,-0.0199159999452843,0,0.15584409156506,0.118614609066275,0,0,0,0,0,0.0656849502418043
BV010082.Index,0,-0.0262673174383912,-0.00154558952779453,-0.0168815075518998,0.0161944416536225,0,0,0,0,0,0.148681597006078,0,0,0.00552640716036102
CVIX.Index,0,0,-0.0473846183217771,0,0,0.0605827859578914,0,0.0536961035660156,-0.0145686125718649,0,0,0,0,0.14399685938978
DXY.Curncy,0,0,0,0.0157945867757801,0,0.00438201218498604,-0.0155697584959367,0,-5.79620364950933e-06,0,0.137453414776643,0,0,-0.0277260151404479
SPX.Index,0,0,0,0.00797604858169426,0,0,0,0,0,0,0,0,0,-0.0741085215467871
VIX.Index,0,-0.0789856730768816,0.18522822629168,0,0,-0.0860851843081869,-0.135751195601589,0,0.0476890366303513,0,0.212282688032636,0,-3.90967705451355,0
