,BTC,ETH,BCH,XRP,LTC,DASH,XEM,XMR,MIOTA,ETC,NEO,ZEC,XLM,EOS,BAT,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.104083597312614,0.029600642335022,0,0.0122880532531771,0.0815224916877787,0,0.0197200514056215,0,0,0,0.0908825748497158,0,0,0,0,0
ETH,0,0,0.00510552923200447,0.094393146966709,0,0,0,0,0.101949366427528,0.0771734603405706,0,0.126481050165767,0,0.0723512120977677,0.123821506226189,0,0,0,0,0
BCH,0,0,0,0,0,0,0,0,0,0,0,0.0760071261633086,0,0.182922160665173,0,0,0,0,0,0
XRP,0,0.14487021722159,0,0,0,0,0,0,0.102466792235325,0,0,0,0.0747849166283689,0,0.0537711125627349,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0553635172667952,0.16446854128328,0,0,0,0.149939134077468,0,0,0,0,0,0
DASH,0,0,0,0,0,0,0.0233725833652123,0,0.104460619035117,0,0,0,0,0.152313238800821,0.0702501634016938,0,0,0,0,0
XEM,0,0,0,0,0,0.102309527406724,0,0,0.0837059472944011,0,0,0,0.0830818094440422,1.73472347597681e-18,0.237218762091788,0,0,0,0,0
XMR,0,0,0.0169596546773823,0.165300158020223,0,0,0,0,0.0978114714408668,0,0,0.0843843983950514,0.126023801412812,0.107874178530364,0,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.085228561270314,0.0111323700445927,0,0,0.121420717870977,0.420878959428697,0,0.222119619407245,0,0,0,0,0,0
ETC,0,0.292190655833641,0.000152004616808755,0,0,0,0,0,0,0,0,0,0,0.106579008893777,0.0291896969597096,0,0,0,0,0
NEO,0,0,0,0,0,0,0,0,0.034628323345977,0,0,0,0,0.683897884565432,0,0,0,0,0,0
ZEC,0,0,0.0238528911824052,0,0,0,0,0,0.179236985908376,0,0,0,0.128307015771919,0.196170805407549,0.0263373532940568,0,0,0,0,0
XLM,0,0,0,0.26536978348209,0,0,0,0.299295991540475,0,0,0,0.0474472822129526,0,0.0933743426691824,0.132478871470792,0,0,0,0,0
EOS,0,0,0,0,0,0,0,0,0.155119185579709,0.106220012908698,0.0763862940901008,0.0925189940011627,0.16483360440303,0,0.0544598105905317,0,0,0,0,0
BAT,0,0.187280825856217,0,0,0,0.0417987970367029,0.0481142048248105,0,0,0,0.0791940458724034,0.140423435534959,0.216553095224068,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0.00827989138478109,0,0,0.0182668559096234,0,0,0,0.0296965144457842,-0.0476684118899521,0,0.0260061128108726,0,0,0,0,-0.0169785023547856
CVIX.Index,0,0,0,0.0136816719110583,0,0,0,0,0,0,0,0,-0.0289105091444627,0.011774787943598,0.00728179469958773,0,0,0,0,0.0404060641495011
DXY.Curncy,0,0,-0.00120869685410393,0.0118513920086104,0.0140260128757889,-0.00817221077598048,0,0,0.00509290144752476,0,0.000876536876518611,0,-0.0203048805964193,0,0,0,-0.0302560702172548,0,0,0
SPX.Index,0,0,0,0,0,-0.00246744656756567,0,-0.00274187940146892,0,0,0.00102494445820142,0,0,0,0,0,0,0,0,-0.0379842038853322
VIX.Index,0,0.158923293871809,-0.0165587386835127,0,-0.0398210092216884,-0.247796763208869,0,0,0.145743175046975,0,-0.0302526314140149,0,-0.123885409663805,0,0.0612496583846609,0,0,0,0,0
