,BTC,XRP,ETH,XEM,LTC,DASH,ETC,XLM,XMR,DOGE,ZEC,DGB,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.0322243314976036,0,0,0,0,0,0,0,0.00576087273062405,0,0,0,0,0,0
XRP,0,0,0,0,0,0,0,0.41242619304077,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0,0,0,0,0.0733397974331919,-0.0426598627652061,0.168653900331497,0.0358614285637329,-0.117083368066405,0.00237956425087674,0,0,0,0,0,0
XEM,0,-0.119153063854605,0,0,-0.00586741613660567,0,0,0.0414673343291469,0.649872414807065,0,0.0672891816195809,-0.000197399798298519,0.132274605362825,0,0,0,0,-0.192761315549006
LTC,0,-0.0472811518189208,0,0,0,0,0,0.0358274467060001,0,0.266029671942163,0,-0.0254737101599928,0,0,0,0,0,0
DASH,0,-0.102391240119119,0,0.0511701706732743,0,0,0,0.05369211045929,0,0,0.292538705780525,0,0,0,0,0,0,0
ETC,0,-0.0315767626408461,0.252975859410166,0.0803744229071494,0.118099927693927,0,0,0,0,0,0,0,0,0,0,0,0,0.167607259943109
XLM,0,0.410365421971441,0,0,0,0,0.181592411945292,0,0,0,0,0.0646507998885035,0,0,0,0,0,0
XMR,0.206407177289311,-0.0146449372458517,0.252910461977019,0.122674816412581,0,0.178810414879654,-0.0960399160646334,0.048515622093168,0,0,-0.0220073932865126,-0.00366370280083509,0,0,0.098188576159494,0,0,0
DOGE,0,0.0412808667775514,0.0964911360183479,0,0.163414202046417,0,0.0688262811801805,0.189470507502119,0,0,0.208180601916666,0,0.0339301002610469,0,0,0,0,0
ZEC,0,0.00136327101537804,0,0.0726390971026142,-0.0935837287648401,0.219451344722397,0,0,0,0.189539652631396,0,0.0185195893529506,0,0,0,0,0,-0.0468256756841546
DGB,0,0,0,0,-0.0901028424185878,0,0,0.0660256478104598,0,0,0,0,0.16350851604024,0,0,0,0,0
NEO,-0.0643531554912235,0,0,0,0,0.0859183112370472,0,0,0,0.0693157497620332,0.345260487217636,0.031340992159538,0,0,0,0,0,0
BV010082.Index,0,0,0,0.00856424247741138,0,-0.0143499916068835,0,0.00487406815083535,0,0,0,0.00908510115154055,0,0,0,0,0,-0.0785461505230142
CVIX.Index,0,0,-0.0668285442180109,0,0,0,0.030329895839276,0,0,0,0,0.0230066394297489,0,0,0,0,0,0
DXY.Curncy,0,0.00010391771853238,0,-0.00850477986868321,0,-0.0083316060095044,0.00845684423467146,0.00187523009249388,0,-0.00393981114048258,-0.0100642129966442,-0.00334743440897301,0,0,0,0,0,0.002375730671771
SPX.Index,0,0.000789132849333778,0,-0.00183372729926821,0,0,0,0.000146497802901371,0,0,0,0.00469854184378068,0,0,0,0,0,-0.0284713106251534
VIX.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
