,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,MIOTA,TRX,NEO,XMR,DASH,ETC,XEM,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0.173554427110509,0.0123386572471993,0,0,0.00883505874027517,0.0869148138959819,0,0,0.11233180015391,0,0,0,0,0,0,0,0
ETH,0,0,0,0.141892307322968,0.0740402627063395,0,0,0,0.170504643467129,0.155032257580278,0,0,0,0.0330279598080624,0.0497474875313834,0,0,0,0,0
XRP,0,0,0,0.266413009824911,0.102985203610203,0,0,0,0.108682361486914,0.0822159290230714,0.00558811570155358,0,0,0,0,0,0,0,0,0
BCH,0,0,0,0,0.368545018263186,0,0,0.0678130030064468,0.133002246438003,0.10166697985647,0.0205736150396174,0,0,0.0313732070879638,0,0,0,0,0,0
EOS,0,0,0,0.210916435650345,0,0,0,0.199504609104136,0.208833547148017,0.0865112753836207,0.0191757652959702,0,0,0,0,0,0,0,0,0
XLM,0,0,0,0,0.0924296396365025,0,0,0.100097071901374,0.345051076279887,0.0156311507649571,0,0,0,0,0.0546423161304585,0,0,0,0,0
LTC,0,0,0,0.392594406797145,0.0398141863885093,0,0,0,0.0908755018031117,0,0,0.0427581949528623,0,0.0361252573257163,0,0,0,0,0,0
ADA,0,0,0,0.204629922060018,0.0409328373756297,0.207623805649143,0,0,0.022131819317886,0.0838275936957989,0,0,0,0.0182818340945939,0.21966643831051,0,0,0,0,0
MIOTA,0,0,0,0.0471384881966598,0.234382874444887,2.16840434497101e-19,0,0.147299327705075,0,0,0.376465277328169,0,0,0,0,0,0,0,0,0
TRX,0,0.173365447141232,0.0850683707368228,0.232019995307354,0.155483735833887,0.207847355028882,0,0,0.0233167407221661,0,0,0,0,0,0,0,0,0,0,0
NEO,0,0,0,0,0.0877965414041999,0,0,0,0.261666649189112,0.0825049723905133,0,0,0,0,0.305091124060868,0,0,0,0,0
XMR,0,0,0,0.264108783185577,0.120694760506913,0,0,0.122609016440527,0.0117768379961879,0,0.111049258064675,0,0,0,0,0,0,0,0,0
DASH,0,0,0,0.0405243287137765,0.089304392416407,0,0,0,0.0184869859266619,0,0,0,0,0.0665258045192112,0.176770063900133,0,0,0,0,0
ETC,0,0.305276136374786,0,0.251617599976202,0.015408743986595,0,0,0,0.0531204991466922,0,0,0,0,0,0.126401203735539,0,0,0,0,0
XEM,0,0,0,0,0.202275027486894,0.174519211296625,0,0.0802906339298063,0,0.0917284428046891,0.120956116904314,0,0,0.0910801749073109,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,4.44522890719057e-17,0,0,0,0,0,0,0,0,0,0,0,-0.0666203320074302
CVIX.Index,0,0,0,0,-0.0236166896516206,0,0,0,0.090034621709852,0,0,0,-0.110923328012018,-0.0356490650347568,0,0,0,0,0,0.0193952026606399
DXY.Curncy,0,0,0,0,0,0,0,0,-0.00488732018914749,0,0,0,-0.0113832410517938,0.00450622853781521,0,0,0.0309749065604646,0,0,0
SPX.Index,0,0,0,0.00456539541769681,0,0,0,0,-0.00825449493056659,0,0,0,0,0,0,0,0,0,0,-0.058120670870212
VIX.Index,0,0,0,0,-0.411332214708531,-0.126517057317507,0,0,0,0,0.276941487525535,0,0,0,0.0305406849510401,-0.885982693066178,0.126605806134145,0,-1.07245785053216,0
