,BTC,ETH,XRP,BCH,LTC,EOS,BNB,XLM,ADA,TRX,BSV,DASH,XMR,MIOTA,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0327571021504285,0,0.0434298073084064,0.0846623883705406,0.0739045832910103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETH,0,0,0.00997008250877451,0.00381850405875008,0.124169571626099,0.203761531576627,0,0,0.0915576333633002,0,0,0,0.0485413081389391,0,0.0867226870309524,0,0,0,0,0
XRP,0,0.0965458015078615,0,0,0.0279850662327154,0.12778343730231,0,0.085579969454499,0.0445777684537875,0,0,0,0.0645420947812419,0,0,0,0,0,0,0
BCH,0,0,0,0,0.244339445135959,0.199274274057151,0,0,0.127865438871701,0,0,0,0,0,0,0,0,0,0,0
LTC,0,0,0,0.447757932739879,0,0.137678736311434,0,0,0.047054973037614,0,0,0,0,0,0,0,0,0,0,0
EOS,0,0.0991636677254201,0,0.0485709243588791,0.331999480226909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0,0,0.309156454669693,6.93889390390723e-18,0,0,0,0,-0.0650826634272221,0,0.350106648101612,0,0,0,0,0,0,0
XLM,0,0.302526032981253,0.0782293963257822,0.051576556166991,0,0.0922234578979602,0,0,0.0463512079617642,0,0,0,0.0324970048236592,0,0.025612716507323,0,0,0,0,0
ADA,0,0.084826218739043,0,0.215172385418398,0.205332260606679,0.150106377604612,0,0,0,0,0,0,0,0.113121921561425,0,0,0,0,0,0
TRX,0,0,0,0.00720280713940229,0,0,0,0.0989073301788863,0,0,0.0407151298426116,0,0.0911501564310316,0.127248545914784,0.122908737824789,0,0,0,0,0
BSV,0,0.0373735840655571,0,0.188536143319847,0.0890257505697959,0,0,0,0.0345499098706256,0,0,0,0.0752826145602732,0.0147313791992465,0.0773679245859394,0,0,0,0,0
DASH,0,0.0295628947783625,0,0.00106603046967307,0,0.201736425781389,0.0953928646377137,0.0164048982724401,0.0788253761557628,0,0.0726580916609536,0,0.020357383472154,0,0,0,0,0,0,0
XMR,0,0.297966961306883,0,0,0,0.0391685016889575,0.0970460221189743,0.168956022212131,0.028177872860659,0,0,0,0,0,0,0,0,0,0,0
MIOTA,0,0.144858866471741,0,0,0.0120677829935841,0.167415732205517,0,0,0,0,0,0,0.102814587482076,0,0.180134154926561,0,0,0,0,0
ETC,0,0.318422142662527,0,0.0349702198638559,0,0.117138888925053,0,0,0.0220169750766333,0,0,0,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0.0883587078752404,0,0,-0.0405498691359253,0.057513203272619,0,0,0.0105762929593417,0,0,0.0651571548637468,-0.236989189708018,0.0651369946658746,0,0,0,0,-0.148870636390778
CVIX.Index,0,0,0,0,0,-0.0294383453085848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DXY.Curncy,0,0,0,0,0,0,0.00493591521189213,0,0,0,0.00249533640303607,0.00317369990948611,0,-0.00862896948567412,0,0,0.0183636509371546,0,0,0.00420340758576444
SPX.Index,0,0,0,0.00669526554249534,-0.00840414988105137,0,0,0,-0.00834700604664126,0,0.00684628965118792,0,0,0,8.08829376444672e-05,0.02078856784767,0,0,0,-0.0836313617397249
VIX.Index,0,0,0,0.144109347112881,0,-0.192795487323039,0.060541033900234,0,-0.133613791377758,0,0.111533204669343,-0.353106721309536,0.550631948956674,-0.190407414420341,0.0527250973600422,-0.0467416991028157,0.0688472083570856,0,-5.37198489472808,0
