,BTC,ETH,XRP,BCH,EOS,LTC,ADA,XLM,MIOTA,TRX,NEO,DASH,XEM,XMR,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0126811678746726,0,0.0355947085339923,0.0417515394744011,0,0.058211570982665,0.11838015888433,0.167882368635734,0.0505740282784873,0,0,0.0213384913430558,0.0435002254358181,0,0,0,0,0,0
ETH,0,0,0.158077208953208,0,0,0.141918146868515,0,0.00713029168341624,0.139528895011973,0,0,0,0.0792034518017536,0.108834123129329,0,0,0,0,0,0
XRP,0,0.274234830102421,0,0,0.00515860025237102,0,0.0673893189893281,0.179152642671115,0,0,0.0441344707462586,0,-8.67361737988404e-19,0.0271100586458827,0.174308781398184,0,0,0,0,0
BCH,0,0,0,0,0.046924673968587,0,0,0,0.337690948822469,0,0,0.231570681908915,0,8.67361737988404e-19,0,0,0,0,0,0
EOS,0,0,0,0.16665785081234,0,0,0.0157800440253841,0,0,0,0.190269401259425,0,0.0157646143413587,0.0582875422672985,0,0,0,0,0,0
LTC,0,0.138862134113596,0.0266039072508841,0.185730997338937,0,0,0.0795663395382894,0.0574826309254465,0.124631488109088,0,0.0946937885696095,0,0,-8.67361737988404e-19,0,0,0,0,0,0
ADA,0,0.0405155858906703,0.0990398056507051,0,0,0,0,0.352960789242579,-8.67361737988404e-19,0,0.0811803319156809,0,0.137196933943274,0,0,0,0,0,0,0
XLM,0,0,0.189172145884206,0,0,0,0.155156164818766,0,0,0,0.263914436920458,0,0.155770518383739,0.109137177653454,0,0,0,0,0,0
MIOTA,0,0,0,0.314910814111406,0,0,0.0708165003877278,0,0,0.0263560211735254,0.0565339884369274,0.191674174413005,0.0157118189196411,0.0482496775954453,0,0,0,0,0,0
TRX,0,0,0,0.51113581494826,0.0944235855178826,0,0.0520679913395493,0,0,0,0,0.104030768883441,0.0659109214825571,-3.46944695195361e-18,0,0,0,0,0,0
NEO,0,0,0,0,0.0833348033186982,0,0,0.260478757238956,0.169508680738276,0,0,0.00600825350022429,0.0165220698624055,0.0832563307260937,0.176945266959134,0,0,0,0,0
DASH,0,0,0,0.123132804692651,0,0,0,0.209499492574425,0.161186583311611,0.084219405297753,0.0390798015782393,0,0,0,0,0,0,0,0,0
XEM,0,0.244615518493688,0,0,0,0,0.101453188743926,0.318294986228479,0.0997377935129812,0.10047851172162,0.0465053176336746,0,0,0,0,0,0,0,0,0
XMR,0,0,0.254641940209036,0.0758131017300191,0,0.176304719801055,0,0.0491561927976889,0.105518324774196,0.0209907998764734,0,0.114108713268301,0,0,0,0,0,0,0,0
ETC,0,0,0.144034637928987,0,0.0446926197461841,0.0330096615179801,0.0387399953304483,0.0842550841524825,0.169657367211283,0.0237202859823106,0.0689184806380196,0,0.0280771845458518,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238290035459676
CVIX.Index,0,0,0,0,-0.0247459870547586,0,0,0,0.0510625429732696,-0.0323661856791523,0,0.0222117389073194,-0.0281812525253702,0,0,0,0,0,0,0.0206302719823648
DXY.Curncy,0,0.00219144992906371,0.0166984022941947,0,0,0,0.00941709731949305,-0.0381363069637475,0,-0.000843861312916035,0,0.00857371381310679,0,0,0.00832622977967748,0,0.00435295772298423,0,0,-0.00267396460145564
SPX.Index,0,0,0,0,0,0,0,0,-0.0033836726265272,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,-0.108605355355676
VIX.Index,0,0,0,0,-0.0453220863661298,0,0,0,0,-0.0619690762665855,0.200962430960067,0,0.00095488801730539,0,0,0,0,0,-4.91778553774089,0
