,BTC,ETH,XRP,BCH,LTC,DASH,XEM,XMR,NEO,MIOTA,ETC,ADA,ZEC,XLM,EOS,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0,0,0.0420282980845607,0,0,0,0.0816667681741253,0.141331295355144,0,0,0,0.0439641402993958,0,0,0,0,0,0
ETH,0,0,0,0,0.205931978447356,0,0.0823447681554055,0,0.00193388034524994,0.116507490134065,0,0,0,0.125644775806927,0,0,0,0,0,0
XRP,0,0.0120737443582537,0,0.0215492081841562,0,0,0.222428069893239,0,0.0635813659883665,0.0329722813526743,0,0,0,0.171254544425415,0,0,0,0,0,0.110608709794448
BCH,0,0,0,0,0.21502562093357,0,0,0,0.0523605336374158,0,0.166747104399839,0,0,0.152334461162495,0.0283134252483138,0,0,0,0,0
LTC,0,0,0,0,0,0,0,0,0.0617227771998196,0.062170308341634,0.712335994673669,0,0,0.000206143228063484,0,0,0,0,0,0
DASH,0,0,0,0.012954640562973,0,0,0.217228352781752,0.0158796113457431,0.0579151616608795,0.0235312664786848,0,0,0.175565926609898,0.0673681107576493,0,0,0,0,0,0
XEM,0,0.20192841119757,0,0,0.0207011394815209,0,0,0,0.0248544012632027,0.0629764263964364,0,0,0.0632170841024164,0.0603136832581917,0.0182225525170039,0,0,0,0,0
XMR,0,0,0.111227421902944,0.00794995016577601,0.0818671131750155,0,0,0,0,0.0478543663661262,0,0,0.14383412231018,0.0666755897451346,0,0,0,0,0,0
NEO,0,0,0,0,0.0833472632074747,0,0.222041063647633,0,0,0.0359098450363239,0,0,0,0.17688341578656,0.0524003104395332,0,0,0,0,0
MIOTA,0,0,0,0,0,0,0.0312389186930916,0.0797263662578672,0.0175971874820321,0,0,0,0.362251181232983,0,0.279774142576717,0,0,0,0,0
ETC,0,0,0,0,0.442808437143984,0,0.0408998507265692,0,0,0.0309265989274142,0,0,0.052143410254156,0.0688178269325933,0.0867082718586769,0,0,0,0,0
ADA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZEC,0,0,0,0.0162857351409683,0,0,0.119717120726471,0.0310035808762242,0,-1.73472347597681e-18,0.105144411088023,0,0,0.146237321106999,0.218189566005861,0,0,0,0,0
XLM,0,0,0.131986383010622,0.0540416718837993,0,0,0.048774492499465,0.158257654364588,0.0319896079617075,0.007370813768197,0.315005404775435,0,0.176232445218332,0,0,0,0,0,0,0
EOS,0,0.0450565200216991,0,0,0.171529007206256,0,0,4.33680868994202e-19,0.105239391308647,0.0745646976302232,0,0,0.107550384883041,0.125415901295206,0,0,0,0,0,0
BV010082.Index,0,0,-0.00406469772593319,-0.0236185192678836,0,0,0,0,0.00684707028447288,-0.0132247245777482,-0.00227709279134989,0,0,0.00164971279423411,0.0189641051075229,0,0,0,0,-0.044208133968041
CVIX.Index,0,0,0.0355326403932513,0,0,0,0,0,0,0,0,0.0369476776705778,-0.0361773688193742,0,-0.0141070096825882,0,0,0,0,0.0306919067937959
DXY.Curncy,-0.00701545460774583,0,0,-0.00322854489404111,-0.00268698693882074,-0.0234691301477607,0,0,0.00254042899204978,0.00263735598721259,0,0,0.00269662027288407,0,0.00919390870164446,0,0,0,0,-0.00620468625499881
SPX.Index,0,0,0,0,0,-0.00331780606567868,0,0,0,0,0,0,0,0,0.000494516681391249,0,0,0,0,-0.0329950937754181
VIX.Index,0,0.120406549170886,0,0,0,-0.271973938097785,0,0,0,0.148421207463406,0,0.0964734927153208,0,0,-0.0782204611174813,0,0,0,0,0
