,BTC,ETH,XRP,BCH,EOS,XLM,LTC,ADA,XMR,TRX,DASH,MIOTA,BNB,NEO,ETC,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0.0844633190474715,0,0.0669056043085253,0.10266422365765,0,0,0,0.0482185576639266,0,0,0,0,0.021009691107795,0,0,0,0,0,0
ETH,0,0,0.156949265203778,0.0234455980747296,0.105700017108605,0,0,0.0195637417270923,0,0.146986316431552,0,0.057714373998026,0,0,0,0,0,0,0,0
XRP,0,0.209491828878073,0,0.00313525115320583,0,0,0,0.168981336679282,0,0,0,0,0,0,0,0,0,0,0,-0.0433360667629608
BCH,0,0.330434767736516,0,0,0,0,0,0.0482510117019918,0,0.159698757034538,0,0,0,0,0,0,0,0,0,0
EOS,0,0.369083967599477,0.043021958561764,0.0964474034487445,0,0,0,0.00256170082622879,0,0.0679553160986686,0,0,0,0,0,0,0,0,0,0
XLM,0,0.0951763051743067,0.116751547165245,0,0,0,0,0.148797784100854,0,0.176023343927744,0,0,0,0.155501236150854,0,0,0,0,0,0
LTC,0,0.272926928182589,0,0.0821829531903814,0.0860583155600043,0,0,0.10112018853261,0,0.0615076491452801,0,0.0500897074300262,0,0,0,0,0,0,0,0
ADA,0,0.159078810593587,0.162916097554684,0.0342953095316105,0,0.0393179467853128,0,0,0,0.1747996966552,0,0,0,0.18443752118423,0.145398693006096,0,0,0,0,0
XMR,0,0.354227651019612,0.0323810124889236,0,0.111873854269561,0,0,0,0,0,0,0.0415804093146193,0,0.20042002813844,0,0,0,0,0,0
TRX,0,0.270405120364152,0,0.100731549858943,0,0.12916142859493,0,0.117675512144441,0,0,0,0.206349247616456,0,0,0,0,0,0,0,0
DASH,0,0.307985109312682,0,0,0,0,0,0.115797926224067,0,0,0,0.144860444422972,0,0,0,0,0,0,0,0
MIOTA,0,0.127557674293206,0.0579951652018587,0,0,0,0,0,0,0.221470744955993,0,0,0,0.355731601313836,0,0,0,0,0,0
BNB,0,0.296216687011383,0,0,0,0,0,0,0.0229898329769239,0,0.0196508774708702,0,0,0.148585622256567,0,0,0,0,0,0
NEO,0,0.0431841693411577,0,0.0835067197944311,0,0,0,0.178607622484556,0,0,0.132217636106146,0.419477689853065,0,0,0,0,0,0,0,0
ETC,0,0.265971755231727,0.00219636026707563,0,0,0,0,0.154148713126902,0,0,0,0.102154641484678,0,0,0,0,0,0,0,0
BV010082.Index,0,0,0,0,0,0,0,0,0,-0.00821677581769143,0,0,0,0,0,0,0,0,0,-0.030067795530657
CVIX.Index,0,-0.0820190429164823,0.0534138411939521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529259446378484
DXY.Curncy,0,-0.0225787927834066,-0.0136215413539567,0.00582068834174785,0,0,0,0.0147623447654889,0,-0.00229736501214244,0,0,0,0,0,0,0.0285300677694334,0,0,-0.00790249102422087
SPX.Index,0,0,-0.00748191573301396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912838696461977
VIX.Index,0,0,-0.19641197994142,0.141163540054159,0,0,0,0,0,0,0,0,-0.012398107734915,-0.11605038686948,0,-0.283866810604661,0,0,-4.38851590989631,0
