,BTC,XRP,ETH,BCH,XLM,EOS,LTC,ADA,XMR,TRX,MIOTA,DASH,BNB,XEM,NEO,BV010082.Index,CVIX.Index,DXY.Curncy,SPX.Index,VIX.Index
BTC,0,0,0.0560208835625667,0.0436866593362746,0,0,0,0.0109680726163834,0.0414583031661927,0.0455506657709818,0.0418784004845184,0,0,0,0,0,0,0,0,0
XRP,0,0,0.150506011886561,0.0029207747191306,0.0142481549459087,0,0,0,0,0,0.414898460921218,0,0,0,0,0,0,0,0,-0.0208910850559319
ETH,0,0.0832108206036397,0,0.0655050411818974,0,0,0,0.237584471784336,0.119124473570415,0.0179597606605423,0.0505849869923884,0.0684457136352266,0,0,0,0,0,0,0,0
BCH,0,0.0422209834277556,0.464318774505341,0,0,0,0,0.0408312503677268,0,0.17061309014033,0.126588501596486,0,0,0,0,0,0,0,0,0
XLM,0,0.149443011053413,0,0,0,0,0,0.506644556903723,0,0.0971193093789737,0,0,0,0,0,0,0,0,0,-0.0150484557458583
EOS,0,0.0330821213025288,0.106929122261451,0.0730096467243236,0,0,0,0.152497442777733,0,0.142329609986815,0,0,0,0,0.124416511950567,0,0,0,0,0
LTC,0,0.00440761558604289,0.144077138609681,0.117855091533404,0,0,0,0.16687090421264,0,0.0711253369367548,0.124897576319418,0,0,0,0,0,0,0,0,0
ADA,0,0,0.0943076079507265,0.0478745769762572,0.250147651659738,0,0,0,0,0.155496746071129,0.109332137763469,0,0,0,0.212043192834979,0,0,0,0,0
XMR,0,0.0112205120351669,0.219926993059428,0.0567827336061795,0,0,0,0,0,0,0.126206935237886,0,0,0,0.175125137810723,0,0,0,0,0
TRX,0,0,0.384016287279713,0,0,0,0,0.364252675907925,0,0,0.072425148661416,0,0,0,0,0,0,0,0,0
MIOTA,0,0.0938004039129447,0,0,0,0,0,0.0126587478413052,0.259864100902846,0.157807293974327,0,0,0,0.126939134688953,0.148109174070199,0,0,0,0,0
DASH,0,0,0.36955023841933,0,0,0,0,0.142294703742439,0.218323890567329,0,0,0,0,0,0,0,0,0,0,0
BNB,0,0,0.193713137478729,0.0487363863939101,0,0,0,0,0,0.0999336129144649,0,0,0,0,0.0355697470924907,0,0,0,0,0
XEM,0,0,0,0.136513070076018,0.0611039416153811,0,0,0,0,0.230390791882349,0.173175278721753,0,0,0,0.0583279355924749,0,0,0,0,0
NEO,0,0,0.0639151550119013,0.0609530286464091,0,0,0,0.304131292858056,0.217221554515835,0.0429869612827451,0.15241588891337,0,0,0,0,0,0,0,0,-0.0299405525973696
BV010082.Index,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229360515768364
CVIX.Index,0,0.0107461315106615,0,0,0,0,0,0,0,0,0.0748162645752606,0,0,0.019198424011338,0,0,0,0,0,0.046838418963719
DXY.Curncy,0.0131697982515356,-0.00877396329804412,-0.0205430252570855,0,-0.00693189459681014,0,0,0,0,-0.0133403239234257,0.023093740061437,0,0.0233704044596604,0.00294695841737559,0,0.0322427455338982,0,0,0,-0.00352015274864087
SPX.Index,0,-0.0155019154178729,0,0,0,0,0,0,0,0,0,0,0,0.0114122165027866,0,0,0,0,0,-0.0979316598567569
VIX.Index,0,-0.156677470103654,0,0.182757061923011,-0.166500088217065,0,0,0,0,0,0,0,0,0.15861128134718,-0.0701591027580179,0,0.690322486196523,0,-5.47855821969236,0
